Gene1	Gene2	EdgeWeight
FGF9	WNT4	235
NR5A1	PGD2	234
PGD2	WNT4	233
DHH	AMH	232
SRY	NR0B1	231
RSPO1	DKK1	230
RSPO1	SRY	229
SOX9	WT1pKTS	228
DHH	WNT4	227
CTNNB1	GATA4	226
UGR	WNT4	225
SOX9	NR0B1	224
NR0B1	DMRT1	223
CBX2	WT1pKTS	222
DHH	DKK1	221
NR0B1	CBX2	220
RSPO1	CBX2	219
WT1pKTS	DKK1	218
PGD2	GATA4	217
WT1mKTS	UGR	216
WNT4	UGR	215
DKK1	DHH	214
SRY	NR5A1	213
NR0B1	NR5A1	212
AMH	GATA4	211
WT1mKTS	GATA4	210
GATA4	WNT4	209
CTNNB1	NR5A1	208
AMH	DHH	207
SRY	UGR	206
UGR	SRY	205
WT1pKTS	WT1pKTS	204
NR5A1	DHH	203
WT1pKTS	SOX9	202
DMRT1	CTNNB1	201
DHH	GATA4	200
FGF9	CBX2	199
CBX2	GATA4	198
CTNNB1	WNT4	197
WT1pKTS	NR0B1	196
GATA4	AMH	195
PGD2	DHH	194
WT1mKTS	AMH	193
GATA4	WT1pKTS	192
FGF9	AMH	191
WT1pKTS	GATA4	190
FGF9	FGF9	189
PGD2	CBX2	188
SOX9	WT1mKTS	187
UGR	WT1mKTS	186
SOX9	GATA4	185
WT1mKTS	SRY	184
WNT4	WNT4	183
FOXL2	WT1pKTS	182
FOXL2	SOX9	181
DHH	PGD2	180
FOXL2	DHH	179
FOXL2	WNT4	178
FGF9	WT1pKTS	177
WT1pKTS	DHH	176
FGF9	PGD2	175
FGF9	GATA4	174
FGF9	DHH	173
NR0B1	WT1mKTS	172
UGR	GATA4	171
RSPO1	NR0B1	170
SOX9	DKK1	169
FOXL2	CBX2	168
DMRT1	PGD2	167
SRY	CBX2	166
SOX9	FGF9	165
DMRT1	SOX9	164
WT1mKTS	WT1pKTS	163
RSPO1	PGD2	162
GATA4	DKK1	161
PGD2	WT1pKTS	160
WNT4	DHH	159
DKK1	WNT4	158
WT1pKTS	AMH	157
WT1pKTS	PGD2	156
DMRT1	GATA4	155
DKK1	CBX2	154
GATA4	PGD2	153
GATA4	DHH	152
DKK1	PGD2	151
RSPO1	RSPO1	150
FGF9	SOX9	149
GATA4	NR5A1	148
DHH	CBX2	147
WT1mKTS	DMRT1	146
AMH	SOX9	145
CTNNB1	PGD2	144
FOXL2	PGD2	143
WNT4	NR0B1	142
FOXL2	AMH	141
SOX9	SRY	140
DHH	SOX9	139
PGD2	SOX9	138
DKK1	WT1pKTS	137
RSPO1	FGF9	136
FOXL2	NR5A1	135
NR5A1	CTNNB1	134
WT1mKTS	FGF9	133
NR0B1	DKK1	132
FOXL2	RSPO1	131
SRY	SOX9	130
CBX2	SOX9	129
NR5A1	SRY	128
GATA4	NR0B1	127
DMRT1	UGR	126
SRY	PGD2	125
NR5A1	FGF9	124
FOXL2	UGR	123
SRY	DHH	122
GATA4	RSPO1	121
WNT4	FGF9	120
WT1mKTS	PGD2	119
AMH	WNT4	118
UGR	DMRT1	117
AMH	FGF9	116
PGD2	AMH	115
NR5A1	SOX9	114
NR5A1	NR0B1	113
PGD2	RSPO1	112
PGD2	NR0B1	111
NR0B1	CTNNB1	110
DMRT1	NR0B1	109
DMRT1	DHH	108
SRY	RSPO1	107
SRY	WT1pKTS	106
WT1pKTS	WNT4	105
SOX9	DHH	104
WT1mKTS	NR5A1	103
FGF9	RSPO1	102
NR5A1	CBX2	101
PGD2	UGR	100
CTNNB1	CTNNB1	99
WT1pKTS	NR5A1	98
AMH	CBX2	97
WNT4	WT1pKTS	96
NR0B1	FGF9	95
DMRT1	WT1pKTS	94
CTNNB1	DHH	93
RSPO1	AMH	92
SOX9	AMH	91
DHH	FGF9	90
DHH	NR0B1	89
AMH	NR0B1	88
DMRT1	FGF9	87
GATA4	SOX9	86
FGF9	NR0B1	85
UGR	PGD2	84
RSPO1	DHH	83
NR0B1	DHH	82
CBX2	PGD2	81
DMRT1	AMH	80
NR5A1	WT1pKTS	79
WT1pKTS	CTNNB1	78
NR5A1	AMH	77
UGR	WT1pKTS	76
SOX9	NR5A1	75
FOXL2	NR0B1	74
CBX2	CTNNB1	73
SOX9	UGR	72
WNT4	WT1mKTS	71
CTNNB1	SOX9	70
WT1pKTS	RSPO1	69
FGF9	UGR	68
WNT4	AMH	67
WNT4	PGD2	66
WT1mKTS	DHH	65
DMRT1	CBX2	64
NR5A1	NR5A1	63
GATA4	CTNNB1	62
FOXL2	FGF9	61
PGD2	FGF9	60
DKK1	NR0B1	59
WNT4	GATA4	58
CBX2	WT1mKTS	57
UGR	DHH	56
DKK1	FGF9	55
UGR	SOX9	54
CTNNB1	WT1pKTS	53
CBX2	SRY	52
NR0B1	PGD2	51
SOX9	SOX9	50
WT1pKTS	FGF9	49
DKK1	SOX9	48
PGD2	CTNNB1	47
WT1mKTS	SOX9	46
DKK1	UGR	45
DHH	UGR	44
NR0B1	NR0B1	43
DHH	RSPO1	42
FGF9	CTNNB1	41
GATA4	FGF9	40
DHH	CTNNB1	39
RSPO1	WT1mKTS	38
AMH	UGR	37
AMH	RSPO1	36
DKK1	CTNNB1	35
RSPO1	GATA4	34
AMH	CTNNB1	33
SRY	AMH	32
CBX2	FGF9	31
CTNNB1	AMH	30
RSPO1	WT1pKTS	29
CBX2	AMH	28
SRY	FGF9	27
NR0B1	UGR	26
SOX9	CTNNB1	25
UGR	AMH	24
WT1mKTS	CTNNB1	23
CBX2	DHH	22
CTNNB1	FGF9	21
UGR	FGF9	20
WNT4	CTNNB1	19
FOXL2	FOXL2	18
WT1mKTS	FOXL2	17
WT1pKTS	FOXL2	16
GATA4	FOXL2	15
DKK1	FOXL2	14
CBX2	FOXL2	13
DMRT1	FOXL2	12
NR5A1	FOXL2	11
FGF9	FOXL2	10
RSPO1	FOXL2	9
DHH	FOXL2	8
CTNNB1	FOXL2	7
PGD2	FOXL2	6
SRY	FOXL2	5
WNT4	FOXL2	4
AMH	FOXL2	3
NR0B1	FOXL2	2
UGR	FOXL2	1
SOX9	FOXL2	0
