Gene1	Gene2	EdgeWeight
AMH	SRY	0.022049475108635783
WNT4	DHH	0.02199390859268893
WNT4	DKK1	0.02194792636790049
FOXL2	SRY	0.021901738180297642
DKK1	NR0B1	0.02175081651601024
SRY	WNT4	0.02156296033625984
PGD2	CBX2	0.021557395305840884
WNT4	DMRT1	0.021474562837852887
WNT4	FGF9	0.021213048119398257
DMRT1	NR0B1	0.0208678412649074
DHH	CBX2	0.02071782059341637
CBX2	WT1pKTS	0.020674686950334226
NR5A1	SRY	0.020545388799421232
SOX9	NR0B1	0.02040375524566829
WT1mKTS	NR5A1	0.01986437113307876
FGF9	UGR	0.019775626608959616
DHH	NR5A1	0.01971050447383078
WNT4	WT1pKTS	0.019620371764854188
PGD2	UGR	0.019232266348834126
WT1pKTS	DMRT1	0.0192322140641038
DHH	UGR	0.01894353882171433
DHH	WNT4	0.01893198670485629
PGD2	NR5A1	0.01874538655247799
CBX2	WNT4	0.01832763126194546
WT1pKTS	UGR	0.018043738089607502
PGD2	WNT4	0.017989984153987178
WT1pKTS	DKK1	0.01782776994003
UGR	NR5A1	0.017335694642099074
DKK1	RSPO1	0.017207770594579848
FOXL2	NR0B1	0.016870420451755394
WNT4	SRY	0.016747593535648652
DMRT1	RSPO1	0.016606680983689934
WNT4	AMH	0.01646892930907053
AMH	UGR	0.016154740590188385
NR5A1	DHH	0.015848165838746882
AMH	NR5A1	0.01567496630580564
WT1pKTS	NR0B1	0.014998640443214938
FGF9	CBX2	0.01487796155155863
WNT4	PGD2	0.01466479421661534
UGR	CTNNB1	0.014587508810062957
RSPO1	SRY	0.014560985781923375
SOX9	WT1pKTS	0.014416396355448712
UGR	WT1pKTS	0.013765930165030214
NR0B1	WT1pKTS	0.013702435090543395
FGF9	RSPO1	0.013510186526634743
AMH	CBX2	0.013338145507282023
CBX2	FOXL2	0.013282575410172696
WT1mKTS	WNT4	0.013165576732839256
NR5A1	DKK1	0.01279773995160043
NR5A1	PGD2	0.01273611232267552
WT1pKTS	WNT4	0.012463852992056714
NR5A1	DMRT1	0.012135167006823844
AMH	WNT4	0.011908114958602715
NR5A1	FGF9	0.011755103398634295
GATA4	WNT4	0.011518892470053587
UGR	DMRT1	0.01081081735024653
PGD2	RSPO1	0.01079412072369731
WT1mKTS	FOXL2	0.010526974512803568
FOXL2	UGR	0.0104039285767899
SOX9	FOXL2	0.010374431695208184
SOX9	CTNNB1	0.009922597643457641
NR0B1	SOX9	0.009769842967410824
UGR	FOXL2	0.009741460213352314
RSPO1	DMRT1	0.009574747190624056
UGR	DKK1	0.009561347346937327
FOXL2	DKK1	0.009436324703888969
NR5A1	AMH	0.009369929159498674
FGF9	WT1pKTS	0.00921094603478985
RSPO1	DKK1	0.009008779425638495
CTNNB1	SOX9	0.008785322387338491
DHH	WT1pKTS	0.008448038083570173
PGD2	WT1pKTS	0.008377636275378299
RSPO1	PGD2	0.008358496922611152
RSPO1	AMH	0.007799336709047689
RSPO1	DHH	0.007695666849719336
DHH	RSPO1	0.007662131841257047
WT1mKTS	SRY	0.007450318556990687
FOXL2	DMRT1	0.007336511332062362
GATA4	SRY	0.007293887778797855
WT1mKTS	RSPO1	0.007194446215524146
WT1mKTS	CTNNB1	0.006815794645649459
GATA4	RSPO1	0.006716183744270673
GATA4	FOXL2	0.006689412643725161
CBX2	SOX9	0.006570197849803036
AMH	WT1pKTS	0.006537002452795113
UGR	SOX9	0.0062776573405997045
RSPO1	FGF9	0.006187802989707872
AMH	RSPO1	0.005655974992586432
GATA4	CTNNB1	0.005544053641577804
NR0B1	DKK1	0.005233096060075982
NR0B1	DMRT1	0.005035635293866998
UGR	PGD2	0.005034209262756999
FGF9	CTNNB1	0.005004550130612736
WT1pKTS	SOX9	0.00473497537961845
DHH	CTNNB1	0.004664284757687025
PGD2	CTNNB1	0.00459418304042195
CBX2	DHH	0.004496548872724856
UGR	AMH	0.0043562677237931335
PGD2	FOXL2	0.004272588257562875
FGF9	FOXL2	0.004241130296980266
CTNNB1	PGD2	0.004151534069790781
AMH	CTNNB1	0.004019793571701333
FOXL2	SOX9	0.003987623667968579
DHH	FOXL2	0.0038847683904401787
CTNNB1	AMH	0.00387030495386548
AMH	FOXL2	0.003805401851550171
WT1pKTS	AMH	0.0037142799083647107
GATA4	SOX9	0.0034659323308269922
CBX2	PGD2	0.003385896252325805
CTNNB1	FGF9	0.0033522814485228308
UGR	DHH	0.003338354077625045
WT1pKTS	FGF9	0.0033364753129485817
WT1mKTS	AMH	0.0032733491530690163
CBX2	FGF9	0.00326861562366922
WT1mKTS	DMRT1	0.0032561368163384783
GATA4	DKK1	0.003246721824958132
WT1mKTS	SOX9	0.003221797316283782
WT1mKTS	DKK1	0.0032125509518044198
GATA4	DMRT1	0.003128844498197277
CTNNB1	DHH	0.0030866029616025904
CBX2	AMH	0.002907626898845293
WT1pKTS	DHH	0.0028709795540301604
UGR	FGF9	0.00272258399050785
FOXL2	FGF9	0.002690897013356469
GATA4	FGF9	0.0026745982537136888
FOXL2	DHH	0.002629526790056852
GATA4	DHH	0.0023685718045535573
WT1pKTS	PGD2	0.0023509766792185623
FOXL2	AMH	0.002319512736553461
GATA4	AMH	0.0022729176407377803
WT1mKTS	FGF9	0.0022163426304986256
WT1mKTS	DHH	0.0021059001560237954
FOXL2	PGD2	0.0018396116799174317
WT1mKTS	PGD2	0.001811740118317919
GATA4	PGD2	0.0017670082616420527
