"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"13","ALK in cardiac myocytes",0.313984168865435,0.706982543640898,0.0819651839682541,-0.297946483253998,-1.14959498276338,18,"TGFBR1;SMAD6;ACVR1;SMAD4;FZD1"
"14","ALK1 pathway",0.587467362924282,0.882108563484658,0.0505798534892868,-0.22755929392574,-0.893532418667735,19,"TGFBR1;ACVR1;ACVRL1;SMAD4"
"15","ALK2 pathway",0.601866251944012,0.889332349353133,0.0575910434495557,-0.346728073143477,-0.904443339169042,6,"ACVR1;SMAD4;SMAD9"
"16","AMPK inhibition of chREBP transcriptional activation activity",0.509243697478992,0.838010508943984,0.0694331575249685,-0.478412616339193,-0.957142925024266,3,"PRKAG2;STK11;PRKAB2"
"17","AMPK signaling",0.326781326781327,0.714313604868328,0.0760700367153178,-0.245034666914424,-1.12308166795114,33,"CAMKK2;TP53;ADIPOR2;CRTC2;SREBF1;CAB39;TSC1;TSC2;GYS1;ACACA;RPTOR;PIK3CA;PRKAA1"
"18","AP-1 transcription factor network",0.0545029600620375,0.296222674932597,0.321775918075361,0.217752338229219,1.47747974790623,39,"TIMP1;MT2A;HLA-A;COL1A2;CYR61;FOSL1;CDK1;JUNB;CCND1;FOS;EGR1;JUND"
"19","APC/C activator regulation between G1/S and early anaphase",0.0153646871420383,0.119158052410063,0.380730400722792,0.336564999366081,1.71849890996067,20,"CDC20;UBE2C;CCNB1;PLK1;ANAPC11;CDK1;FBXO5;CDC27;CDK2;FZR1"
"20","APC/C- and Cdc20-mediated degradation of Nek2A",9.87106903833026e-05,0.00186909333219292,0.538434096309916,0.474365538341415,2.56981508363443,22,"UBC;CDC20;UBE2C;CCNB1;BUB3;ANAPC11;UBB;UBA52;MAD2L1;NEK2;CDK1"
"21","APC/C-mediated degradation of cell cycle proteins",2.19412126119336e-15,3.99878599852489e-13,1.00731795687447,0.489548481455184,4.21026991312836,74,"PTTG1;UBC;CDC20;SKP1;PSMA7;UBE2C;CCNB1;BUB3;CCNA2;AURKA;PSMC3;PLK1;PSMB6;ANAPC11;PSMB5;PSMB3;PSME2;UBB;AURKB;PSMD7;PSMD8;UBA52;PSMB1;MAD2L1;PSMD2;CDK1;PSMB2;PSMD9;PSMB7;PSMA4;PSMD14;PSMC1;PSMD12;PSME1;PSMC5;PSMA1;PSMD6;FBXO5;PSMA2;CDC27;PSMC2;PSMC4;PSMA3;PSMD4;PSMB9;CDK2;FZR1;PSME3;PSMA5"
"22","APOBEC3G-mediated resistance to HIV-1 infection",0.00186815093274515,0.0243193219637716,0.45505986738723,0.768241722111977,2.03345139305713,5,"BANF1;PPIA;PSIP1;HMGA1"
"23","ATF2 transcription factor network",0.271676300578035,0.675104182744251,0.208950047066686,0.172426434291395,1.16240964198216,36,"CCNA2;CDK4;MMP2;RUVBL2;JUNB;CCND1;H2AFY;FOS;JUND;HES1;JUN;BRCA1;DDIT3"
"24","ATM pathway",0.411338962605549,0.77484781328022,0.0636260540036267,-0.221614121913154,-1.04659831300548,36,"DCLRE1C;TP53;MAPK8;RFWD2;FAM175A;RNF8;RBBP8;RAD17;BID;CHEK1;NBN;RAD50;UIMC1"
"25","ATM-dependent DNA damage response",0.973532796317606,0.996126880018093,0.0195501051206779,-0.0982665441955909,-0.497937549909119,48,"MAP3K4;MAPK9;SOS1;TP53;MAPK8;SMAD4"
"26","ATM-mediated phosphorylation of repair proteins",0.851662404092072,0.978097690104072,0.0647782732593461,0.279843161287254,0.662202838481461,4,"H2AFX;BRCA1"
"27","ATR activation in response to replication stress",0.125,0.47093023255814,0.237789457968471,0.352580603590785,1.36359519988661,11,"RPA3;CLSPN;RPA2;RFC4;RFC2;RAD1;RPA1;RFC3;RFC5"
"28","Abacavir metabolism",0.294117647058824,0.693889206167904,0.0995686686707708,-0.573649913097346,-1.14768076135481,3,"NT5C2;ADAL"
"29","Abacavir transport and metabolism",0.294117647058824,0.693889206167904,0.0995686686707708,-0.573649913097346,-1.14768076135481,3,"NT5C2;ADAL"
"30","Abl role in Robo-Slit signaling",0.981623277182236,0.996308890945484,0.0342384444352821,-0.184505784702954,-0.51031917336972,7,"ROBO1"
"31","Acetylation and deacetylation of RelA in the nucleus",0.942817294281729,0.994483985765125,0.0316762497500262,-0.164000203273302,-0.554034310175617,12,"CREBBP;CHUK;TRADD"
"32","Acetylcholine biosynthesis",0.998319327731092,1,0.0378212664172339,-0.242299156127712,-0.484759212249877,3,"PCYT1A"
"33","Acetylcholine neurotransmitter release cycle",0.321008403361345,0.711292176445046,0.094345333599085,-0.557781799379524,-1.11593399661705,3,"STXBP1;VAMP2;STX1A"
"34","Actin cytoskeleton regulation",0.0138547484958551,0.111238775563619,0.380730400722792,0.15353885856229,1.57037998308442,120,"ACTB;CFL1;PFN1;MYL12B;MYL9;FGF7;RAC1;ARPC2;ARPC5L;ARPC3;PPP1CA;PPP1CC;ARPC5;ITGA11;FGF5;WASF2;HRAS;ARPC1A;MYL12A;FN1;ACTG1;RHOA;FGF2;ITGB5;PFN2;CRK;BDKRB1;ACTN4;GSN;ACTN1;ROCK1;FGFR1;PPP1R12A;DIAPH3;MYH9;EZR;MSN;PAK4;RDX;TMSB4X;RRAS2;ITGB1;CDC42;ITGA5;ARHGAP35;PAK1;ARAF;PIK3C2A"
"35","Actions of nitric oxide in the heart",0.0775193798449612,0.367420022282349,0.332259921627494,0.324187752814623,1.49314538691333,16,"CALM2;CALM1;HSP90AA1;CALM3;CAV1;GNB1;AKT1;SLC7A1"
"36","Activated AMPK stimulation of fatty-acid oxidation in muscle",0.154670750382848,0.52812635610818,0.137243197043089,-0.478660113812726,-1.32391206053095,7,"CAB39;PRKAA1;PRKAG1;STRADB;PRKAG2;STK11;PRKAB2"
"37","Activated NOTCH1 signaling in the nucleus",0.0319888734353268,0.202781641168289,0.307746666057907,-0.452270026045649,-1.60443372239387,14,"NUMB;DTX2;ADAM17;ITCH;MIB2;NCSTN;APH1B;ADAM10"
"38","Activation of BH3-only proteins",0.617100371747212,0.900632974982417,0.102811721103191,0.206077227679874,0.872448554154686,13,"DYNLL1;YWHAB;TFDP1"
"39","Activation of DNA fragmentation factor",0.32,0.711292176445046,0.134994324950666,0.338380190396529,1.12183556630246,8,"HMGB1;HMGB2;KPNB1"
"40","Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon",0.224615384615385,0.617904208998549,0.164399425740336,0.367717168411074,1.21909677212537,8,"UBC;UBB;UBA52"
"41","Activation of NF-kappaB in B cells",1.54486231041797e-08,5.6310231214735e-07,0.73376198835648,0.406891248097765,3.2355531034376,59,"UBC;SKP1;PSMA7;PSMC3;PSMB6;PSMB5;PSMB3;PSME2;UBB;PSMD7;PSMD8;UBA52;PSMB1;PSMD2;PSMB2;PSMD9;PSMB7;PSMA4;PSMD14;PSMC1;PSMD12;PSME1;NFKBIA;PSMC5;PSMA1;PSMD6;PSMA2;PSMC2;PSMC4;PSMA3;PSMD4;PSMB9;CDK2;PSME3;PSMA5"
"42","Activation of NMDA receptor upon glutamate binding and postsynaptic events",0.688981868898187,0.932225063938619,0.0463003071948878,-0.243931074479713,-0.824061079696028,12,"AKAP9;CAMK2G;ADCY3;CREB1"
"43","Activation of NOXA and translocation to mitochondria",0.907317073170732,0.992909350494374,0.0407148003414096,-0.267861613453777,-0.64529937555466,5,"TP53"
"44","Activation of PKC through G-protein coupled receptors",0.465040650406504,0.818770200387848,0.0723427010535392,-0.41904393123218,-1.00950928976898,5,"GNAQ;PRKCA"
"45","Activation of RAS in B cells",0.941031941031941,0.994483985765125,0.0580804424654534,0.28593588417787,0.587253089342675,3,"HRAS;KRAS"
"46","Activation of Rac",0.323275862068966,0.714145768025078,0.0850305083029918,-0.359734657274184,-1.14038359919954,10,"ROBO1;SOS1;NCK2"
"47","Activation of Src by protein tyrosine phosphatase alpha",0.160458452722063,0.537174477552192,0.190017828585152,0.419727116039638,1.31655485010959,7,"CCNB1;CDC25B;CDK1"
"48","Activation of TRKA receptors",0.751456310679612,0.952457940579883,0.0575910434495557,-0.625484621349186,-0.828963472439138,1,"NGF"
"49","Activation of calcium-permeable kainate receptor",0.400473933649289,0.77484781328022,0.10170367028045,0.615198795477486,1.04488372180125,2,"CALM1;DLG1"
"50","Activation of chaperones by ATF6 alpha",0.0980392156862745,0.427967594223318,0.266346749862859,0.391784546359236,1.43481099513712,10,"HSPA5;ATF4;HSP90B1;XBP1;CALR"
"51","Activation of chaperones by IRE1 alpha",0.534583821805393,0.850145772594752,0.0499705697923575,-0.194236546214718,-0.95031842943676,41,"PPP2R5B;TPP1;CUL7;FKBP14;ZBTB17;DNAJC3;HYOU1;SYVN1;GFPT1;EDEM1;SERP1;GOSR2;SRPRB"
"52","Activation of kainate receptors upon glutamate binding",0.284210526315789,0.688337121874454,0.155235262455458,0.286785446126001,1.15015072076089,12,"CALM1;GNB1;GNB2;GNG11;GNG5"
"53","Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",6.29683248999565e-10,2.78205508194353e-08,0.801215574617779,0.65731737422206,3.6986757630951,24,"EIF3I;EIF4A2;EIF4A1;EIF5;EIF3F;EIF1AX;EIF2S1;EIF4EBP1;EIF4E;EIF3K;EIF3H;FAU;EIF4B;EIF3B;EIF3E;PABPC1;EIF3D;EIF3A;EIF4G1;EIF3G;EIF3J;EIF2S2"
"54","Activation of matrix metalloproteinases",0.100286532951289,0.432370094566543,0.245037538426726,0.456900952236735,1.43315773915869,7,"TIMP1;TIMP2;MMP2;MMP14;MMP3"
"55","Activation of pro-caspase 8",0.908077994428969,0.992909350494374,0.0658153855594078,0.230828915039441,0.666395625064034,6,"FADD;FAS"
"56","Activation of the AP-1 family of transcription factors",0.124076809453471,0.470627630209512,0.1521380821269,-0.477483440595339,-1.39576536558134,8,"MAPK9;MAPK14;MAPK8"
"57","Activation of the pre-replicative complex",0.0942622950819672,0.421338573575309,0.307746666057907,0.299105456490658,1.45460940757187,18,"RPA3;DBF4;ORC6;MCM7;MCM5;CDT1;RPA2;CDK2;MCM3;MCM4;MCM8;RPA1"
"58","Acute myeloid leukemia",0.982843137254902,0.996512721917696,0.0227524904544201,-0.0960240730300273,-0.444498257352659,34,"SOS1;AKT3;STAT3;TCF7;CHUK;NRAS;PIK3CA;RARA;PPARD;MTOR;MAPK3;PML;PIK3CD;MAP2K2;NFKB1;MAPK1;RUNX1T1;MAP2K1;PIK3R1;RELA;KRAS;RAF1;MYC;RUNX1;TCF7L2;AKT2;IKBKB;ARAF;GRB2;BAD"
"59","Acute myocardial infarction",0.494271685761047,0.833884758229745,0.0695983927823315,-0.423594949549754,-0.947293805136418,4,"COL4A1;PLAT;TFPI"
"60","Acyl chain remodeling of cardiolipin",0.223529411764706,0.617904208998549,0.11724084061847,-0.608702724502892,-1.21780966116467,3,"HADHA;TAZ"
"61","Acyl chain remodeling of diacylglycerol and triacylglycerol",0.997542997542998,1,0.0553454835435098,0.242631851085833,0.498315573551628,3,"MGLL"
"62","Acyl chain remodelling of phosphatidylcholine",0.119751166407465,0.466837434818406,0.159640183114786,-0.535029125461847,-1.3956283504773,6,"LPCAT4;MBOAT2;PNPLA8"
"63","Acyl chain remodelling of phosphatidylglycerol",0.539837398373984,0.853920317760018,0.0649247413499804,-0.387897595034911,-0.934475353253171,5,"LPCAT4;LPGAT1;CRLS1;LPCAT1;PLA2G12A"
"64","Acyl chain remodelling of phosphatidylinositol",0.757983193277311,0.953528469196134,0.0504776918976213,-0.387797311271975,-0.775852141332828,3,"MBOAT7;PLA2G16;PLA2G12A"
"65","Acyl chain remodelling of phosphatidylserine",0.625210084033613,0.904264354200657,0.0594585285760969,-0.439759388361281,-0.879810801194617,3,"LPCAT4"
"66","Adaptive immune system",9.11998727258682e-05,0.00177292552579088,0.538434096309916,0.13286388463362,NA,326,"B2M;UBE2S;UBC;CDC20;KIF5B;SKP1;PSMA7;UBE2C;PDIA3;DYNLL1;CTSL;PSMC3;RAC1;CALM1;PSMB6;HLA-A;ANAPC11;PSMB5;PSMB3;PSME2;UBE2L3;UBB;HLA-C;STUB1;AP2M1;YWHAB;PSMD7;PSMD8;IFITM1;UBA52;HSPA5;PSMB1;CENPE;KIF23;UBE2N;RACGAP1;PPP2CA;PSMD2;LRR1;KIF2C;UBE2D2;CDKN1A;HRAS;CYBA;KIF20A;PSMB2;HLA-B;UBE2D3;PSMD9;PSMB7;SAE1;PSMA4;KIF4A;RAB7A;AP1S1;UBE2A;DCTN3;MRC2;PSMD14;ITGB5;CD81;CALR;PSMC1;UBE2V2;PSMD12;PSME1;NFKBIA;KIF11;RNF4;PSMC5;ARF1;PSMA1;PSMD6;CLTA;SMURF2;PSMA2;CDC27;CTSC;PSMC2;UBE2Z;UBE2J2;CTSK;PSMC4;SEC61A1;PSMA3;UBE2R2;SAR1B;PSMD4;AP2S1;SEC13;PSMB9;CTSB;CTSA;AKT1;FZR1;YWHAZ;PSME3;PSMA5;SOCS1;KIF22;UBE2L6;PSMC6;DCTN6;ITGB1;PPP2R5A;TCEB1;BAD;CDC42;RBX1;DYNC1I2;UBE2E3;PSMD11;AP1M1;RNF34;HLA-E;UBE2H;TRIB3;ACTR1A;GRB2;SEC24C;PAK1;SH3KBP1;IKBKB;PSMD13;PSMD1;AP1S2;DCTN1;MGRN1;WSB1"
"67","Adenylate cyclase inhibitory pathway",0.239024390243902,0.631336161187699,0.110555303489321,-0.507291567220622,-1.22210468058762,5,"ADCY7;GNAI1;ADCY3"
"68","Adherens junction actin cytoskeletal organization",0.0193130988674724,0.139398505687004,0.352487857583619,-0.582070612370187,-1.70149146964356,8,"CDH11;CTNND1;PVR;CDH2;CTNNA1;CDH13"
"69","Adherens junction cell adhesion",0.356502242152466,0.733928310879821,0.0670357354559094,-0.208718509049407,-1.0880776589078,54,"CREBBP;CTNND1;PTPRM;SSX2IP;TGFBR1;SMAD4;IGF1R;WASF3;TCF7;WASL;SRC;WASF1;CTNNA1;FER;ERBB2;RAC2;CSNK2A1;MAP3K7;YES1"
"70","Adhesion and diapedesis of lymphocytes",0.667241379310345,0.92841811785011,0.0575910434495557,-0.507405683434473,-0.878293656811664,2,"ITGA4"
"71","Adipocytokine signaling pathway",0.0313630880579011,0.199682892525851,0.287853501951016,-0.339812342428084,-1.60480307506326,36,"CAMKK2;POMC;MAPK9;MAPK8;ADIPOR2;PPARA;PTPN11;AKT3;STAT3;RXRB;CHUK;ACSL4;SLC2A1;TRADD"
"72","Adipogenesis",0.922162162162162,0.993974374164283,0.0190248660177344,-0.107749243707332,-0.586661022264751,70,"LPIN1;SCD;PPARA;RORA;SPOCK1;NAMPT;IL6ST;WWTR1;STAT3;SREBF1;FZD1;BSCL2;ZMPSTE24"
"73","Adrenergic pathway",0.00388139454950998,0.0410077771969967,0.431707695803346,-0.382015560090416,-1.9251465067286,45,"ADCY7;PRKCD;MAPK9;MAPK12;MAPK14;GNAQ;GRK4;MAPK8;AKT3;RGS19;PLCD1;PRKCA;GNAI1;SRC;PRKCI;ADCY3;RGS10;MAPK6;PDE4A;RGS12;PDE8A;NRAS"
"74","Adrenoceptors",0.0776699029126214,0.367420022282349,0.227982638142881,-0.962781080382528,-1.27598716315528,1,"ADRA2A"
"75","Advanced glycosylation endproduct receptor signaling",0.158064516129032,0.534705486116309,0.204289662419107,0.377639577472453,1.31552808745147,9,"HMGB1;LGALS3;DDOST;CAPZA2"
"76","Aflatoxin B1 metabolism",0.151658767772512,0.523977448844366,0.176688379093616,0.750290810391625,1.27433060688423,2,"EPHX1;AKR7A2"
"77","Agrin in postsynaptic differentiation",0.588888888888889,0.883333333333333,0.0479041773342915,-0.201182835688583,-0.903393169486065,30,"LAMB1;UTRN;MAPK8;ITGA1;LAMC2;LAMA2;SRC;GIT2"
"78","Alanine and aspartate metabolism",0.837209302325581,0.977060949464012,0.0661168822769269,0.262348073441945,0.694406513017552,5,"ASS1;DARS;GOT1;ASL"
"79","Alanine, aspartate and glutamate metabolism",0.956884561891516,0.994483985765125,0.0308130688844998,-0.148992594476201,-0.528553141260887,14,"GFPT2;GFPT1;GOT2;CAD"
"80","Aldosterone-regulated sodium reabsorption",0.720848056537102,0.944815825375171,0.0905314002889846,0.174431619878823,0.776799524186696,14,"ATP1B3;SGK1;IRS2;KRAS;PDPK1;PIK3R1;MAPK1;IRS1;ATP1A1;PIK3CD;MAPK3;SLC9A3R2;PIK3CA"
"81","Allograft rejection",0.214899713467049,0.603706709508588,0.161972523942768,0.388377817538337,1.21822174411716,7,"HLA-A;HLA-C;HLA-B;FAS;HLA-E"
"82","Alpha defensins",0.474332648870637,0.824978473902169,0.0835866109224501,0.78844662703541,1.03578724533997,1,"PRSS3"
"83","Alpha-4 beta-7 integrin signaling",0.978227060653188,0.996126880018093,0.035135622443897,-0.190947138478745,-0.498087351176278,6,"ITGA4;PTK2"
"84","Alpha-6 beta-1 and alpha-6 beta-4 integrin signaling",0.375,0.756183745583039,0.165650412910506,0.165528362635287,1.02645203883369,30,"YWHAQ;YWHAH;RAC1;YWHAB;HRAS;YWHAE;AKT1;YWHAZ;CD9;ITGB1;LAMC1;PMP22;GRB2"
"85","Alpha-6 beta-4 integrin signaling pathway",0.288804071246819,0.693889206167904,0.0845434356747903,-0.278887831616747,-1.16919179712915,24,"LAMB1;PRKCD;MAPK14;PTPN11;LAMC2;LAMA2;PRKCA;SRC"
"86","Alpha-9 beta-1 integrin pathway",0.185873605947955,0.565916251883648,0.202066558880363,0.294716880969471,1.24771339163306,13,"RAC1;SAT1;FN1;ADAM12;ITGB1;TGM2;TNC;VEGFC;PXN;VEGFA"
"87","Alpha-M beta-2 integrin signaling",0.0778688524590164,0.367420022282349,0.341790336107307,0.309615658894646,1.50572261517329,18,"HMGB1;CTGF;MMP2;PLAUR;RHOA;LRP1;ROCK1;THY1;AKT1"
"88","Alpha-V beta-3 integrin/OPN pathway",0.260089686098655,0.660645927407384,0.186426976254226,0.210090774582394,1.13814010044233,22,"RAC1;MMP2;RHOA;FOS;NFKBIA;ILK;GSN;JUN"
"89","Alpha-hemoglobin stabilizing enzyme (AHSP) pathway",0.594315245478036,0.88580087041134,0.0838236914758717,0.332632306998396,0.880441153576278,5,"HMBS;UROS;UROD"
"90","Alpha-linolenic (omega3) and linoleic (omega6) acid metabolism",0.0472673559822747,0.265060788546756,0.257202420331545,-0.531293844946307,-1.55306233614719,8,"ACOT8;HSD17B4;ACOX1;FADS1;ELOVL5"
"91","Alpha-linolenic acid metabolism",0.715966386554622,0.944815825375171,0.0531102142751953,-0.404917436342549,-0.810103760180631,3,"ACOX1"
"92","Alpha-synuclein signaling",0.356589147286822,0.733928310879821,0.144623332386419,0.232334737692283,1.0700883632804,16,"PARK7;UBE2L3;STUB1;FKBP1A;UCHL1;TOR1A;BAD;GRK5"
"93","Alternative NF-kappaB pathway",0.563025210084034,0.869587665574704,0.0644869890858083,-0.457859358841779,-0.916022761533626,3,"CHUK;NFKB1;RELB"
"94","Alternative complement pathway",0.248459958932238,0.646188607099923,0.123833767603223,0.883173946756268,1.1602311153341,1,"CFD"
"95","Alzheimer's disease",4.10274497332529e-11,2.21548228559566e-09,0.851339057116899,0.32157984934547,3.18749162689765,117,"GAPDH;CALM2;CYCS;CALM1;CYC1;COX8A;ATP5B;NDUFA4;CALM3;NDUFB10;UQCRFS1;COX4I1;COX6A1;SDHC;ATP5C1;UQCRC1;UQCR11;COX5B;SDHB;ATP5F1;ATP5G3;ATP5G1;ATP5E;SDHD;NDUFAB1;LRP1;NDUFA6;COX5A;NDUFV2;COX6B1;NDUFS5;UQCRH;NDUFB8;NDUFA8;ATP5A1;NDUFB6;NDUFS6;UQCR10;NDUFB9;NDUFS8;ATP5O;FADD;NDUFC2;COX7A2L;ATP5H;NDUFA9;CAPN2;COX7C;NDUFS2;UQCRQ;NDUFB7;NDUFV1;FAS;NAE1;BACE2;NDUFB4;NDUFS3;NDUFB3;BAD;CHP1;NDUFA7;COX6C;APH1A;NDUFA5;SDHA;HSD17B10;NDUFS4;COX7A1;PSENEN;NDUFS7"
"96","Amine compound SLC transporters",0.164705882352941,0.538433131099974,0.139592218475466,-0.644519131334023,-1.28946625889516,3,"SLC44A1;SLC44A2;SLC6A9"
"97","Amine ligand-binding G-protein coupled receptors",0.0672413793103448,0.335746339159188,0.231122206972138,-0.818275817500323,-1.41639418614381,2,"ADRA2A;HRH1"
"98","Amino acid and oligopeptide SLC transporters",0.237960339943343,0.631336161187699,0.102069912371164,-0.37499626193525,-1.21969776134182,11,"SLC38A1;SLC1A5;SLC7A6;SLC36A1;SLC1A4"
"99","Amino acid biosynthesis and interconversion (transamination)",0.938633193863319,0.994483985765125,0.0318931171315556,-0.165911738061343,-0.560491959840262,12,"ALDH18A1;PSPH;GOT2;GLUD1;GLS;PSAT1;GOT1;PYCR1;ASNS;OAT;GLUL;PHGDH"
"100","Amino acid metabolism",9.28881713794094e-05,0.00178198623514709,0.538434096309916,0.217201304877595,2.09527391214944,102,"PSMA7;NQO1;SMS;PSMC3;PSMB6;PSMB5;PSMB3;PSME2;PSMD7;PSMD8;PSMB1;SRM;PSMD2;ADI1;PSMB2;PSMD9;PSMB7;PSMA4;PSMD14;PSMC1;PSMD12;PSME1;PSMC5;ASS1;PSMA1;PSMD6;PSMA2;AMD1;PSMC2;ODC1;PSMC4;PSMA3;PSMD4;PSMB9;PHGDH;PSME3;GLUL;PSMA5;DLD;PSMC6;AZIN1;PSMD11;QDPR;HSD17B10;PSMD13;PCBD1;PSMD1;OAT;ASNS;CKB;SMOX"
"101","Amino acid transport across the plasma membrane",0.237960339943343,0.631336161187699,0.102069912371164,-0.37499626193525,-1.21969776134182,11,"SLC38A1;SLC1A5;SLC7A6;SLC36A1;SLC1A4"
"102","Amino sugar and nucleotide sugar metabolism",0.604477611940298,0.889332349353133,0.0470478444996033,-0.200198272579793,-0.8879051620787,29,"MPI;GFPT2;GALK1;GFPT1;HK1;UXS1;GALT;CMAS;GPI;PGM1;GMDS;GNPDA1"
"103","Amoebiasis",0.752613240418119,0.952457940579883,0.0337198891605375,-0.152827539939554,-0.76462562625492,44,"LAMB1;SERPINB1;GNAQ;RAB7B;COL4A1;LAMC2;IL1R1;LAMA2;PRKCA;CASP3;PTK2;RAB5B;PIK3CA;LAMA4"
"104","Amyloids",0.000406841461497851,0.00651840495454798,0.49849310876659,0.57944055522438,2.45311954317149,13,"B2M;H2AFZ;CST3;H2AFX;ITM2B;MFGE8;TGFBI;HSPG2;GSN;HIST1H2AC"
"105","Amyotrophic lateral sclerosis (ALS)",0.529336734693878,0.849185297461159,0.0543242855110967,-0.221877255297005,-0.945198625384812,25,"PPP3CB;MAPK12;MAPK14;TP53;PPP3CA;APAF1;BID"
"106","Anandamide metabolism",0.486652977412731,0.830037436687954,0.0821928315172218,0.781338847247351,1.0264497107565,1,"PLD3"
"107","Androgen biosynthesis",0.238655462184874,0.631336161187699,0.112834132917041,-0.597912156780279,-1.19622136018774,3,"POMC;SRD5A1"
"108","Androgen receptor proteolysis and transcription regulation",0.660069848661234,0.926257785705562,0.0399771282227484,-0.171608951607548,-0.848743461263303,42,"TGFB1I1;TMF1;PELP1;PIAS1;ZMIZ1;RANBP9;CDK11B;PAWR;CDKN2A;PIAS4;HIP1;NCOA4"
"109","Androgen receptor regulation of biosynthesis and transcription",0.860493827160494,0.978097690104072,0.0301697202245959,-0.142700899790812,-0.64078537172071,30,"MAPK14;CREBBP;MAPK8;RXRB;SMARCA2;SRC;KAT7"
"110","Androgen receptor signaling, proteolysis, and transcription regulation",0.0598640072885654,0.312837715507987,0.321775918075361,0.171510559699985,1.41644601640958,69,"RAN;GNB2L1;DSTN;PRDX1;RAC1;PARK7;STUB1;CDKN1A;UBE2I;FLNA;CAV1;PSMC3IP;SUMO1;RHOA;GAS6;CCND1;FOS;CALR;RNF4"
"111","Angiogenesis",0.418826739427012,0.781881416241465,0.0687791804176365,-0.299968448427122,-1.04479305327059,13,"CREBBP;SRC;ARNT;PDGFRA;PTK2;PIK3CA"
"112","Angiopoietin receptor Tie2-mediated signaling",0.919753086419753,0.993974374164283,0.0267770395936089,-0.128721765142584,-0.578013342917598,30,"MAPK14;ELF2;MAPK8;PTPN11"
"113","Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling",0.875308641975309,0.978097690104072,0.0293164421775646,-0.139530341941479,-0.626548270952421,30,"MAPK14;SOS1;GNAQ;MAPK8"
"114","Angiotensin II-stimulated signaling through G-proteins and beta-arrestin",0.0626535626535627,0.319401728492638,0.19991002561306,-0.328203532150715,-1.4970317545379,32,"MAP3K4;PRKCD;MAPK9;MAPK12;MAPK14;GNAQ;MAPK8;PLCD1;PRKCA;MAP3K2;PRKCI;MAPK6;ELK1"
"115","Angiotensin-converting enzyme 2 regulation of heart function",0.475862068965517,0.824978473902169,0.0741618652767103,-0.570189984573342,-0.986970116768468,2,"COL4A1"
