Gene1	Gene2	EdgeWeight
PGD2	DMRT1	0.149021395856173
DMRT1	SOX9	0.14756546511315302
AMH	SRY	0.146295828423707
DHH	CTNNB1	0.143273332399256
AMH	FOXL2	0.132576995163501
AMH	DKK1	0.131513545122474
DMRT1	AMH	0.130783953513884
NR0B1	DHH	0.126981348083065
DKK1	SOX9	0.12679468930082902
FOXL2	WT1mKTS	0.12505936011153
FGF9	UGR	0.12430694557008899
PGD2	DKK1	0.12340569837609901
DKK1	DHH	0.122091653765965
AMH	UGR	0.11354891266637401
DHH	SRY	0.112277098101595
DKK1	GATA4	0.11102897377292
NR5A1	UGR	0.110572623060837
DHH	NR5A1	0.107565466916452
DHH	WNT4	0.107124092806718
DHH	AMH	0.100853860398681
DHH	NR0B1	0.0999011250940019
FGF9	FGF9	0.097213896762444
SOX9	GATA4	0.0963484057132091
DHH	DMRT1	0.0958747669981904
FGF9	CTNNB1	0.0951243592352902
WT1pKTS	DKK1	0.09065893125388401
FGF9	NR0B1	0.0905744812986312
DHH	FOXL2	0.08675584134060299
DHH	DKK1	0.0858108260562772
SOX9	NR0B1	0.0850587836159794
PGD2	WT1pKTS	0.0813861898646856
AMH	CTNNB1	0.08094890561522901
DHH	GATA4	0.0786351702117046
SOX9	DHH	0.07741694616583901
DHH	DHH	0.0739268955775937
SOX9	AMH	0.0737441896562773
FGF9	WT1pKTS	0.0733559951121678
DMRT1	PGD2	0.0715488309134048
DHH	WT1mKTS	0.0704533453690747
PGD2	FGF9	0.0696911572485268
DHH	SOX9	0.0696119395934591
FGF9	WNT4	0.0693284595386102
DKK1	PGD2	0.0669333172474843
FGF9	FOXL2	0.0662500374955438
PGD2	NR0B1	0.064379932745614
DHH	WT1pKTS	0.063703493878361
AMH	NR5A1	0.0617272205658204
FOXL2	DHH	0.0614002751686076
PGD2	PGD2	0.0587155514930316
PGD2	RSPO1	0.0580612632973618
NR5A1	AMH	0.057694852261114996
DMRT1	RSPO1	0.0561291679159125
AMH	FGF9	0.0544974359099805
GATA4	NR5A1	0.0526490695594535
FGF9	SOX9	0.050316342421357
PGD2	SRY	0.0489644515491843
FGF9	WT1mKTS	0.046778219751326
DKK1	NR5A1	0.0466053408138914
FGF9	RSPO1	0.0455940099244578
WT1pKTS	PGD2	0.0442009642755015
FGF9	AMH	0.0433111183617038
AMH	DHH	0.0423842587075868
FGF9	DHH	0.0418794151563736
SOX9	FGF9	0.0385235850671617
DMRT1	NR5A1	0.037731420853054996
DMRT1	NR0B1	0.0356566293634507
AMH	WNT4	0.0353787718642238
FGF9	PGD2	0.0353429149119193
DHH	PGD2	0.0342645791830845
AMH	WT1mKTS	0.033446429781312
WT1mKTS	RSPO1	0.0334146110804621
AMH	GATA4	0.0304922676318985
PGD2	DHH	0.0284347099775292
PGD2	SOX9	0.028174975464436
FGF9	NR5A1	0.0281375996978029
PGD2	WT1mKTS	0.027659199805149
AMH	PGD2	0.0273465590591823
AMH	RSPO1	0.0252800076119136
PGD2	AMH	0.0240416803056208
SOX9	FOXL2	0.0218861783802345
PGD2	NR5A1	0.0214363230515685
AMH	NR0B1	0.0144657995963225
DMRT1	WT1mKTS	0.0120017887998953
DHH	RSPO1	0.0117193395335473
SOX9	PGD2	0.011192026200562
AMH	CBX2	0.0111386004659796
FGF9	CBX2	0.0110713656062386
PGD2	GATA4	0.009979366586031059
WNT4	SOX9	0.00997275690228908
FGF9	GATA4	0.00984665662449315
WNT4	DKK1	0.00916188743990798
DHH	FGF9	0.00855518357354287
AMH	SOX9	0.00752127415355561
PGD2	FOXL2	0.00655760156248943
NR5A1	NR5A1	0.00603628318252299
RSPO1	PGD2	0.00312688335642116
FGF9	SRY	0.0019518308555216699
