Gene1	Gene2	EdgeWeight
WT1mKTS	WT1mKTS	5.920959805378059
UGR	DHH	5.89633896059008
WT1mKTS	RSPO1	5.8116184555620185
GATA4	PGD2	5.78189076306526
DKK1	NR0B1	5.75917090408429
WT1mKTS	NR0B1	5.74905615911322
CTNNB1	GATA4	5.70416134972831
WT1pKTS	CTNNB1	5.69475835858284
UGR	WT1mKTS	5.682346448083661
PGD2	WNT4	5.674237165605612
FGF9	WNT4	5.60826938748639
UGR	AMH	5.52128262280983
CTNNB1	FOXL2	5.512011086811861
DMRT1	NR0B1	5.4426925891257
CBX2	WT1mKTS	5.4062720530898
NR5A1	DMRT1	5.34224176169834
NR0B1	GATA4	5.336756042110389
FOXL2	SRY	5.31293377990051
DMRT1	PGD2	5.311501686874791
NR0B1	WT1mKTS	5.2887004717506
NR0B1	WT1pKTS	5.26076368786034
DMRT1	SRY	5.166860580114751
AMH	WNT4	5.16545491755612
RSPO1	WT1mKTS	5.16152946246785
WNT4	WT1pKTS	5.12337172596652
SRY	DMRT1	5.1006206232973
GATA4	NR0B1	5.089402011989692
WT1pKTS	NR0B1	5.0231076071875185
DKK1	PGD2	4.9960875567479
WT1mKTS	PGD2	4.9402614667933
DHH	WNT4	4.92091527150213
RSPO1	RSPO1	4.89951210075031
AMH	CBX2	4.84424637033765
NR5A1	CBX2	4.828505652926348
CBX2	DHH	4.8172662892062
NR5A1	FOXL2	4.80677928999079
NR5A1	RSPO1	4.6924545691558
RSPO1	DMRT1	4.659449985151549
WT1pKTS	RSPO1	4.62259006677056
CBX2	RSPO1	4.59968883476263
WT1pKTS	PGD2	4.549892126426768
WNT4	SOX9	4.51822189125446
RSPO1	SRY	4.4697508925045
NR5A1	WT1pKTS	4.424621096841241
WNT4	NR5A1	4.33575488115426
FGF9	CBX2	4.29381182725017
PGD2	CBX2	4.2338571724170695
RSPO1	GATA4	4.21747792364942
WNT4	WT1mKTS	4.21594440865008
DKK1	WT1mKTS	4.197109395585221
SRY	FOXL2	4.17074285680062
SRY	AMH	4.15654878895089
UGR	NR5A1	4.14606544995113
WT1mKTS	WT1pKTS	4.11062948424084
SRY	GATA4	4.10362076674924
DMRT1	WT1mKTS	4.10047334435864
CBX2	AMH	4.02376926308812
SRY	RSPO1	3.9637465814223294
RSPO1	FOXL2	3.95170451509824
CBX2	NR0B1	3.92720040593383
WT1pKTS	SRY	3.9163614743427098
CBX2	SOX9	3.90542476242942
WT1mKTS	DHH	3.874493314442
CTNNB1	DKK1	3.8724464719716094
WT1pKTS	WT1pKTS	3.8540022676165497
GATA4	DHH	3.84198186606677
DKK1	SRY	3.811169702512741
CBX2	CTNNB1	3.76506415338945
NR0B1	AMH	3.75340172590696
CBX2	PGD2	3.74853778324261
SRY	NR5A1	3.66692295055505
WNT4	FGF9	3.6573930140005
UGR	SOX9	3.6331022313336496
CTNNB1	SRY	3.6018653050209
WT1mKTS	AMH	3.5935587197309906
DHH	CBX2	3.5604125668104905
NR5A1	DKK1	3.54551219601975
DKK1	NR5A1	3.5144278710851298
WNT4	AMH	3.5119639677522896
WT1mKTS	NR5A1	3.41996315748825
GATA4	WT1mKTS	3.41875086576972
DMRT1	DHH	3.3550610508772003
DKK1	DHH	3.31238564083713
FOXL2	WNT4	3.27865301420925
PGD2	GATA4	3.2506799315968595
UGR	DMRT1	3.24492280845154
NR0B1	SOX9	3.1874405629007594
GATA4	WT1pKTS	3.1343587408285805
CTNNB1	RSPO1	3.13003515142267
RSPO1	PGD2	3.12696935647516
RSPO1	DKK1	3.11910127713945
DMRT1	NR5A1	3.0949352406677204
WT1pKTS	DHH	3.06908233530975
GATA4	NR5A1	3.06900699341645
GATA4	AMH	3.0150324322007203
CBX2	NR5A1	3.0108797467234902
WT1pKTS	NR5A1	2.9628728854872204
SOX9	WT1mKTS	2.92999975730324
AMH	GATA4	2.9295910488722496
NR0B1	RSPO1	2.9120412431248903
FGF9	GATA4	2.91053455310667
NR5A1	SOX9	2.90409206442752
SRY	FGF9	2.8563390281079704
NR0B1	NR5A1	2.8184736370809595
NR5A1	NR5A1	2.7753267488238103
RSPO1	AMH	2.74237969839095
UGR	FGF9	2.73554770879417
FOXL2	RSPO1	2.72164123756723
CTNNB1	NR5A1	2.72162085066857
WT1mKTS	SOX9	2.6675978859710603
PGD2	PGD2	2.6441471627135096
WT1pKTS	WT1mKTS	2.64022827680538
AMH	RSPO1	2.58790584694137
SRY	DKK1	2.5755073346213098
AMH	DHH	2.55850919757242
CTNNB1	FGF9	2.5553732804492
PGD2	RSPO1	2.53502212370473
DHH	GATA4	2.52636594781984
FGF9	WT1mKTS	2.47235267118466
CTNNB1	SOX9	2.41936831416435
NR5A1	PGD2	2.38046381688526
CTNNB1	WT1mKTS	2.3567552732799504
NR0B1	DMRT1	2.28512967424468
CBX2	FOXL2	2.28334836097432
SRY	SOX9	2.26277831448896
PGD2	DHH	2.250013575169
WT1pKTS	SOX9	2.24647100837004
RSPO1	SOX9	2.164997271816
DHH	WT1mKTS	2.14837393286955
FOXL2	WT1pKTS	2.13727044697873
DKK1	WT1pKTS	2.12663006016973
CBX2	WT1pKTS	2.11896863429814
FGF9	PGD2	2.09197728929262
FGF9	DHH	2.0519847002512
PGD2	SRY	2.03726311487662
DHH	RSPO1	2.03686650460326
FGF9	RSPO1	2.02502386013769
WNT4	DMRT1	2.02271953369242
FGF9	NR5A1	2.0013854754359297
FOXL2	NR0B1	1.98570133417129
WT1pKTS	AMH	1.97734841638433
NR0B1	FGF9	1.97478878702388
RSPO1	NR5A1	1.96669348366025
FOXL2	FOXL2	1.96265499891765
SRY	WT1mKTS	1.95605793398601
DMRT1	WT1pKTS	1.94234138032937
CTNNB1	AMH	1.93487873992401
FOXL2	AMH	1.92260520495805
WT1mKTS	FGF9	1.89759793840663
UGR	FOXL2	1.88958927179757
DHH	NR0B1	1.88400467478152
CBX2	DKK1	1.87110734293086
NR5A1	DHH	1.86165396899242
AMH	PGD2	1.8535050800516
PGD2	WT1mKTS	1.83544641194599
DHH	PGD2	1.81336935793758
GATA4	SOX9	1.81113580752214
RSPO1	FGF9	1.80545409929851
FGF9	NR0B1	1.80413743405633
AMH	NR0B1	1.80318822171641
NR5A1	CTNNB1	1.73913738435131
DHH	NR5A1	1.68517667517561
SOX9	CBX2	1.66671783634279
NR0B1	PGD2	1.63519533118602
SOX9	WNT4	1.61902976030588
FGF9	SRY	1.61771186149156
PGD2	NR5A1	1.60450718585058
DHH	WT1pKTS	1.5812572129091
CBX2	DMRT1	1.5788044575433895
DHH	SRY	1.56948272275975
CBX2	FGF9	1.56575396280938
SOX9	DMRT1	1.5582607130871695
PGD2	NR0B1	1.55587415346938
WT1mKTS	DMRT1	1.5547812107026595
WT1pKTS	FGF9	1.5365515282902802
AMH	SRY	1.4592030231833202
NR5A1	SRY	1.42830012737748
GATA4	FGF9	1.42777215800769
DKK1	FGF9	1.41268828883427
FGF9	WT1pKTS	1.40342637081817
UGR	DKK1	1.36950186402803
FGF9	FGF9	1.35249723724867
NR5A1	FGF9	1.33534524848601
AMH	NR5A1	1.33407170228008
DHH	DHH	1.3284180514368
WT1mKTS	FOXL2	1.32248216669696
AMH	WT1mKTS	1.23211697405507
WT1pKTS	FOXL2	1.22573324692933
PGD2	WT1pKTS	1.18858195089436
DMRT1	DMRT1	1.15280833022712
SOX9	AMH	1.14316412829293
NR0B1	FOXL2	1.13565699577454
DKK1	DMRT1	1.12747991917576
RSPO1	DHH	1.09337103035859
SOX9	GATA4	1.08763473117215
AMH	WT1pKTS	1.07657386229808
FGF9	AMH	1.07327342501529
CTNNB1	DHH	1.06384588982547
SOX9	WT1pKTS	1.05163586752031
DHH	AMH	1.04478200514548
GATA4	DKK1	1.02751583972873
SOX9	SRY	0.928598094452279
PGD2	AMH	0.927170845564765
GATA4	FOXL2	0.9046341071805408
FOXL2	CTNNB1	0.8623473859148951
DMRT1	SOX9	0.8559075287897528
DMRT1	FGF9	0.8494482610239521
WT1mKTS	DKK1	0.831825942713266
FOXL2	NR5A1	0.8274375186349879
GATA4	DMRT1	0.792869495021982
WT1pKTS	DKK1	0.783203201011823
NR0B1	DKK1	0.783057165138143
SRY	DHH	0.7772049942483091
SOX9	RSPO1	0.7657183506814229
SOX9	UGR	0.746384769211341
DMRT1	DKK1	0.7288101677737979
SOX9	PGD2	0.7220655833426279
SOX9	DHH	0.7124531565716049
WNT4	FOXL2	0.6865997110862321
WNT4	DKK1	0.659321353207598
DKK1	DKK1	0.658329414228905
PGD2	DMRT1	0.589161595157641
AMH	DKK1	0.588481848529863
DHH	FGF9	0.5823358793175699
NR0B1	DHH	0.571457295208417
DHH	CTNNB1	0.5645826996387521
PGD2	FGF9	0.5454130457994449
SRY	PGD2	0.5386310097129999
DHH	DMRT1	0.5125101551773661
AMH	AMH	0.4984209393721321
FOXL2	PGD2	0.482709886292926
SOX9	CTNNB1	0.4758480981058689
DMRT1	CTNNB1	0.471984929189913
FOXL2	SOX9	0.471792934738885
AMH	FGF9	0.4582511334737601
WT1pKTS	DMRT1	0.434713133237349
FOXL2	GATA4	0.420081946101999
FOXL2	FGF9	0.419372913156491
AMH	DMRT1	0.41426735278146
SOX9	NR0B1	0.4116500000090729
DKK1	SOX9	0.40066275117446704
FGF9	SOX9	0.392536169848791
PGD2	SOX9	0.38940146501401096
FOXL2	DKK1	0.38249257356616
FGF9	DKK1	0.375471218746688
DMRT1	FOXL2	0.3626799171977971
SOX9	SOX9	0.36130898262895
DKK1	FOXL2	0.346017708524508
DHH	SOX9	0.334707118802606
NR5A1	AMH	0.312067959029043
FGF9	CTNNB1	0.289565182519585
AMH	SOX9	0.271632081954383
PGD2	DKK1	0.26967913496778
FOXL2	DMRT1	0.257519117018107
SOX9	FGF9	0.252836544362188
AMH	CTNNB1	0.250509437782017
SOX9	DKK1	0.239497763659722
DKK1	AMH	0.22314251356804105
FGF9	DMRT1	0.214646037622525
SOX9	NR5A1	0.19641550905272895
SOX9	FOXL2	0.189831039015522
PGD2	CTNNB1	0.18376579039267604
FGF9	FOXL2	0.176446976152279
DKK1	CTNNB1	0.17455143649641194
PGD2	FOXL2	0.163535006685558
CTNNB1	PGD2	0.152006953394556
DHH	DKK1	0.14704014373774998
AMH	FOXL2	0.132576995163501
DMRT1	AMH	0.130783953513884
DHH	FOXL2	0.129312278621653
FOXL2	WT1mKTS	0.12505936011153
FOXL2	DHH	0.0614002751686076
