Gene1	Gene2	EdgeWeight
CTNNB1	CBX2	4.51490923567428
RSPO1	WNT4	4.46494948546923
WNT4	NR5A1	4.33575488115426
FGF9	CBX2	4.29381182725017
PGD2	CBX2	4.2338571724170695
DKK1	WT1mKTS	4.197109395585221
UGR	NR5A1	4.14606544995113
DMRT1	WT1mKTS	4.10047334435864
UGR	WT1pKTS	3.96502323141207
CBX2	NR0B1	3.92720040593383
WT1pKTS	SRY	3.9163614743427098
CBX2	SOX9	3.9054247624294196
SRY	SRY	3.8889371870218903
WT1mKTS	DHH	3.8744933144419997
WT1pKTS	WT1pKTS	3.8540022676165497
GATA4	DHH	3.84198186606677
DKK1	SRY	3.8111697025127405
CBX2	PGD2	3.74853778324261
WNT4	FGF9	3.6573930140004998
UGR	SOX9	3.6331022313336496
SRY	GATA4	3.6007689520599104
DHH	CBX2	3.5604125668104905
DKK1	NR5A1	3.5144278710851298
WNT4	WT1mKTS	3.5053535802232796
WT1mKTS	NR5A1	3.41996315748825
GATA4	WT1mKTS	3.41875086576972
DMRT1	DHH	3.3550610508772003
DKK1	DHH	3.31238564083713
PGD2	GATA4	3.2506799315968595
NR5A1	GATA4	3.18945627057675
NR0B1	SOX9	3.1874405629007594
RSPO1	PGD2	3.12696935647516
DMRT1	NR5A1	3.0949352406677204
WT1pKTS	DHH	3.06908233530975
GATA4	NR5A1	3.06900699341645
CBX2	NR5A1	3.0108797467234902
NR0B1	WT1pKTS	2.97940283049007
WT1pKTS	NR5A1	2.9628728854872204
SOX9	WT1mKTS	2.92999975730324
AMH	GATA4	2.9295910488722496
FGF9	GATA4	2.91053455310667
NR5A1	SOX9	2.90409206442752
NR5A1	WNT4	2.87697701163222
NR5A1	RSPO1	2.81696223063115
NR5A1	NR5A1	2.7753267488238103
RSPO1	AMH	2.74237969839095
WT1mKTS	SOX9	2.6675978859710603
PGD2	PGD2	2.6441471627135096
NR0B1	RSPO1	2.64054264053494
WT1pKTS	WT1mKTS	2.64022827680538
AMH	RSPO1	2.58790584694137
CBX2	WT1mKTS	2.58484905927431
AMH	DHH	2.55850919757242
NR0B1	SRY	2.5396413170851497
PGD2	RSPO1	2.53502212370473
SRY	WNT4	2.52747026027358
DHH	GATA4	2.5263659478198397
CBX2	CTNNB1	2.5147210401216604
FGF9	WT1mKTS	2.47235267118466
NR5A1	NR0B1	2.44564676025165
UGR	FGF9	2.40166331515863
RSPO1	NR0B1	2.38793604236252
NR5A1	PGD2	2.3804638168852597
SRY	SOX9	2.2627783144889597
WT1mKTS	WT1pKTS	2.26136543328058
PGD2	DHH	2.250013575169
WT1pKTS	SOX9	2.24647100837004
CTNNB1	GATA4	2.2156081846355895
NR0B1	AMH	2.17858234440848
RSPO1	SOX9	2.164997271816
DHH	WT1mKTS	2.14837393286955
DKK1	WT1pKTS	2.12663006016973
CBX2	WT1pKTS	2.11896863429814
CBX2	AMH	2.09534285062988
FGF9	PGD2	2.09197728929262
FGF9	DHH	2.0519847002511997
PGD2	SRY	2.03726311487662
DHH	RSPO1	2.03686650460326
UGR	AMH	2.0259757463853
FGF9	RSPO1	2.02502386013769
WNT4	DMRT1	2.02271953369242
FGF9	NR5A1	2.0013854754359297
WT1pKTS	AMH	1.97734841638433
DMRT1	WT1pKTS	1.94234138032937
NR0B1	WT1mKTS	1.9212832789645902
GATA4	AMH	1.90333526376021
DHH	NR0B1	1.88400467478152
RSPO1	CTNNB1	1.8794905718192199
AMH	PGD2	1.8535050800516
PGD2	WT1mKTS	1.8354464119459901
GATA4	WT1pKTS	1.8296084339153502
CTNNB1	CTNNB1	1.8186978148662
DHH	PGD2	1.81336935793758
GATA4	SOX9	1.8111358075221398
FGF9	NR0B1	1.80413743405633
AMH	NR0B1	1.80318822171641
WT1mKTS	AMH	1.76391077788883
NR5A1	CTNNB1	1.7390891152983998
RSPO1	CBX2	1.6999053105908601
DHH	NR5A1	1.68517667517561
SOX9	CBX2	1.6667178363427901
NR0B1	PGD2	1.6351953311860201
SOX9	WNT4	1.61902976030588
NR0B1	FGF9	1.61818576361835
FGF9	SRY	1.61771186149156
PGD2	NR5A1	1.60450718585058
DHH	WT1pKTS	1.5812572129091
DHH	SRY	1.5694827227597499
CBX2	FGF9	1.56575396280938
SOX9	DMRT1	1.5582607130871697
PGD2	NR0B1	1.5558741534693799
WT1pKTS	FGF9	1.5365515282902802
CTNNB1	WNT4	1.46612656570676
AMH	SRY	1.4592030231833202
WT1mKTS	FGF9	1.44408160428328
GATA4	FGF9	1.42777215800769
CTNNB1	SOX9	1.4241498469575602
DKK1	FGF9	1.41268828883427
FGF9	WT1pKTS	1.40342637081817
UGR	DKK1	1.36950186402803
FGF9	FGF9	1.3524972372486699
AMH	NR5A1	1.33407170228008
DHH	DHH	1.3284180514368
CTNNB1	SRY	1.28808674472297
NR0B1	DMRT1	1.24015242997396
AMH	WT1mKTS	1.2321169740550701
NR5A1	WT1pKTS	1.2213479560973999
PGD2	WT1pKTS	1.18858195089436
SRY	WT1mKTS	1.1831261520834098
RSPO1	FGF9	1.18003530138129
WNT4	CTNNB1	1.1432965825886299
SOX9	AMH	1.14316412829293
UGR	CTNNB1	1.14001781686648
SRY	RSPO1	1.1351281662076
DKK1	DMRT1	1.12747991917576
RSPO1	DHH	1.09337103035859
SOX9	GATA4	1.0876347311721501
AMH	WT1pKTS	1.07657386229808
FGF9	AMH	1.07327342501529
WT1mKTS	CTNNB1	1.05579907050972
CTNNB1	DHH	1.05372769659914
RSPO1	NR5A1	1.0524369454131601
SOX9	WT1pKTS	1.05163586752031
DHH	AMH	1.0447820051454801
RSPO1	GATA4	1.03102469468771
GATA4	DKK1	1.02751583972873
NR5A1	DHH	1.0024782685731999
CTNNB1	WT1pKTS	0.995083874325529
SRY	WT1pKTS	0.9337593711083509
SOX9	SRY	0.928598094452279
PGD2	AMH	0.927170845564765
CTNNB1	AMH	0.8781940319450341
WNT4	AMH	0.8737302456661139
DMRT1	SOX9	0.8559075287897528
DMRT1	FGF9	0.8494482610239521
SRY	DMRT1	0.8394950459664671
WT1mKTS	DKK1	0.831825942713266
UGR	DMRT1	0.80371574500734
WT1pKTS	DKK1	0.783203201011823
SRY	CTNNB1	0.7791904189448969
SRY	DHH	0.7772049942483091
RSPO1	DMRT1	0.7706379190300908
SOX9	RSPO1	0.7657183506814229
WT1pKTS	CTNNB1	0.75460462584764
CTNNB1	NR0B1	0.7420531900564301
NR0B1	DKK1	0.7390010567674109
SOX9	PGD2	0.7220655833426279
SOX9	DHH	0.7124531565716049
DMRT1	DKK1	0.709524710296847
SRY	NR0B1	0.706362671016638
UGR	FOXL2	0.6980008787323261
WNT4	DKK1	0.659321353207598
CTNNB1	FGF9	0.6584194195409829
WT1mKTS	FOXL2	0.6154676727313659
PGD2	DMRT1	0.589161595157641
AMH	DKK1	0.588481848529863
DHH	FGF9	0.5823358793175699
GATA4	FOXL2	0.5760142386633461
CBX2	FOXL2	0.5718160971344111
NR0B1	DHH	0.571457295208417
DHH	CTNNB1	0.5645826996387521
CTNNB1	WT1mKTS	0.557407015149616
CTNNB1	NR5A1	0.548422530996035
DMRT1	DMRT1	0.547935366097009
PGD2	FGF9	0.5454130457994449
SRY	PGD2	0.5386310097129999
RSPO1	DKK1	0.522747127033181
DHH	DMRT1	0.5125101551773661
RSPO1	SRY	0.5064957786930471
WT1pKTS	FOXL2	0.50641840423167
AMH	AMH	0.49842093937213205
SOX9	UGR	0.48245774116156803
SRY	NR5A1	0.476120938267528
SOX9	CTNNB1	0.4758480981058689
DMRT1	CTNNB1	0.47198492918991297
AMH	FGF9	0.45825113347376006
DKK1	DKK1	0.448670959468071
NR0B1	CTNNB1	0.447515103641209
NR0B1	NR5A1	0.442750224178851
CBX2	DKK1	0.428616984989356
AMH	DMRT1	0.41426735278146
SOX9	NR0B1	0.41165000000907304
DKK1	SOX9	0.40066275117446704
WNT4	FOXL2	0.393843472301359
FGF9	SOX9	0.392536169848791
PGD2	SOX9	0.38940146501401096
FGF9	DKK1	0.375471218746688
SRY	DKK1	0.37072676417675005
DMRT1	FOXL2	0.3626799171977971
FOXL2	UGR	0.35802550155897
DKK1	FOXL2	0.346017708524508
DHH	SOX9	0.334707118802606
SOX9	SOX9	0.32675146768689894
CTNNB1	DKK1	0.325441500838774
RSPO1	FOXL2	0.320981502798051
NR5A1	AMH	0.312067959029043
FGF9	CTNNB1	0.289565182519585
CTNNB1	DMRT1	0.28332282352262
AMH	SOX9	0.271632081954383
PGD2	DKK1	0.26967913496778
SOX9	FGF9	0.252836544362188
GATA4	DMRT1	0.252241136527028
AMH	CTNNB1	0.250509437782017
SRY	AMH	0.245849039790968
SRY	FGF9	0.23314316398615603
NR5A1	DKK1	0.22534799512267
DKK1	AMH	0.22314251356804102
WT1pKTS	DMRT1	0.199763062892275
SOX9	NR5A1	0.192082843798548
SOX9	FOXL2	0.189831039015522
CBX2	DMRT1	0.18877961881077
FOXL2	CBX2	0.187990139465096
WT1mKTS	DMRT1	0.18776845998522798
GATA4	CTNNB1	0.18601617191691297
FGF9	DMRT1	0.17689144604861398
FGF9	FOXL2	0.176446976152279
FOXL2	WNT4	0.167620075050016
SOX9	DKK1	0.167276925056776
PGD2	FOXL2	0.163535006685558
RSPO1	UGR	0.160330729502817
DHH	DKK1	0.14704014373774998
DHH	FOXL2	0.129312278621653
AMH	FOXL2	0.119211343641987
FOXL2	GATA4	0.11121811982907401
SRY	FOXL2	0.109564243649019
FOXL2	RSPO1	0.106554282018562
NR0B1	FOXL2	0.10017064864444
NR5A1	SRY	0.0967484098625236
FOXL2	NR0B1	0.0942132798235591
FOXL2	PGD2	0.0910655798727633
NR5A1	FOXL2	0.0896768776978473
FOXL2	WT1mKTS	0.0805461166593394
NR5A1	DMRT1	0.0600851801685248
DKK1	CTNNB1	0.055621783783402
FOXL2	NR5A1	0.0539768878475304
FOXL2	AMH	0.052006769591697
RSPO1	WT1pKTS	0.0500844287901507
FOXL2	SRY	0.0500710102614757
NR5A1	FGF9	0.0453611286251513
FOXL2	SOX9	0.0413695612794414
CTNNB1	RSPO1	0.0392993659519322
DMRT1	AMH	0.0346337341663012
CTNNB1	PGD2	0.034261063455221
FOXL2	CTNNB1	0.0314831979178218
FOXL2	DKK1	0.0266594733176469
FOXL2	DHH	0.0258930649971617
PGD2	CTNNB1	0.0255143887610579
FOXL2	WT1pKTS	0.0215422402085777
FOXL2	FGF9	0.018214825477825
CTNNB1	FOXL2	0.0161356918225068
FOXL2	FOXL2	0.00512275987286319
FOXL2	DMRT1	0.00122879559952109
