"","DB","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"11","REACTOME","Formation of ATP by chemiosmotic coupling Homo sapiens R-HSA-163210",7.90348266963838e-06,0.000868351921399036,0.665220255462433,2.79383065602155,1,16,"ATP5D;ATP5G2;ATP5L;ATP5G3;ATP5G1;ATP5O;ATP5J;ATP5H;ATP5B;ATP5J2;ATP5C1;ATP5A1;ATP5F1;ATP5E"
"12","REACTOME","Eukaryotic Translation Elongation Homo sapiens R-HSA-156842",2.92190905850246e-06,0.000868351921399036,0.954139583239765,2.76031023364636,0,7,"EEF1A1;EEF2;EEF1B2;UBA52;EEF1D;FAU"
"13","REACTOME","SCF(Skp2)-mediated degradation of p27/p21 Homo sapiens R-HSA-187577",1.00019003610686e-05,0.000868351921399036,0.421509430492742,2.73932692983275,0,53,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;CDKN1A;PSMB3;PSMD9;SKP1;CKS1B;PSMA3;CCND1;PSMC3;PSMB1;CCNA2;CDK4;PSMC5;PSMB2;PSMA4;PSMD8;PSMD2;PSMB7;PSMC4;PSMC2;PSMD14;PSMD11;PSMB9;PSMD7;PSMC1;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"14","REACTOME","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins Homo sapiens R-HSA-176814",1.42255604870832e-05,0.000868351921399036,0.383524645936704,2.68612755251905,0,69,"PSME2;PSMA7;UBC;ANAPC11;PSMB6;PSMB8;UBB;PSMB5;UBA52;PTTG1;PSMB3;PSMD9;PSMA3;PSMC3;PSMB1;CDC20;CCNA2;ANAPC15;CCNB1;UBE2C;PSMC5;PLK1;PSMB2;MAD2L1;BUB3;PSMA4;ANAPC16;PSMD8;PSMD2;PSMB7;CDK1;PSMC4;PSMC2;PSMD14;PSMD11;ANAPC7;PSMB9;PSMD7;CDC27;PSMC1;ANAPC5;PSME1;PSMA5;PSMA2;NEK2;PSMD12;PSMD1;PSMD4"
"15","REACTOME","APC/C:Cdc20 mediated degradation of mitotic proteins Homo sapiens R-HSA-176409",1.39240858837617e-05,0.000868351921399036,0.3791979532651,2.64490551474217,0,68,"PSME2;PSMA7;UBC;ANAPC11;PSMB6;PSMB8;UBB;PSMB5;UBA52;PTTG1;PSMB3;PSMD9;PSMA3;PSMC3;PSMB1;CDC20;CCNA2;ANAPC15;CCNB1;UBE2C;PSMC5;PSMB2;MAD2L1;BUB3;PSMA4;ANAPC16;PSMD8;PSMD2;PSMB7;CDK1;PSMC4;PSMC2;PSMD14;PSMD11;ANAPC7;PSMB9;PSMD7;CDC27;PSMC1;ANAPC5;PSME1;PSMA5;PSMA2;NEK2;PSMD12;PSMD1;PSMD4"
"16","REACTOME","The role of GTSE1 in G2/M progression after G2 checkpoint Homo sapiens R-HSA-8852276",1.06635955511479e-05,0.000868351921399036,0.389596072107568,2.57398757896583,0,56,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;CDKN1A;PSMB3;PSMD9;PSMA3;PSMC3;PSMB1;CCNB2;CCNB1;HSP90AA1;PSMC5;GTSE1;PLK1;PSMB2;PSMA4;PSMD8;PSMD2;PSMB7;CDK1;PSMC4;PSMC2;PSMD14;PSMD11;PSMB9;MAPRE1;PSMD7;PSMC1;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"17","REACTOME","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint Homo sapiens R-HSA-179419",1.33376013657704e-05,0.000868351921399036,0.369141434781057,2.55324085091205,0,66,"PSME2;PSMA7;UBC;ANAPC11;PSMB6;PSMB8;UBB;PSMB5;UBA52;PSMB3;PSMD9;PSMA3;PSMC3;PSMB1;CDC20;CCNA2;ANAPC15;UBE2C;PSMC5;PSMB2;MAD2L1;BUB3;PSMA4;ANAPC16;PSMD8;PSMD2;PSMB7;CDK1;PSMC4;PSMC2;PSMD14;PSMD11;ANAPC7;PSMB9;PSMD7;CDC27;PSMC1;ANAPC5;PSME1;PSMA5;PSMA2;NEK2;PSMD12;PSMD1;PSMD4"
"18","REACTOME","Cdc20:Phospho-APC/C mediated degradation of Cyclin A Homo sapiens R-HSA-174184",1.304495290772e-05,0.000868351921399036,0.365470375749803,2.51742419382791,0,65,"PSME2;PSMA7;UBC;ANAPC11;PSMB6;PSMB8;UBB;PSMB5;UBA52;PSMB3;PSMD9;PSMA3;PSMC3;PSMB1;CDC20;CCNA2;ANAPC15;UBE2C;PSMC5;PSMB2;MAD2L1;BUB3;PSMA4;ANAPC16;PSMD8;PSMD2;PSMB7;CDK1;PSMC4;PSMC2;PSMD14;PSMD11;ANAPC7;PSMB9;PSMD7;CDC27;PSMC1;ANAPC5;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"19","REACTOME","Cyclin E associated events during G1/S transition Homo sapiens R-HSA-69202",1.19605779351258e-05,0.000868351921399036,0.371811751601,2.51610905679617,0,61,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;CDKN1A;PSMB3;PSMD9;SKP1;CKS1B;PSMA3;MYC;CCND1;PSMC3;PSMB1;CCNA2;CDK4;PSMC5;PSMB2;PSMA4;PSMD8;PSMD2;PSMB7;PSMC4;PSMC2;CCNH;PSMD14;PSMD11;PKMYT1;PSMB9;PSMD7;PSMC1;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"20","REACTOME","Endosomal/Vacuolar pathway Homo sapiens R-HSA-1236977",1.16876362340099e-05,0.000868351921399036,0.8690342028988,2.51410175805218,3,7,"HLA-B;B2M;HLA-A;HLA-E;HLA-C"
"21","REACTOME","Cyclin A:Cdk2-associated events at S phase entry Homo sapiens R-HSA-69656",1.22131437853418e-05,0.000868351921399036,0.363505284835774,2.4711500678089,0,62,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;CDKN1A;PSMB3;PSMD9;SKP1;CKS1B;PSMA3;MYC;CCND1;PSMC3;PSMB1;CCNA2;CDK4;PSMC5;PSMB2;PSMA4;PSMD8;PSMD2;PSMB7;PSMC4;PSMC2;CCNH;PSMD14;PSMD11;PSMB9;CDC25B;PSMD7;PSMC1;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"22","REACTOME","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1 Homo sapiens R-HSA-174178",1.363698349925e-05,0.000868351921399036,0.353048181546015,2.45226656603384,0,67,"PSME2;PSMA7;UBC;ANAPC11;PSMB6;PSMB8;UBB;PSMB5;UBA52;PTTG1;PSMB3;PSMD9;PSMA3;PSMC3;PSMB1;CDC20;ANAPC15;UBE2C;PSMC5;PLK1;PSMB2;AURKA;PSMA4;ANAPC16;AURKB;PSMD8;PSMD2;PSMB7;PSMC4;PSMC2;PSMD14;PSMD11;ANAPC7;PSMB9;PSMD7;CDC27;PSMC1;ANAPC5;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"23","REACTOME","APC/C:Cdc20 mediated degradation of Securin Homo sapiens R-HSA-174154",1.22131437853418e-05,0.000868351921399036,0.351942224311817,2.39254307366089,0,62,"PSME2;PSMA7;UBC;ANAPC11;PSMB6;PSMB8;UBB;PSMB5;UBA52;PTTG1;PSMB3;PSMD9;PSMA3;PSMC3;PSMB1;CDC20;ANAPC15;UBE2C;PSMC5;PSMB2;PSMA4;ANAPC16;PSMD8;PSMD2;PSMB7;PSMC4;PSMC2;PSMD14;PSMD11;ANAPC7;PSMB9;PSMD7;CDC27;PSMC1;ANAPC5;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"24","REACTOME","Autodegradation of Cdh1 by Cdh1:APC/C Homo sapiens R-HSA-174084",1.16909839132061e-05,0.000868351921399036,0.352773781480361,2.37664256724067,0,60,"PSME2;PSMA7;UBC;ANAPC11;PSMB6;PSMB8;UBB;PSMB5;UBA52;PSMB3;PSMD9;PSMA3;PSMC3;PSMB1;ANAPC15;UBE2C;PSMC5;PSMB2;PSMA4;ANAPC16;PSMD8;PSMD2;PSMB7;PSMC4;PSMC2;PSMD14;PSMD11;ANAPC7;PSMB9;PSMD7;CDC27;PSMC1;ANAPC5;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"25","REACTOME","Regulation of APC/C activators between G1/S and early anaphase Homo sapiens R-HSA-176408",1.51696727901579e-05,0.000888942825503254,0.363129332455305,2.5717334088426,0,72,"PSME2;PSMA7;UBC;ANAPC11;PSMB6;PSMB8;UBB;PSMB5;UBA52;PSMB3;PSMD9;SKP1;PSMA3;PSMC3;PSMB1;CDC20;CCNA2;ANAPC15;CCNB1;UBE2C;PSMC5;PLK1;PSMB2;MAD2L1;BUB3;PSMA4;ANAPC16;PSMD8;PSMD2;PSMB7;CDK1;PSMC4;PSMC2;PSMD14;PSMD11;ANAPC7;PSMB9;PSMD7;CDC27;PSMC1;ANAPC5;PSME1;FBXO5;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"26","REACTOME","APC/C-mediated degradation of cell cycle proteins Homo sapiens R-HSA-174143",1.68557317915957e-05,0.000914579521284731,0.374190593114929,2.69642859035541,0,77,"PSME2;PSMA7;UBC;ANAPC11;PSMB6;PSMB8;UBB;PSMB5;UBA52;PTTG1;PSMB3;PSMD9;SKP1;PSMA3;PSMC3;PSMB1;CDC20;CCNA2;ANAPC15;CCNB1;UBE2C;PSMC5;PLK1;PSMB2;AURKA;MAD2L1;BUB3;PSMA4;ANAPC16;AURKB;PSMD8;PSMD2;PSMB7;CDK1;PSMC4;PSMC2;PSMD14;PSMD11;ANAPC7;PSMB9;PSMD7;CDC27;PSMC1;ANAPC5;PSME1;FBXO5;PSMA5;PSMA2;NEK2;PSMD12;PSMD1;PSMD4"
"27","REACTOME","Regulation of mitotic cell cycle Homo sapiens R-HSA-453276",1.68557317915957e-05,0.000914579521284731,0.374190593114929,2.69642859035541,0,77,"PSME2;PSMA7;UBC;ANAPC11;PSMB6;PSMB8;UBB;PSMB5;UBA52;PTTG1;PSMB3;PSMD9;SKP1;PSMA3;PSMC3;PSMB1;CDC20;CCNA2;ANAPC15;CCNB1;UBE2C;PSMC5;PLK1;PSMB2;AURKA;MAD2L1;BUB3;PSMA4;ANAPC16;AURKB;PSMD8;PSMD2;PSMB7;CDK1;PSMC4;PSMC2;PSMD14;PSMD11;ANAPC7;PSMB9;PSMD7;CDC27;PSMC1;ANAPC5;PSME1;FBXO5;PSMA5;PSMA2;NEK2;PSMD12;PSMD1;PSMD4"
"28","REACTOME","AUF1 (hnRNP D0) binds and destabilizes mRNA Homo sapiens R-HSA-450408",1.91323480174104e-05,0.000934296328183543,0.389892082191169,2.50576034068367,1,51,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;HSPB1;PSMB3;PSMD9;HSPA8;PABPC1;PSMA3;PSMC3;PSMB1;PSMC5;PSMB2;PSMA4;PSMD8;PSMD2;PSMB7;HNRNPD;PSMC4;PSMC2;PSMD14;PSMD11;PSMB9;PSMD7;PSMC1;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"29","REACTOME","Response to elevated platelet cytosolic Ca2+ Homo sapiens R-HSA-76005",1.91323480174104e-05,0.000934296328183543,0.389684860316671,2.50442856612718,1,51,"FN1;THBS1;SPARC;TIMP1;CFL1;PFN1;CD63;ALDOA;PPIA;CALU;TMSB4X;ISLR;SOD1;TGFB1;PSAP;SERPING1;HSPA5;APLP2;CAP1;CALM1;TIMP3;WDR1;VEGFC;LGALS3BP;CDC37L1;ACTN4;GAS6;FAM3C;SERPINE1;CLU;A1BG;ECM1;FLNA"
"30","REACTOME","SCF-beta-TrCP mediated degradation of Emi1 Homo sapiens R-HSA-174113",1.87394005265772e-05,0.000934296328183543,0.38489105624455,2.45759179214571,1,50,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;PSMB3;PSMD9;SKP1;PSMA3;PSMC3;PSMB1;CDC20;PSMC5;PSMB2;PSMA4;PSMD8;PSMD2;PSMB7;PSMC4;PSMC2;PSMD14;PSMD11;PSMB9;PSMD7;PSMC1;PSME1;FBXO5;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"31","REACTOME","Respiratory electron transport Homo sapiens R-HSA-611105",2.0271229044617e-05,0.000957979050011738,0.339272295113773,2.51176261205327,0,86,"NDUFA4;COX6A1;NDUFB11;NDUFB10;UQCRQ;COX8A;COX4I1;NDUFA11;UQCRH;NDUFB8;NDUFAF3;NDUFA13;ETFB;NDUFS5;NDUFS8;NDUFB2;COX5A;NDUFS6;COX5B;UQCR11;COX7A2L;NDUFB9;SCO2;NDUFA6;NDUFB7;UQCRB;NDUFC2;NDUFAF2;CYC1;NDUFAB1;UQCRFS1;COX6C;COX19;NDUFA8;NDUFB6;SDHD;NDUFS7;SDHC;NDUFS4;NDUFA12;NDUFAF4;COX14;CYCS;UQCRC1;COX6B1;NDUFV2;UQCR10"
"32","REACTOME","G1/S Transition Homo sapiens R-HSA-69206",2.29906198271105e-05,0.00103241986295948,0.326231590293433,2.45506528444534,0,92,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;CDKN1A;PSMB3;PSMD9;SKP1;CKS1B;PSMA3;TYMS;TFDP1;RPA3;MYC;CCND1;PSMC3;PSMB1;CCNA2;CDK4;CCNB1;PSMC5;PSMB2;PSMA4;ORC6;PSMD8;PSMD2;PSMB7;RRM2;CDK1;DBF4;PSMC4;PSMC2;CCNH;PCNA;PSMD14;PSMD11;PKMYT1;RPA1;DHFR;PSMB9;PSMD7;MCM7;PSMC1;MCM5;PSME1;POLA2;FBXO5;PSMA5;PSMA2;PSMD12;RPA2;MCM8;PSMD1;PPP2CA;PSMD4;CDT1;PSMA1;MCM4;CDK2;PPP2CB;PPP2R1A"
"33","REACTOME","Peptide chain elongation Homo sapiens R-HSA-156902",2.32558740461862e-05,0.00103241986295948,0.960596786534047,2.13290072521845,8,4,"EEF1A1;EEF2;UBA52;FAU"
"34","REACTOME","Interferon Signaling Homo sapiens R-HSA-913531",2.70109664523797e-05,0.00110745236064999,0.38893606765137,2.98276747296207,0,100,"GBP1;EGR1;ISG15;HLA-B;IFI6;B2M;HLA-A;IFITM3;SOCS1;HLA-E;HLA-C;STAT1;TRIM38;GBP3;IFITM1;MT2A;IFI27;STAT2;XAF1;IFI35;TRIM25;SAMHD1;SOCS3;PML;UBC;ADAR;TRIM22;PSMB8;UBB;UBA52;SP100;TRIM5;IRF2;SUMO1;PIN1"
"35","REACTOME","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. Homo sapiens R-HSA-163200",2.8725726760887e-05,0.00110745236064999,0.380158890540846,2.93363333618608,0,103,"NDUFA4;COX6A1;NDUFB11;NDUFB10;UQCRQ;COX8A;ATP5D;COX4I1;NDUFA11;UQCRH;ATP5G2;NDUFB8;NDUFAF3;NDUFA13;ATP5L;ETFB;NDUFS5;NDUFS8;NDUFB2;COX5A;ATP5G3;NDUFS6;ATP5G1;COX5B;UQCR11;COX7A2L;NDUFB9;SCO2;ATP5O;ATP5J;ATP5H;NDUFA6;NDUFB7;UQCRB;NDUFC2;NDUFAF2;CYC1;NDUFAB1;UQCRFS1;COX6C;COX19;NDUFA8;NDUFB6;SDHD;ATP5B;NDUFS7;ATP5J2;SDHC;NDUFS4;ATP5C1;NDUFA12;ATP5A1;NDUFAF4;ATP5F1;ATP5E;COX14;CYCS;UQCRC1;COX6B1;NDUFV2;UQCR10"
"36","REACTOME","Vif-mediated degradation of APOBEC3G Homo sapiens R-HSA-180585",2.81091007898657e-05,0.00110745236064999,0.38322661294416,2.4469640518354,2,50,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;PSMB3;PSMD9;TCEB2;APOBEC3G;PSMA3;PSMC3;PSMB1;PSMC5;PSMB2;TCEB1;PSMA4;RBX1;PSMD8;PSMD2;PSMB7;PSMC4;PSMC2;PSMD14;PSMD11;PSMB9;PSMD7;PSMC1;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"37","REACTOME","Hh mutants that don't undergo autocatalytic processing are degraded by ERAD Homo sapiens R-HSA-5362768",2.86985220261157e-05,0.00110745236064999,0.370086683001281,2.3784749043072,2,51,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;PSMB3;PSMD9;PSMA3;PSMC3;PSMB1;PSMC5;PSMB2;ERLEC1;PSMA4;PSMD8;PSMD2;PSMB7;PSMC4;PSMC2;PSMD14;PSMD11;DERL2;VCP;PSMB9;PSMD7;PSMC1;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4;OS9;PSMA1"
"38","REACTOME","Hh mutants abrogate ligand secretion Homo sapiens R-HSA-5387390",2.86985220261157e-05,0.00110745236064999,0.370086683001281,2.3784749043072,2,51,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;PSMB3;PSMD9;PSMA3;PSMC3;PSMB1;PSMC5;PSMB2;ERLEC1;PSMA4;PSMD8;PSMD2;PSMB7;PSMC4;PSMC2;PSMD14;PSMD11;DERL2;VCP;PSMB9;PSMD7;PSMC1;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4;OS9;PSMA1"
"39","REACTOME","Mitotic G1-G1/S phases Homo sapiens R-HSA-453279",3.04812997226202e-05,0.00111637760234096,0.316513148021059,2.46000706746802,0,106,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;CDKN1A;PSMB3;PSMD9;SKP1;CKS1B;PSMA3;TYMS;TFDP1;RPA3;MYC;CCND1;PSMC3;PSMB1;CCNA2;CDK4;CCNB1;TOP2A;PSMC5;PSMB2;PSMA4;ORC6;E2F4;PSMD8;PSMD2;PSMB7;CDKN2D;RRM2;CDK1;DBF4;CDKN2C;PSMC4;PSMC2;CCNH;PCNA;PSMD14;PSMD11;PKMYT1;PPP2R2A;RPA1;DHFR;PSMB9;PSMD7;MCM7;PSMC1;MYBL2;MCM5;PSME1;POLA2;FBXO5;PSMA5;PSMA2;PSMD12;RPA2;MCM8;PSMD1;PPP2CA;PSMD4;CDT1;CCND3;PSMA1;MCM4;CDK2;PPP2CB;PPP2R1A;MCM3;E2F3"
"40","REACTOME","Host Interactions of HIV factors Homo sapiens R-HSA-162909",3.04812997226202e-05,0.00111637760234096,0.267957317006607,2.08262088869737,0,106,"B2M;HLA-A;PSME2;PSMA7;UBC;BANF1;AP2S1;RAN;PPIA;PSMB6;RANBP1;PSMB8;SLC25A6;UBB;PSMB5;UBA52;RCC1;RAC1;SLC25A5;NPM1;PSMB3;PSMD9;TCEB2;AP2M1;SKP1;APOBEC3G;PSMA3;HMGA1;PSMC3;PSMB1;PSMC5;PSMB2;TCEB1;AP1S1;PSMA4;RBX1;AP1S2;PSMD8;PSMD2;PSMB7;NUP50;PSMC4;PSIP1;PAK2;PSMC2;NUPL2;NUP153;ARF1;XPO1;PSMD14;PSMD11;PSMB9;PSMD7;PSMC1;PSME1;KPNB1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"41","REACTOME","Ubiquitin-dependent degradation of Cyclin D1 Homo sapiens R-HSA-69229",3.50723366944323e-05,0.00122335650612722,0.39782414935917,2.48886569369963,3,47,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;PSMB3;PSMD9;PSMA3;CCND1;PSMC3;PSMB1;CDK4;PSMC5;PSMB2;PSMA4;PSMD8;PSMD2;PSMB7;PSMC4;PSMC2;PSMD14;PSMD11;PSMB9;PSMD7;PSMC1;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"42","REACTOME","Ubiquitin-dependent degradation of Cyclin D Homo sapiens R-HSA-75815",3.50723366944323e-05,0.00122335650612722,0.39782414935917,2.48886569369963,3,47,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;PSMB3;PSMD9;PSMA3;CCND1;PSMC3;PSMB1;CDK4;PSMC5;PSMB2;PSMA4;PSMD8;PSMD2;PSMB7;PSMC4;PSMC2;PSMD14;PSMD11;PSMB9;PSMD7;PSMC1;PSME1;PSMA5;PSMA2;PSMD12;PSMD1;PSMD4"
"43","REACTOME","DNA Replication Homo sapiens R-HSA-69306",3.81475547417411e-05,0.00129967831852676,0.306103901012405,2.24785415800517,1,83,"PSME2;PSMA7;UBC;PSMB6;PSMB8;UBB;PSMB5;UBA52;CDKN1A;POLD2;PSMB3;PSMD9;PSMA3;RPA3;PSMC3;PSMB1;CCNA2;PSMC5;PSMB2;PSMA4;ORC6;PSMD8;PSMD2;PSMB7;DBF4;GINS2;PSMC4;PSMC2;RFC2;PCNA;PSMD14;PSMD11;GMNN;RPA1;PSMB9;PSMD7;MCM7;PSMC1;MCM5;PSME1;POLA2;PSMA5;PSMA2;PSMD12;RPA2;MCM8;PSMD1;PSMD4;POLD3;CDT1;PSMA1;FEN1;MCM4;CDK2;MCM3;E2F3;RFC4;RFC5;PSMC6;FZR1;LIG1;PSMD6;PRIM2"
"44","BIOPLANET","Interferon alpha/beta signaling",5.47774119863933e-06,0.00133109111126936,0.704340681390371,3.69180145266863,0,28,"EGR1;ISG15;HLA-B;IFI6;HLA-A;IFITM3;SOCS1;HLA-E;HLA-C;STAT1;IFITM1;IFI27;STAT2;XAF1;IFI35;SOCS3;ADAR;PSMB8"
"45","BIOPLANET","Type II interferon signaling (interferon-gamma)",4.17958856130203e-06,0.00133109111126936,0.677374580875366,2.98183004454551,0,18,"GBP1;ISG15;HLA-B;IFI6;SOCS1;STAT1;TAP1;STAT2;SOCS3"
"46","BIOPLANET","Gastrin pathway",5.06562517413087e-06,0.00133109111126936,0.577736535238912,2.90048750053247,0,25,"JUN;IER3;FOS;KLF4;ITGB1;BIRC2;FOSL1;NFKB1;TNC;CCND1;S100A6;SERPINB2;CTNNBIP1;HES1;CD44;LAMTOR3;SERPINE1"
"47","BIOPLANET","Chemiosmotic coupling formation of ATP",3.58438355771574e-06,0.00133109111126936,0.748797929579687,2.86909298588394,0,13,"ATP5D;ATP5L;ATP5G1;ATP5O;ATP5J;ATP5H;ATP5B;ATP5J2;ATP5C1;ATP5A1;ATP5F1;ATP5E"
"48","BIOPLANET","Proteasome complex",4.92887631477776e-06,0.00133109111126936,0.539746888198803,2.66730909236033,0,24,"PSMA7;PSMB6;PSMB5;PSMB3;PSMA3;PSMB1;UBE2A;PSMB2;RPN1;RPN2;PSMA4;PSMB7;PSMD14;PSMD11;PSMA5;PSMA2;PSMD12;PSMD4;PSMA1"
"49","BIOPLANET","Endosomal/vacuolar pathway",2.81298699837409e-06,0.00133109111126936,0.941182590088088,2.52960545782602,0,6,"HLA-B;B2M;HLA-A;HLA-E;HLA-C"
