"","DB","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"18","REACTOME","CDK-mediated phosphorylation and removal of Cdc6 Homo sapiens R-HSA-69017",5.99430540986063e-06,0.000178842402574248,0.530413935882423,3.43354917687025,0,45,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"19","REACTOME","p53-Independent DNA Damage Response Homo sapiens R-HSA-69610",5.99430540986063e-06,0.000178842402574248,0.530413935882423,3.43354917687025,0,45,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"20","REACTOME","p53-Independent G1/S DNA damage checkpoint Homo sapiens R-HSA-69613",5.99430540986063e-06,0.000178842402574248,0.530413935882423,3.43354917687025,0,45,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"21","REACTOME","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A Homo sapiens R-HSA-69601",5.99430540986063e-06,0.000178842402574248,0.530413935882423,3.43354917687025,0,45,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"22","REACTOME","GLI3 is processed to GLI3R by the proteasome Homo sapiens R-HSA-5610785",6.74959671159648e-06,0.000178842402574248,0.503856740394194,3.42274999411981,0,52,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;CSNK1A1;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;GSK3B;UBA52;PSMD10;RBX1;PSMC1;PRKACA;PSMD2;PSMB10;PSMD14"
"23","REACTOME","Degradation of GLI2 by the proteasome Homo sapiens R-HSA-5610783",6.74959671159648e-06,0.000178842402574248,0.503856740394194,3.42274999411981,0,52,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;CSNK1A1;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;GSK3B;UBA52;PSMD10;RBX1;PSMC1;PRKACA;PSMD2;PSMB10;PSMD14"
"24","REACTOME","Removal of licensing factors from origins Homo sapiens R-HSA-69300",7.33799540641488e-06,0.000178842402574248,0.486478589651926,3.40628714623162,0,57,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;GMNN;PSMB7;PSMC2;ORC6;PSMD13;MCM6;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;MCM7;MCM2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52"
"25","REACTOME","Autodegradation of the E3 ubiquitin ligase COP1 Homo sapiens R-HSA-349425",6.10262168627642e-06,0.000178842402574248,0.522130808019421,3.40453890257566,0,46,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"26","REACTOME","Hedgehog ligand biogenesis Homo sapiens R-HSA-5358346",6.98197254688395e-06,0.000178842402574248,0.493029697758274,3.39053681542164,0,54,"PSMB1;UBB;P4HB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;SEL1L;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;ERLEC1;PSMC1;OS9;PSMD2;SHH;PSMB10;PSMD14"
"27","REACTOME","Vpu mediated degradation of CD4 Homo sapiens R-HSA-180534",6.10262168627642e-06,0.000178842402574248,0.518689999182022,3.3821032076055,0,46,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"28","REACTOME","Cyclin E associated events during G1/S transition Homo sapiens R-HSA-69202",7.2156840107658e-06,0.000178842402574248,0.481815248533188,3.35359070405432,0,56,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;CCND1;CKS1B;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;CDK4;PSMC6;PSMD6;PSMD7;PSME2;PKMYT1;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;MAX"
"29","REACTOME","Cell junction organization Homo sapiens R-HSA-446728",5.79119275405963e-06,0.000178842402574248,0.525748296251491,3.35028744284254,0,43,"CLDN23;CDH1;CTNND1;CADM1;CLDN18;JUP;CTNNB1;CLDN7;CDH13;CLDN3;LAMC2;FERMT2;CRB3;ITGB1;VASP;LAMA3;RSU1;PLEC;PVRL3;MLLT4;CTNNA1;ITGA6;PRKCI;LIMS1;MPP5;PARD6B;ACTN1;F11R;CD151;FLNA;PVRL1;PARVA;PARD3;ILK;PVRL2"
"30","REACTOME","Cyclin A:Cdk2-associated events at S phase entry Homo sapiens R-HSA-69656",7.33799540641488e-06,0.000178842402574248,0.478237345527546,3.34858256369301,0,57,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;CCND1;CKS1B;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;CDC25B;CDK4;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;MAX"
"31","REACTOME","Switching of origins to a post-replicative state Homo sapiens R-HSA-69052",7.2156840107658e-06,0.000178842402574248,0.480264319406768,3.34279573333299,0,56,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ORC6;PSMD13;MCM6;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;MCM7;MCM2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52"
"32","REACTOME","Orc1 removal from chromatin Homo sapiens R-HSA-68949",7.2156840107658e-06,0.000178842402574248,0.480264319406768,3.34279573333299,0,56,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ORC6;PSMD13;MCM6;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;MCM7;MCM2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52"
"33","REACTOME","Regulation of activated PAK-2p34 by proteasome mediated degradation Homo sapiens R-HSA-211733",6.10262168627642e-06,0.000178842402574248,0.506315964548024,3.30141867099854,0,46,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"34","REACTOME","Regulation of Apoptosis Homo sapiens R-HSA-169911",6.10262168627642e-06,0.000178842402574248,0.506315964548024,3.30141867099854,0,46,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"35","REACTOME","Platelet degranulation Homo sapiens R-HSA-114608",6.10262168627642e-06,0.000178842402574248,0.505330369123758,3.29499212440796,0,46,"CLU;SEPP1;PPIA;THBS1;SPARC;TMSB4X;CD63;CD9;ALDOA;ACTN4;CD36;VEGFA;TIMP3;PSAP;TGFB2;HSPA5;PDGFA;APP;LAMP2;CALU;TGFB3;APLP2;CFL1;PFN1;GAS6;PHACTR2;CALM1;ACTN1;FLNA;ITGB3;TLN1;PDGFB"
"36","REACTOME","Stabilization of p53 Homo sapiens R-HSA-69541",6.31668045808567e-06,0.000178842402574248,0.497694447637852,3.29105260922934,0,48,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14;MDM2"
"37","REACTOME","G1/S DNA Damage Checkpoints Homo sapiens R-HSA-69615",6.65167821841451e-06,0.000178842402574248,0.485208162839355,3.27296100664239,0,51,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PCBP4;PSMC1;PSMD2;PSMB10;PSMD14;MDM2"
"38","REACTOME","p53-Dependent G1/S DNA damage checkpoint Homo sapiens R-HSA-69580",6.65167821841451e-06,0.000178842402574248,0.485208162839355,3.27296100664239,0,51,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PCBP4;PSMC1;PSMD2;PSMB10;PSMD14;MDM2"
"39","REACTOME","p53-Dependent G1 DNA Damage Response Homo sapiens R-HSA-69563",6.65167821841451e-06,0.000178842402574248,0.485208162839355,3.27296100664239,0,51,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PCBP4;PSMC1;PSMD2;PSMB10;PSMD14;MDM2"
"40","REACTOME","Cross-presentation of soluble exogenous antigens (endosomes) Homo sapiens R-HSA-1236978",5.69323700376323e-06,0.000178842402574248,0.515142613696963,3.2554062690704,0,42,"PSMB1;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"41","REACTOME","Degradation of GLI1 by the proteasome Homo sapiens R-HSA-5610780",6.74959671159648e-06,0.000178842402574248,0.478445835654383,3.25013113825073,0,52,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ITCH;PSMB8;PSMC5;UBA52;PSMD10;RBX1;PSMC1;PRKACA;PSMD2;PSMB10;PSMD14"
"42","REACTOME","SCF-beta-TrCP mediated degradation of Emi1 Homo sapiens R-HSA-174113",6.31668045808567e-06,0.000178842402574248,0.490269067154939,3.24195156353996,0,48,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"43","REACTOME","CDT1 association with the CDC6:ORC:origin complex Homo sapiens R-HSA-68827",6.53834083063082e-06,0.000178842402574248,0.482952547567095,3.23732385073671,0,50,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;GMNN;PSMB7;PSMC2;ORC6;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"44","REACTOME","Degradation of AXIN Homo sapiens R-HSA-4641257",6.4259505587364e-06,0.000178842402574248,0.483620892621662,3.21925608668588,0,49,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;TNKS2;PSMD14"
"45","REACTOME","Degradation of DVL Homo sapiens R-HSA-4641258",6.53834083063082e-06,0.000178842402574248,0.47671517986127,3.19551357487917,0,50,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;RBX1;PSMC1;PSMD2;PSMB10;PSMD14"
