"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"Apoptosis regulation",1.03106601915721e-05,0.000556635082668391,0.492542899851359,3.96610968958694,0,64,"UBA52;POMP;PSME2;PSMB8;PSMA3;PSMA4;PSMB3;PSMB6;PSMA2;PSMD1;PSMB2;PSMD12;PSME3;PSMB1;UBC;PSMD2;PSMC6;DAPK3;PSMC2;PSMA1;PSMC4;PSMA5;UBB;PSMC1;PAK2;CDKN1A;PSMB7;PSMB5;PSMC3;PSMB9;CCNE2;PSMA7;PSMC5;TP53;CASP3;PSME1;PSMF1;PSMD7;CHEK2;CDK2;PSMD14;PSMD8;CCNE1;PSMA6;CHEK1;PSMB4;CDC25A;MAGED1;PSMD5;PSMD13;PSMD3;PSMD11;PSMD4"
"Parkinson's disease",1.52390240928971e-05,0.000593920912673174,0.447101832967605,3.9587135158608,0,85,"UQCRB;NDUFS5;SLC25A5;COX6C;VDAC1;SLC25A6;NDUFB3;NDUFC2;NDUFS6;NDUFA4;COX7B;UQCR10;NDUFA8;VDAC2;UBE2L3;NDUFB8;UBE2L6;NDUFB6;CYCS;NDUFB4;SDHC;PARK7;NDUFS1;NDUFB2;COX7A2;NDUFAB1;COX6A1;NDUFB5;NDUFV2;SLC25A4;NDUFS8;COX5A;NDUFB9;UQCR11;NDUFA9;UBB;NDUFA6;SDHB;UQCRC2;UQCRC1;NDUFA5;UQCRFS1;SDHA;NDUFA1;VDAC3;PPID;UQCRH;UBE2G1;PINK1;CASP3"
"Respiratory electron transport, ATP biosynthesis by chemiosmotic coupling, and heat production by uncoupling proteins",1.07232856147123e-05,0.000556635082668391,0.484448171733516,3.94267252854193,0,66,"UQCRB;NDUFS5;COX6C;NDUFB3;NDUFC2;NDUFA13;NDUFS6;NDUFA4;COX7B;UQCR10;NDUFA8;NDUFB8;NDUFB6;NDUFA12;CYCS;ETFB;NDUFB4;SDHC;NDUFS1;NDUFB2;NDUFAB1;COX6A1;NDUFB5;NDUFV2;NDUFS8;COX5A;NDUFB9;UQCR11;NDUFA9;NDUFA6;SDHB;UQCRC2;UQCRC1;NDUFA11;NDUFA5;UQCRFS1;SDHA;NDUFA1;UCP2;UQCRH"
"Spliceosome",2.9576173434681e-05,0.00076846162906601,0.399695374653845,3.933906026743,0,122,"SRSF5;SNRPE;HNRNPA1;HSPA1A;LSM3;SNRPG;SRSF1;SNRPC;PRPF38B;SNRPD3;HSPA8;HSPA1B;U2SURP;DDX46;EFTUD2;DDX39B;RBM17;DDX5;BUD31;SNRPA1;PCBP1;ZMAT2;MAGOHB;SNRPD1;RBM8A;LSM2;SNRPF;PRPF31;EIF4A3;LSM5;PPIE;SRSF2;SF3B4;MAGOH;BCAS2;DHX15;THOC2;ALYREF;SF3B6;SNRPB;CWC15;SF3B2;SNRPB2;HNRNPA1L2;CRNKL1;HNRNPM;U2AF2;PPIL1;CTNNBL1;RBM25;SF3B5;HNRNPK;SRSF7;SLU7;HNRNPA3;SF3B3;SRSF3;PPIH;LSM4;TXNL4A;DDX42;SF3B1;HSPA2;THOC3;LSM7;PLRG1;PRPF3;SNRNP40;HNRNPU;USP39;SRSF6;ISY1;SRSF10;SRSF4;SNRNP70;LSM6;PHF5A;TRA2B;TCERG1;RBMX;SRSF9;PRPF6;PQBP1;TRA2A;HNRNPC;NCBP1;PUF60;PRPF40A;PRPF19;SF3A3;SF3A1;SNW1;SNRPA;SMNDC1;PRPF8;SNRPD2;ACIN1;LSM8;WBP11"
"Messenger RNA processing",9.47508053818457e-05,0.00189629652392586,0.353311573933729,3.9035385738227,0,192,"YBX1;SRSF5;POLR2F;SNRPE;HNRNPA1;PPM1G;CCAR1;SNRPG;POLR2K;SRSF1;CSTF3;GTF2F2;HNRNPA2B1;SNRPD3;SNRPN;EFTUD2;RBM17;SNRPA1;PCBP1;HNRNPF;CLK1;HNRNPR;SNRPD1;RBM8A;LSM2;NUDT21;METTL3;SNRPF;PABPN1;NUP88;SRSF2;SF3B4;CSTF1;PCF11;RAE1;MAGOH;RNPS1;SUGP1;DHX15;NXF1;PRPF4B;ALYREF;DDX20;PAPOLA;SF3B6;POLR2G;SNRPB;POLR2L;SF3B2;SRSF11;POLR2I;RBM39;NUP37;SNRPB2;ERCC3;HNRNPA0;HNRNPM;DDX1;UPF3B;U2AF2;HNRNPD;DNAJC8;NUP43;SFPQ;NONO;HNRNPUL1;NUP133;SF3B5;HNRNPK;SRSF7;POLR2J;HNRNPA3;SF3B3;SRSF3;NUP205;NUP85;RANBP2;TXNL4A;CSTF2;NUPL2;SRRM1;SF3B1;HNRNPAB;CPSF3;PTBP1;CCNH;NUP50;SRPK1;POLR2H;LSM10;LSM7;POLR2C;FUS;PRPF3;NUP153;NUP98;SNRNP40;EIF4E;HNRNPU;SLBP;PRMT1;NUP54;SRSF6;SRSF10;AAAS;TPR;NUP155;MNAT1;ERCC2;SRSF4;SNRNP70;PHF5A;CELF1;TRA2B;HNRNPL;RBMX;CLASRP;SMC1A;DICER1;SRSF9;ADAR;PRPF6;CLP1;TMED10;HNRNPC;SRP54;NCBP1;POLR2D;PRPF40A;SF3A3;SF3A1;SNRPA;CLK3;PRPF8;POLR2A;NUP107;NUP93;POLR2E;SNRPD2;DHX9;SREK1;XRN2;HNRNPH1;NUP62;HNRNPH2;CPSF4;RBM5;SUPT5H;SFSWAP"
"Messenger RNA splicing: major pathway",1.07232856147123e-05,0.000556635082668391,0.473283169097647,3.85180636010121,0,66,"YBX1;SRSF5;HNRNPA1;CCAR1;SRSF1;CSTF3;HNRNPA2B1;SNRPA1;PCBP1;HNRNPF;HNRNPR;RBM8A;NUDT21;PABPN1;SRSF2;CSTF1;PCF11;MAGOH;RNPS1;SUGP1;ALYREF;PAPOLA;SF3B6;SRSF11;SNRPB2;HNRNPA0;HNRNPM;UPF3B;U2AF2;HNRNPD;DNAJC8;HNRNPUL1;SF3B5;HNRNPK;SRSF7;HNRNPA3;SRSF3;CSTF2;SRRM1;CPSF3;PTBP1;FUS;HNRNPU;SRSF6;SRSF4;SNRNP70;PHF5A;HNRNPL;RBMX;SMC1A;SRSF9;CLP1;HNRNPC;SNRPA;DHX9;HNRNPH1;HNRNPH2;RBM5"
"Ubiquitin-mediated degradation of phosphorylated Cdc25A",9.36864688633021e-06,0.000556635082668391,0.487293840022568,3.80961907357365,0,59,"UBA52;PSME2;PSMB8;NQO1;PSMA3;PSMA4;SKP1;PSMB3;PSMB6;PSMA2;OAZ1;PSMD1;ODC1;PSMB2;PSMD12;PSME3;PSMB1;UBC;PSMD2;PSMC6;PSMC2;PSMA1;PSMC4;PSMA5;UBB;PSMC1;PSMB7;AZIN1;PSMB5;OAZ2;PSMC3;PSMB9;PSMA7;PSMC5;PSME1;PSMF1;PSMD7;CKS1B;CHEK2;CDK2;PSMD14;PSMD8;PSMA6;CHEK1;PSMB4;CDC25A;PSMD5;PSMD13;PSMD3;PSMD11;PSMD4"
"APC/C-mediated degradation of cell cycle proteins",1.31547791312584e-05,0.000556635082668391,0.442635428073959,3.79472161957754,0,77,"UBA52;PSME2;PSMB8;CDC26;PSMA3;PSMA4;SKP1;PSMB3;PSMB6;PSMA2;PSMD1;PTTG1;PSMB2;PSMD12;PSME3;PSMB1;UBC;PSMD2;PSMC6;PSMC2;PSMA1;ANAPC7;AURKB;PSMC4;CCNB1;PSMA5;UBB;PLK1;PSMC1;UBE2E1;ANAPC5;PSMB7;PSMB5;AURKA;PSMC3;PSMB9;CDC20;PSMA7;PSMC5;ANAPC4;CDC23;UBE2D1;ANAPC11;BUB3;PSME1;MAD2L1;PSMF1;PSMD7;CDK1;CDK2;UBE2C;PSMD14;PSMD8;PSMA6;SKP2;PSMB4;PSMD5;PSMD13;CCNA2;FBXO5;PSMD3;PSMD11;PSMD4;BUB1B;ANAPC2;CUL1;PSMD6"
"Destabilization of mRNA by AUF1 (hnRNP D0)",8.48140452058861e-06,0.000556635082668391,0.499192510628492,3.77472292935167,0,54,"RBX1;HSPA1A;UBA52;PSME2;PSMB8;HSPA8;PSMA3;PSMA4;PSMB3;PSMB6;PSMA2;PSMD1;PSMB2;PSMD12;PSME3;PSMB1;UBC;PSMD2;PSMC6;PSMC2;PSMA1;PABPC1;PSMC4;EIF4G1;PSMA5;UBB;PSMC1;PSMB7;PSMB5;PSMC3;PSMB9;HSPB1;PSMA7;PSMC5;HNRNPD;CDK4;PSME1;PSMF1;PSMD7;PSMD14;PSMD8;PSMA6"
"mRNA stability regulation by proteins that bind AU-rich elements",1.41984949595343e-05,0.000578584105853154,0.431451994330324,3.75982201036732,0,81,"HSPA1A;UBA52;ZFP36L1;PSME2;YWHAB;PSMB8;HSPA8;PSMA3;PSMA4;PSMB3;PSMB6;PSMA2;PSMD1;SET;PSMB2;PSMD12;PSME3;PSMB1;UBC;YWHAZ;PSMD2;PSMC6;PSMC2;PSMA1;PABPC1;EXOSC8;PSMC4;EIF4G1;PSMA5;UBB;PSMC1;PSMB7;EXOSC3;PSMB5;PSMC3;PSMB9;MAPK14;EXOSC7;HSPB1;PSMA7;PSMC5;EXOSC1;TNPO1;HNRNPD;PSME1;PSMF1;PSMD7;PSMD14;ANP32A;PSMD8;XRN1;PSMA6;PSMB4;ELAVL1;PSMD5;PSMD13;PSMD3;EXOSC9;EXOSC2;PSMD11;PSMD4;EXOSC5"
"Electron transport chain",1.15324291908848e-05,0.000556635082668391,0.451472023777436,3.74924980100774,0,70,"UQCRB;NDUFS5;SLC25A5;COX6C;SLC25A6;NDUFB3;NDUFC2;NDUFS6;NDUFA4;COX7B;UQCR10;NDUFA8;NDUFB8;NDUFB6;NDUFA12;NDUFB4;SDHC;NDUFS1;NDUFB2;COX7A2;NDUFAB1;COX6A1;NDUFB5;NDUFV2;SLC25A4;NDUFS8;COX5A;NDUFB9;UQCR11;NDUFA9;NDUFA6;SDHB;UQCRC2;UQCRC1;NDUFA5;UQCRFS1;SDHA;NDUFA1;UCP2;UQCRH;COX11"
"Cell cycle",0.00273972602739726,0.030738895807389,0.294033803808566,3.74811072629604,0,402,"MYC;RBX1;DYNLL1;NPM1;UBA52;H2AFZ;HIST1H2BD;HIST1H2AC;CSNK1E;PRKDC;LMNA;CDT1;PSME2;YWHAB;PSMB8;CDC26;PSMA3;SKA2;PPP1CC;PSMA4;SKP1;PSMB3;TUBB4B;ARF1;PSMB6;PSMA2;PSMD1;PTTG1;RPA3;GMNN;H2AFX;PSMB2;PSMD12;PSME3;PSMB1;UBC;SPC25;YWHAZ;PSMD2;TUBA4A;PPP2R5C;PSMC6;HDAC1;CCNB2;PSMC2;PSMA1;CETN2;ANAPC7;WEE1;AURKB;PSMC4;CCNB1;HIST2H2BE;CENPE;PSMA5;CENPF;CDK6;UBE2I;YWHAH;UBB;PMF1;OFD1;PLK1;PSMC1;LMNB1;CENPP;RUVBL2;CDKN1A;SPC24;PAFAH1B1;UBE2E1;ANAPC5;PSMB7;DKC1;CENPH;PSMB5;AURKA;RFC5;POLD2;E2F1;KIF2C;PSMC3;NUDC;TUBA1A;HIST1H2BC;CEP131;PSMB9;SYCE2;CENPA;CCNE2;CENPN;RFC3;OIP5;CDC20;GADD45A;GINS4;STAG2;CLSPN;CSNK1D;FEN1;CDKN1C;TUBB;PSMA7;PSMC5;NEK2;ITGB3BP;NUP37;CENPK;CEP57;TP53;ANAPC4;KIF20A;MCM4;CDC23;MAD1L1;GADD45B;UBE2D1;FGFR1OP;CDC6;RAD1;PRIM1;HAUS2;POLD3;ANAPC11;CEP41;ANAPC13;RFC4;MYBL2;NEDD1;ORC5;GINS2;PCNA;PKMYT1;MCM2;NSL1;NUP43;DNA2;BUB3;RFC1;RBBP7;ERCC6L;NUF2;ORC1;CDK4;NUP133;PSME1;TAOK1;RAD21;TFDP1;RANGAP1;MCM7;HDAC2;DBF4;KNTC1;KIF23;MAD2L1;MCM8;MCM10;PSMF1;LIN9;BIRC5;SMC3;TOP2A;PSMD7;MCM6;CDK1;ZWINT;CKS1B;RRM2;MCM3;CHEK2;CDK2;BUB1;NUP85;NDC80;PPP2R1B;RANBP2;RUVBL1;CENPO;CDKN2C;UBE2C;YWHAG;HJURP;PSMD14;SKA1;DSN1;PSMD8;CKAP5;CCNE1;HSPA2;MAD2L2;PSMA6;POLE;SPDL1;CCNH;TUBG1;MCM5;SKP2;CHEK1;CENPJ;DIDO1;CDC45;CENPM;HSP90AA1;CDH1;TYMS;HIST2H2AC;PPP2R1A;E2F2;HIST1H2BN;NUP98;PSMB4;TTK;CDC25A;MAPRE1;CENPU;CDK5RAP2;RFC2;PRIM2;NHP2;DHFR;PSMD5;DYNC1I2;MNAT1;PCM1;KIF18A;PSMD13;MIS18BP1;SYNE2;CLASP2;CCNA2;SFN;HIST1H2BJ;FBXO5;CDKN2D;CENPI;SMAD3;TERF2IP;PPP2CA;PSMD3;LIG1;BRCA1;CDC7;SMC1A;ORC6;CDC25C;SEC13;CLIP1;NDE1;ACTR1A;RPA1;RBL1;PSMD11;PSMD4;INCENP;YWHAQ;AKAP9;WRAP53;BUB1B;CEP152;CENPL;POLA2;ANAPC2;DCTN2;CUL1;TUBGCP3;CDCA8;PSMD6;POLE2;GINS1;CEP192;TERF1;ESPL1;ORC3;EP300;DYNC1H1;TFDP2;PPP2R5E;CENPT;NUP107;CEP78;PLK4;XPO1;ZW10;SSNA1;CCP110"
"Cyclin A-Cdk2-associated events at S phase entry",1.09045308325609e-05,0.000556635082668391,0.456036292222845,3.7312515554953,0,67,"MYC;UBA52;PSME2;PSMB8;PSMA3;PSMA4;SKP1;PSMB3;PSMB6;PSMA2;PSMD1;PSMB2;PSMD12;PSME3;PSMB1;UBC;PSMD2;PSMC6;PSMC2;PSMA1;WEE1;PSMC4;PSMA5;UBB;PSMC1;CDKN1A;PSMB7;PSMB5;PSMC3;PSMB9;CCNE2;PSMA7;PSMC5;PKMYT1;CDK4;PSME1;PSMF1;PSMD7;CKS1B;CDK2;PSMD14;PSMD8;CCNE1;PSMA6;CCNH;SKP2;PSMB4;CDC25A;PSMD5;MNAT1;PSMD13;CCNA2;PSMD3;PSMD11;PSMD4"
"Autodegradation of Cdh1 by Cdh1-APC/C",8.98876404494382e-06,0.000556635082668391,0.474990253464829,3.66689381350234,0,57,"PSME2;PSMB8;CDC26;PSMA3;PSMA4;PSMB3;PSMB6;PSMA2;PSMD1;PSMB2;PSMD12;PSME3;PSMB1;PSMD2;PSMC6;PSMC2;PSMA1;ANAPC7;PSMC4;PSMA5;PSMC1;UBE2E1;ANAPC5;PSMB7;PSMB5;PSMC3;PSMB9;PSMA7;PSMC5;ANAPC4;CDC23;UBE2D1;CDC6;ANAPC11;PSME1;PSMF1;PSMD7;CDK2;UBE2C;PSMD14;PSMD8;PSMA6"
"EGFR1 pathway",2.61096605744125e-05,0.000694277763609907,0.377821420282632,3.66106090357276,0,115,"PHLDA1;HBEGF;COTL1;MYC;ITGA3;LUC7L3;DUSP4;EREG;AREG;DDX21;TXNIP;CLDN4;LIF;VEGFA;CAV2;ZFP36L1;PDCD5;CYCS;DUSP1;MT1X;TAGLN;SLC20A1;HMGB3;ID3;RANBP1;BTG1;REPIN1;ANXA1;CLK1;SPRY2;LCN2;ADSS;HPCAL1;NOP56;CDKN1A;PNP;E2F1;PPP1R10;VCL;GADD45A;TCOF1;PLAU;SDC4;HSPB1;TUBB;IER3;CDK5;ACOT7;MYBL2;PKMYT1;ARID5B;CDK4;NINJ1;SQSTM1;PHLDA2;GRB2;ADSL;UBE2A;IGBP1;NUP205;RRM2;MCM3;YPEL5;CDK9;CAV1;KRT16;FKBP4;HNRNPAB;IGFBP3;EMP1;TUBG1;UBE2N;GRN"
"Chromosome maintenance",1.31547791312584e-05,0.000556635082668391,0.425866748026356,3.65096341887205,0,77,"NPM1;H2AFZ;HIST1H2BD;HIST1H2AC;LMNA;RPA3;H2AFX;HIST2H2BE;UBE2I;LMNB1;CENPP;RUVBL2;DKC1;CENPH;RFC5;POLD2;HIST1H2BC;SYCE2;CENPA;CENPN;RFC3;OIP5;STAG2;FEN1;ITGB3BP;CENPK;PRIM1;POLD3;RFC4;PCNA;DNA2;RFC1;RBBP7;RAD21;SMC3;RUVBL1;CENPO;HJURP;HSPA2;POLE;DIDO1;HIST2H2AC;HIST1H2BN;CENPU;RFC2;PRIM2;NHP2;MIS18BP1;SYNE2;HIST1H2BJ;CENPI;TERF2IP;LIG1;BRCA1;SMC1A;RPA1;WRAP53;POLA2;POLE2;TERF1;POLD1;MIS18A;ACD;CENPQ;RSF1;STAG1"
