"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"Fluid shear stress and atherosclerosis",4.96919101570264e-05,0.00217934520260102,0.307229068807568,2.20835021377081,2,76,"JUN;DUSP1;FOS;ACTB;GSTP1;MGST3;RAC1;CALM3;HSP90B1;NQO1;GSTO1;ACTG1;CYBA;CALM2;SUMO2;TXN;SUMO3;RHOA;KLF2;SUMO1;MMP2;CAV1;NFKB1;SQSTM1;MGST1;RELA;CALM1;SDC4;HSP90AA1;ARHGEF2;SDC2;CAV2;TXN2;GPC1;CTSL"
"Malaria",0.00292831709684073,0.0280935421478158,0.585568204690633,2.08396675265549,865,11,"THBS1;MYD88;TGFB1;CD81;LRP1;SDC2;GYPC"
"Allograft rejection",0.00214565927866092,0.0219572466182968,0.713550440399765,2.0643265447,733,7,"HLA-B;HLA-A;HLA-E;HLA-C"
"Autoimmune thyroid disease",0.00214565927866092,0.0219572466182968,0.713550440399765,2.0643265447,733,7,"HLA-B;HLA-A;HLA-E;HLA-C"
"Graft-versus-host disease",0.00214565927866092,0.0219572466182968,0.713550440399765,2.0643265447,733,7,"HLA-B;HLA-A;HLA-E;HLA-C"
"Phagosome",0.000252995014510008,0.00517796463030483,0.281169612755898,1.98521133305569,16,71,"HLA-B;HLA-A;HLA-E;HLA-C;TAP1;THBS1;ACTB;TUBA1B;CALR;TUBB;RAC1;ATP6V0E1;ACTG1;CYBA;ITGB1;TUBB6;ATP6V1F;SEC61G;TUBB4B;TUBA1A;TUBA1C;STX12;SEC61B;ATP6V1G1;DYNC1H1;LAMP1;CTSL;ITGB5;ATP6V1D;RAB7A;COMP;HGS;RAB5C;CANX;TUBB2A;C1R;ATP6V0A1"
"Cellular senescence",0.000114912809905484,0.00293985272008197,0.255678584727483,1.97885827983131,3,103,"HLA-B;HLA-A;HLA-E;HLA-C;GADD45B;GADD45A;RHEB;SLC25A6;CALM3;SLC25A5;ZFP36L2;CDKN1A;EIF4EBP1;MAP2K3;ZFP36L1;CALM2;PPP1CA;TGFB1;IGFBP3;NFKB1;SQSTM1;MYC;CCND1;MDM2;RELA;CALM1;CCNA2;CCNB2;CDK4;CCNB1;VDAC1;HRAS;FOXM1;VDAC2;VDAC3;RRAS;PPP3CC"
"DNA replication",0.00306905652684185,0.0285515258709226,0.37715599700066,1.97763097211851,556,28,"POLD2;POLE4;RPA3;RNASEH2C;RNASEH2A;SSBP1;RNASEH2B;RFC2;PCNA;RPA1;RNASEH1;MCM7;MCM5;POLA2;POLE3;RPA2;POLD3;FEN1;MCM4;MCM3;RFC4;RFC5;LIG1;PRIM2"
"Epstein-Barr virus infection",0.000178412132024978,0.00391232318083344,0.248343365221415,1.96776883963788,4,114,"ISG15;HLA-B;JUN;B2M;HLA-A;NFKBIA;HLA-E;HLA-C;STAT1;TAP1;GADD45B;GADD45A;STAT2;TAPBP;CALR;VIM;PDIA3;RAC1;CDKN1A;RELB;MAP2K3;MYD88;NFKB1;MYC;CCND1;MDM2;RELA;PSMC3;CCNA2;CDK4;EIF2AK2;PSMC5;STAT3"
"Legionellosis",0.00375826819001804,0.0329653809810154,0.379213680766605,1.96179441680643,699,27,"NFKBIA;EEF1A1;CXCL1;MYD88;HSPA8;NFKB1;RELA;CASP7;HSPD1;CLK1;PYCARD;BCL2L13"
"Rheumatoid arthritis",0.00398180716272168,0.0339559666376543,0.363368821351054,1.93021327818373,702,29,"JUN;FOS;CSF1;CXCL1;ATP6V0E1;TGFB1;CXCL12;ATP6V1F;IL15;ATP6V1G1;CTSL;IL11;ATP6V1D;CTSK;ATP6V0A1;ATP6V0B;HLA-DPB1;ATP6V1B2"
"Osteoclast differentiation",0.00132885718282277,0.0163183662050636,0.283157987648587,1.91072666607337,113,60,"JUN;JUNB;NFKBIA;SOCS1;STAT1;STAT2;FOS;CSF1;SOCS3;RAC1;RELB;CYBA;FOSB;FOSL1;TGFB1;NFKB1;SQSTM1"
"Viral carcinogenesis",0.000285459411239964,0.00547725245316682,0.237394367157789,1.88101356354806,7,114,"HLA-B;JUN;HLA-A;NFKBIA;PMAIP1;HLA-E;HLA-C;ATF4;DDX3X;GTF2B;RANBP1;RAC1;YWHAQ;CDKN1A;RHOA;YWHAH;PKM;SP100;YWHAB;NFKB1;BAD;CCND1;MDM2;RELA;CDC20;CCNA2;CDK4;HRAS;EIF2AK2;STAT3;YWHAE;VDAC3;CDC42;JAK1;TBPL1"
"NOD-like receptor signaling pathway",0.000506773218984504,0.00818838832780226,0.25328137462612,1.86862377320646,25,84,"GBP1;JUN;NFKBIA;STAT1;RBCK1;GBP3;TXNIP;STAT2;IFI16;CASP4;CTSB;TICAM1;CXCL1;RIPK2;CYBA;GABARAP;BIRC2;TXN;MYD88;RHOA;NFKB1;RELA;GSDMD;HSP90AA1;VDAC1;PYCARD;GABARAPL2;FADD;VDAC2;VDAC3;TMEM173;TXN2;JAK1"
"Apoptosis",0.000561470188092513,0.00820815941640007,0.244456159539939,1.82847810051478,25,89,"BBC3;JUN;NFKBIA;PMAIP1;MCL1;CFLAR;GADD45B;GADD45A;FOS;ACTB;TUBA1B;ATF4;CTSB;TNFRSF10B;ACTG1;BIRC2;BIRC5;CTSD;LMNA;NFKB1;BAD;NGF;RELA;CTSZ;TUBA1A;TUBA1C;HRAS;CASP7"
"Kaposi sarcoma-associated herpesvirus infection",0.000486810478595552,0.00818838832780226,0.231741911863058,1.80714565612562,15,106,"HLA-B;ZFP36;JUN;HLA-A;NFKBIA;HLA-E;HLA-C;RCAN1;STAT1;STAT2;FOS;TICAM1;CXCL1;UBB;RAC1;CALM3;CDKN1A;GABARAP;CALM2;GNG11;FGF2;GNB2;NFKB1;MYC;CCND1;RELA;CALM1;CDK4;HIF1A;HRAS;EIF2AK2;STAT3"
"AGE-RAGE signaling pathway in diabetic complications",0.00515881347290123,0.0428042090859643,0.269769622708238,1.75230216495131,515,53,"EGR1;JUN;FN1;COL1A1;COL1A2;STAT1;RAC1;F3;TGFB1;MMP2;NFKB1;CCND1;RELA;CDK4;HRAS;STAT3;VEGFC;CDC42;COL3A1"
"Thermogenesis",0.000592321361262183,0.00826557535943137,0.207458910462546,1.70561410232814,10,135,"ACTB;GNAS;NDUFA4;COX6A1;RHEB;NDUFB11;NDUFB10;UQCRQ;COX8A;COX4I1;NDUFA11;UQCRH;NDUFB8;NDUFAF3;NDUFA13;NDUFS5;NDUFS8;MAP2K3;NDUFB2;COX5A;ACTG1;NDUFS6;COX5B;UQCR11;COX7A2L;NDUFB9;COA3;COX7A2;NDUFA6;NDUFB7;UQCRB;NDUFC2;NDUFAF2;CYC1;COX7A1;NDUFAB1;UQCRFS1;COX6C;COX19;HRAS;NDUFA8;NDUFB6;SDHD;COA4;NDUFS7;SDHC;NDUFS4;MGLL;NDUFA12;NDUFAF4;FGFR1;COX14;COA7;UQCRC1;COX6B1;NDUFV2;UQCR10"
"Human immunodeficiency virus 1 infection",0.00092436974789916,0.0118242296918768,0.211385378481011,1.70020306816508,21,122,"HLA-B;JUN;B2M;HLA-A;NFKBIA;HLA-E;HLA-C;TAP1;CFL1;TAPBP;FOS;SAMHD1;CALR;PDIA3;RAC1;CALM3;MAP2K3;CALM2;MYD88;GNG11;SKP1;APOBEC3G;GNB2;TRIM5;NFKB1;BAD;RNF7;GNAI2;RELA;CALM1;CCNB2;CCNB1;HRAS"
"Human T-cell leukemia virus 1 infection",0.00274621722039739,0.0271964092471613,0.195015371585969,1.60331010707704,50,135,"EGR1;HLA-B;ZFP36;JUN;B2M;HLA-A;NFKBIA;HLA-E;HLA-C;FOS;ATF4;TSPO;CALR;RAN;ANAPC11;RANBP1;SLC25A6;SLC25A5;CDKN1A;RELB;PTTG1;FOSL1;TGFB1;NFKB1;MYC;CCND1;RELA;IL15;CDC20;CCNA2;CCNB2;CDK4;VDAC1;HRAS"
