"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"DNA replication",2.07697260473134e-05,0.000627444227904441,0.404206746546442,3.52902294751828,0,126,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;E2F1;POLE4;PCNA;GMNN;LIG1;PSMB7;RANGAP1;DBF4;RPA2;PSMC2;ORC6;POLE3;PMF1;PAFAH1B1;NUDC;PSMD13;FEN1;RFC1;MCM6;RNASEH2B;CLIP1;PSMA1;RFC5;PSMC6;PSMD6;RFC2;PSMD7;PSME2;POLD2;MCM7;RNASEH2C;RAD21;MCM2;XPO1;RPA1;PSMC3;SKA2;PSMD12;PSMC4;RFC4;ITGB3BP;PSMB8;PSMC5;UBA52;CKAP5;TAOK1;RPA3;NDE1;RFC3;SMC3;PSMD10;GINS4;SEC13;PSMC1;E2F2;PSMD2;PSMB10;BUB3;AHCTF1;RCC2;PPP1CC;PSMD14;SMC1A;POLD3;PPP2CB;STAG1"
"Ubiquitin-mediated degradation of phosphorylated Cdc25A",6.87795752173435e-06,0.000447361127387244,0.513366330402259,3.5111954878053,0,53,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;CKS1B;PSMB4;PSMB5;UBC;ODC1;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;OAZ1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;OAZ2;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;AZIN1;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"Cell junction organization",5.68922063366539e-06,0.000447361127387244,0.554115269075403,3.50065058540707,0,42,"CLDN23;CDH1;CTNND1;CADM1;CLDN18;JUP;CTNNB1;CLDN7;CDH13;CLDN3;LAMC2;FERMT2;CRB3;ITGB1;VASP;LAMA3;RSU1;PLEC;PVRL3;MLLT4;CTNNA1;ITGA6;PRKCI;LIMS1;MPP5;PARD6B;ACTN1;F11R;CD151;FLNA;PVRL1;PARVA;PARD3;ILK;PVRL2"
"Mitotic G1-G1/S phases",1.22646716134176e-05,0.000505654889661758,0.429337063106219,3.43933604035567,0,90,"CCND2;CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;CCND1;CKS1B;PSMB4;PSMB5;UBC;TYMS;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;E2F1;PCNA;PSMB7;RRM2;DBF4;RPA2;PSMC2;CDKN2D;ORC6;PSMD13;MCM6;DHFR;RBL1;CCND3;PSMA1;CDK4;PSMC6;PSMD6;PSMD7;PSME2;PKMYT1;MCM7;MCM2;RPA1;PSMC3;PSMD12;PSMC4;CDKN2B;PSMB8;PSMC5;CDK6;UBA52;MAX;TFDP2;RPA3;PSMD10;PSMC1;E2F2;PSMD2;PSMB10;PSMD14;RBBP4"
"Licensing factor removal from origins",6.65841023797158e-06,0.000447361127387244,0.503255316687835,3.39798557918595,0,51,"PSMB1;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;ODC1;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;GMNN;PSMB7;PSMC2;ORC6;PSMD13;MCM6;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;MCM7;MCM2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;AZIN1;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"Cyclin A-Cdk2-associated events at S phase entry",7.58167357862575e-06,0.000447361127387244,0.476442198418993,3.37426944486696,0,59,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;CCND1;CKS1B;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;CDC25B;CDK4;PSMC6;PSMD6;PSMD7;PSME2;PKMYT1;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;MAX"
"Proteasome degradation",6.75648284529006e-06,0.000447361127387244,0.495037663605602,3.36482653806183,0,52,"PSMB1;UBB;H2AFZ;PSMA2;NEDD4;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;H2AFX;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;RPN2;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;RPN1;PSMC5"
"Alzheimer's disease",1.7164140677297e-05,0.000575341187690809,0.379685050562394,3.22944411517366,0,113,"COX7A2L;ATP5C1;ATP5A1;UQCRQ;ADAM10;UQCRH;COX7C;COX7A2;CYCS;ATP5H;COX4I1;NDUFA9;UQCRC1;COX6C;ATP5E;PPP3CA;UQCRC2;ATP5F1;COX5B;NDUFA2;COX5A;SDHD;ATP5B;CALM2;ATP5O;UQCRB;NDUFS3;NDUFB4;APP;UQCR10;ATP5G1;NDUFV1;NDUFS6;HSD17B10;COX6A1;NDUFAB1;COX8A;GAPDH;NDUFC2;NDUFS2;NDUFB7;UQCRFS1;NDUFA3;SDHB;COX7B;NDUFA6;NDUFA5;CYC1;NDUFV2;NDUFC1;GSK3B;NDUFB5;NDUFB8;ATP5D;NDUFB6;NDUFA1;NDUFB9;CAPN2;CALM1;UQCR11;APBB1;NDUFS7;NDUFA7;ATP5J;NDUFB10;ITPR1;NDUFA4;ATP5G3;NDUFS4;COX6B1;ATP5G2;ATP2A2"
"Response to elevated platelet cytosolic calcium",5.29930473121926e-06,0.000447361127387244,0.529610201777653,3.22916041588947,0,38,"CLU;PPIA;THBS1;SPARC;TMSB4X;CD63;CD9;ALDOA;ACTN4;CD36;VEGFA;PSAP;TGFB2;HSPA5;PDGFA;APP;LAMP2;CALU;TGFB3;CFL1;PFN1;GAS6;CALM1;ACTN1;FLNA;ITGB3;TLN1;PDGFB"
"mRNA stability regulation by proteins that bind AU-rich elements",1.03976043919481e-05,0.000468111942012512,0.413007883517873,3.18926257689411,0,79,"PABPC1;PSMB1;UBB;SET;PSMA2;HSPA8;YWHAZ;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;ZFP36L1;PSMB2;PSMA3;PSMA4;PSMD4;HSPB1;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;AKT1;PSMA1;ANP32A;PSMC6;PSMD6;PSMD7;PSME2;HSPA1A;HNRNPD;EXOSC8;XPO1;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;ZFP36;PSMD10;PSMC1;PSMD2;PSMB10;EIF4G1;PSMD14;MAPKAPK2;EXOSC7"
"Beta-3 integrin cell surface interactions",7.60112344604533e-06,0.000447361127387244,0.647151638994275,3.13508074176956,1,21,"THBS1;COL4A4;COL4A3;VEGFA;LAMC1;HMGB1;COL4A1;TGFBR2;COL4A5;SPHK1;CYR61;SDC4;ITGAV;F11R;ITGB3;PDGFB;SDC1;COL4A6"
"Cardiac muscle contraction",4.83185156551991e-06,0.000447361127387244,0.538271925681396,3.11669828382378,0,33,"ATP1B1;COX7A2L;UQCRQ;UQCRH;COX7C;COX7A2;COX4I1;UQCRC1;COX6C;UQCRC2;COX5B;COX5A;UQCRB;UQCR10;COX6A1;COX8A;UQCRFS1;COX7B;TPM4;ATP1B3;TPM3;CYC1"
"Apoptosis regulation",7.33584219136278e-06,0.000447361127387244,0.441501760296428,3.09160203338052,0,57,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;SHFM1;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;POMP;PSMC5;UBA52;DAPK2;PSMD10;PSMC1;PSMD2;PSMB10;DAPK1;PSMD14"
"DNA strand elongation",7.11634874378654e-06,0.000447361127387244,0.677448806573627,3.07578444539816,1,18,"PCNA;LIG1;RPA2;FEN1;RFC1;MCM6;RFC5;RFC2;POLD2;MCM7;MCM2;RPA1;RFC4;RPA3;RFC3;GINS4;POLD3;POLD4"
"ECM-receptor interaction",4.6567508917678e-06,0.000447361127387244,0.543507073929549,3.07295467881909,0,31,"THBS1;COL4A4;CD36;DAG1;LAMA5;COL4A2;LAMC1;AGRN;HSPG2;LAMC2;COL4A1;THBS3;ITGB1;LAMA3;ITGA3;ITGB6;ITGA6;SDC4;ITGAV;ITGB3;LAMB2;ITGA9;SDC1;COL4A6;COL5A2"
"Proteasome complex",8.09267734090808e-06,0.000447361127387244,0.598602269072641,3.06427068309612,1,24,"PSMB1;PSMA2;PSMA5;PSMA6;PSMB6;PSMB4;PSMB5;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSMB7;PSMA1;RPN2;PSMD12;RPN1"
"Activation of NF-kappaB in B cells",7.33584219136278e-06,0.000447361127387244,0.435138114402941,3.04704080542345,0,57,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;NFKBIA;NFKBIB;PSMC1;PSMD2;PSMB10;PSMD14"
"Leukocyte transendothelial migration",6.4371604397868e-06,0.000447361127387244,0.450853523526308,3.00503299665275,0,49,"CLDN23;PIK3R1;ACTG1;MYL12A;ACTN4;CTNND1;ICAM1;EZR;CLDN18;CTNNB1;RHOA;CLDN7;CLDN3;CYBA;MSN;MYL12B;ITGB1;VASP;ROCK2;PIK3R3;MLLT4;CTNNA1;CDC42;ESAM;GNAI2;RAP1A;ACTN1;F11R;OCLN;MAPK13;RAP1B;ROCK1;VCL;ARHGAP5"
"Chemiosmotic coupling formation of ATP",3.09253801502355e-06,0.000447361127387244,0.787827446891698,2.99444387298334,0,12,"ATP5C1;ATP5A1;ATP5H;ATP5E;ATP5F1;ATP5B;ATP5O;ATP5G1;ATP5L;ATP5J2;ATP5D;ATP5J"
"Cell cycle checkpoints",1.07052627071468e-05,0.000468111942012512,0.384458528111072,2.99028932041894,0,81,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;DBF4;RPA2;PSMC2;ANAPC11;ORC6;PSMD13;MCM6;PSMA1;RFC5;PSMC6;PSMD6;RFC2;PSMD7;PSME2;MCM7;MCM2;RPA1;PSMC3;PSMD12;PSMC4;ANAPC5;RFC4;PSMB8;PSMC5;UBA52;RPA3;UBE2E1;RFC3;PSMD10;PSMC1;PSMD2;PSMB10;BUB3;PSMD14"
"Cell-cell communication",8.37058242512514e-06,0.000447361127387244,0.40501426074213,2.95555038840533,0,65,"CD2AP;CLDN23;PIK3R1;CDH1;ACTN4;CTNND1;CADM1;CLDN18;JUP;CTNNB1;CLDN7;CDH13;CLDN3;LAMC2;SPTBN1;FERMT2;CRB3;ITGB1;VASP;LAMA3;RSU1;PLEC;PVRL3;MLLT4;SPTAN1;CTNNA1;IQGAP1;ITGA6;PRKCI;LIMS1;MPP5;PARD6B;ACTN1;F11R;CD151;MAPK13;FLNA;PVRL1;PARVA"
"E-cadherin nascent AJ-like junctions pathway",4.6567508917678e-06,0.000447361127387244,0.518637988232833,2.93234643853043,0,31,"PIK3R1;CDH1;CTNND1;NME1;CCND1;TJP1;JUP;CTNNB1;RHOA;WASF2;AKT1;MLLT4;CTNNA1;CSNK2B;CDC42;IQGAP1;DLG1;RAP1A;RAP1B;NCKAP1;CTTN;RAC1;ARF6"
"Fibroblast growth factor 1",3.01011700324792e-06,0.000447361127387244,0.796336251156306,2.91163529462434,0,11,"CDKN1A;TCF4;IGF1R;CCND1;VEGFA;ODC1;MMP14;PDGFA;F3"
"Chromosome maintenance",5.89480137466768e-06,0.000447361127387244,0.4512482108368,2.89784094238877,0,44,"H2AFZ;NPM1;NHP2;MIS18A;HJURP;PCNA;LIG1;LMNB1;RPA2;H2AFX;FEN1;RFC1;RFC5;RFC2;POLD2;RAD21;RPA1;SMARCA5;RFC4;ITGB3BP;RBBP7;RPA3;RFC3;SMC3;TERF2;UBE2I;LMNA;RBBP4;SMC1A;POLD3;STAG1"
"Extracellular matrix organization",8.09267734090808e-06,0.000447361127387244,0.562319666311904,2.87853848378724,1,24,"P4HB;COL4A4;COL4A3;MMP15;PPIB;COL4A2;PCOLCE;SERPINH1;MMP14;COL4A1;COL12A1;TIMP2;PLOD2;COL4A5;MMP11"
"Beta-1 integrin cell surface interactions",1.65257160799349e-05,0.000567776388174906,0.550697805167056,2.86440881368162,3,25,"THBS1;COL4A4;COL4A3;TGM2;NPNT;VEGFA;LAMA5;LAMC1;LAMC2;COL4A1;ITGB1;LAMA3;ITGA3;COL4A5;CD81;ITGA6;ITGAV;LAMB2;ITGA9;COL4A6;COL5A2;LAMB3"
"Amyloids",3.01011700324792e-06,0.000447361127387244,0.781950002144058,2.85903501387548,0,11,"ITM2B;H3F3A;H2AFZ;HSPG2;H2AFX;MFGE8;APP;B2M;CST3;GSN"
"Translation",7.96533486267763e-06,0.000447361127387244,0.389359318758024,2.80014980316721,0,62,"EEF1A1;PABPC1;EEF2;FAU;EEF1B2;EIF3F;EEF1G;EIF3E;EIF3I;EIF3H;EIF3K;SEC11C;SRP9;EIF4A1;SSR4;EEF1D;SEC61B;SEC11A;DDOST;SSR2;SRP72;EIF1AX;RPN2;SPCS2;EIF2S1;SRP14;SEC61A1;RPN1;MRPL13;UBA52;SEC61G;EIF4B;EIF4A2;SSR1;EIF2B2;SPCS1;EIF3G;EIF4E;EIF4G1;SRP68"
"BDNF signaling pathway",2.31776567389037e-05,0.000658793287923621,0.313542683685115,2.7792300423097,0,134,"CLU;TXNIP;KRT19;CLIC1;CDKN1A;NFIB;CD200;HSPA8;CADM1;ID2;VEGFA;ARPC1B;PSMB4;BTG2;ABLIM1;HBP1;PTRF;HSPB1;SERPINH1;DLC1;PNISR;HSPA5;MYH9;TMED9;CALR;TGFBR2;DDX17;RAMP1;RBMS1;SEMA3A;BAX;S100A10;LAMA3;ITPKB;PTGS1;HSPA1B;ANK3;HMGB3;DUSP1;PLP2;S100A11;DNAJA1;LMO4;ATP2B1;HSPA1A;IFITM2;KLF6;H1FX;HNRNPH1;LIMS1;JUN;SLC39A7;PXDN;ZFP36;FNDC3A;PTPRK;TFDP2;NUMA1;EIF4B;IER2;SSR1;BTG1;FADS1;EGR1;PDIA4;JUNB;ADD3;XBP1;LMNA;GSS;VCL;KCNK1;P4HA1;PDE4B;HPCAL1;GNG11"
"Cell adhesion molecules (CAMs)",1.75433210383892e-05,0.000575341187690809,0.508502069901184,2.76731648477688,3,28,"CLDN23;CDH1;ALCAM;CADM1;ICAM1;CLDN18;PTPRF;CLDN7;CLDN3;ITGB1;PVRL3;ESAM;ITGA6;SDC4;ITGAV;F11R;PTPRM;OCLN;PVRL1;ITGA9;SDC1"
"Cell cycle",0.000125628140703518,0.00248330694568734,0.273585890455749,2.76471308791861,0,260,"CCND2;CDKN1A;PSMB1;UBB;H2AFZ;NPM1;CDH1;PSMA2;YWHAZ;PSMA5;PSMA6;PSMD8;PSMB6;CCND1;PLK4;CKS1B;PSMB4;PSMB5;UBC;TYMS;PSMB2;MAD2L1;NHP2;PSMA3;PSMA4;PSMD4;MIS18A;HJURP;PSMB3;PSMA7;PSME1;E2F1;TGFB2;PCNA;GMNN;LIG1;PSMB7;RANGAP1;LMNB1;RRM2;DBF4;RPA2;H2AFX;PSMC2;HSP90AA1;ANAPC11;CDKN2D;ORC6;PMF1;PAFAH1B1;NUDC;PSMD13;FEN1;RFC1;MCM6;DHFR;RBL1;YWHAH;CCND3;CLIP1;PSMA1;CDC25B;TUBA1A;CDK4;RFC5;PSMC6;TGFB3;PSMD6;RFC2;PSMD7;PSME2;POLD2;PKMYT1;MCM7;YWHAQ;DCTN3;RAD21;MCM2;XPO1;RPA1;PSMC3;SKA2;CEP57;TUBG1;PSMD12;PSMC4;ANAPC5;CDKN2B;SMARCA5;RFC4;HDAC7;ITGB3BP;SSNA1;GADD45B;TUBB4B;DCTN2;PSMB8;SFN;PSMC5;GSK3B;CDK6;RBBP7;UBA52;YWHAE;MAX;GADD45G;CKAP5;DYNLL1;TFDP2;NUMA1;TAOK1;RPA3;NDE1;UBE2E1;RFC3;SMC3;ARF1;PSMD10;GINS4;RBX1;SEC13;TERF2;PSMC1;UBE2I;PRKACA;E2F2;PSMD2;PSMB10;YWHAG;BUB3;AHCTF1;RCC2;LMNA;PPP1CC;PSMD14;RBBP4;SMC1A"
"EGFR1 pathway",1.07052627071468e-05,0.000468111942012512,0.351482945872035,2.7338077386773,0,81,"TXNIP;CDKN1A;LCN2;CCND1;CYCS;VEGFA;CTSH;CRYAB;TIMP3;CAV1;ZFP36L1;HNRNPAB;HSPB1;CLK1;RANBP1;PBXIP1;E2F1;TGFB2;RRM2;SQSTM1;ANXA1;NOP56;CDK4;CAV2;HMGB3;DUSP1;ITGA3;SELENBP1;PKMYT1;GRN;PDE7A;ACOT7;CDC42;TUBG1;IER3;EHD1;ARHGAP1;ID3;SDC4;IGBP1;DDX21;PIK3IP1;PPP1R10;ZFP36L2;BTG1;FKBP4;YPEL5;TUBA8;VCL;HPCAL1;UBE2N"
