"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"Calcium regulation in the cardiac cell",2.00833458854245e-06,6.38153948258478e-05,0.453529951315941,4.91990048316686,0,92,"ATP2A2;ATP2B1;RGS9;ADCY5;CALM2;PRKCA;RGS17;GNB2;CALM1;PRKAR1B;ATP2B2;GNAQ;RGS4;YWHAG;GNG3;ADCY1;GNAS;GNB1;YWHAE;CACNA1A;CALM3;CAMK4;ITPR1;PRKCB;FKBP1A;GNB5;ATP1B1;CACNA1E;GNG7;PRKAR1A;YWHAQ;CAMK2B;GNG4;PRKCE;KCNB1;CAMK2A;CALR;PRKACA;PRKCH;GNG2;CAMK2D;RGS2;RGS10;ARRB2;RGS20;ADCY9;CACNA1C;RYR2;CACNB1;CHRM1;FXYD2;YWHAH;PRKCG;CAMK1;GNAO1;KCNJ3;YWHAB;RGS14;PKIA;ATP1B2;RYR3;CACNA1B;ADCY2;GNAZ;GNAI1;YWHAZ;CAMK2G;ADCY3;GRK6;PRKAR2B;PRKCZ"
"Calcium signaling pathway",2.00612671097532e-06,6.38153948258478e-05,0.474876304019317,4.51033420532204,0,69,"PPP3CA;ATP2A2;ATP2B1;GNAL;CALM2;PDE1B;PRKCA;GRM5;CALM1;SLC8A2;ATP2B2;GNAQ;ADCY1;GNAS;SLC25A5;VDAC2;CACNA1A;CALM3;GRM1;ERBB4;CAMK4;ITPR1;PRKCB;PLCB4;PTK2B;CACNA1E;GRIN1;PDE1A;CAMK2B;CACNA1I;ADORA2A;CAMK2A;PPID;PRKACA;CAMK2D;PPP3R1;PLCB1;SLC25A4;ADCY9;ATP2B4;CACNA1C;RYR2;VDAC1;PPP3CB;CHRM1;PRKCG;ITPKA;RYR3;CACNA1B;ADCY2;VDAC3;CAMK2G;PDE1C;ADCY3"
"Axon guidance",2.00809261323132e-06,6.38153948258478e-05,0.296168525898732,4.35577750652793,0,181,"PPP3CA;SCN8A;HSP90AB1;SRGAP1;ANK2;DNM1;NFASC;SCN3A;PIP5K1C;EPHA7;AGAP2;SRGAP3;DLG4;SCN1B;GPC1;HSP90AA1;SEMA6D;CNTN1;CDK5R1;EFNB2;ROBO2;CLTA;ARHGEF12;DNM3;CFL2;ALCAM;NCAM1;CLTC;EPHA4;MYH10;LRRC4C;FGFR1;EFNA5;UNC5D;GFRA1;MAPK1;PLXNA4;MAP2K1;CNTN2;PAK3;GSK3B;CSNK2B;EPHA5;DPYSL3;PAK7;SPTBN1;SCN2B;ANK3;STIP1;CACNA1I;NRCAM;ROCK2;PLXND1;CHL1;DLG3;CACNB2;MYL12B;PPP3R1;SCN1A;KCNQ3;NRP2;SCN3B;MYL6;NCAN;L1CAM;CAP1;PITPNA;EPHB1;AP2A2;PLXNA2;NRP1;NGEF;SH3GL2;KCNQ2;CACNA1C;CRMP1;SEMA6B;CACNB1;PFN1;RAC3;CREB1;PPP3CB;AP2B1;ABLIM2;RDX;SPTBN4;PAK1;SPTAN1;CDC42;CFL1;ITGAV;SEMA4A;DPYSL2;SRC;SLIT3;PLXNC1;YWHAB;CACNB4;SPTBN2;UNC5A;SPTB;RHOB;PRNP;ABL2;SEMA3E;GNAI1;SOS1;ABLIM1;CAP2;CNTNAP1"
"Potassium channels",2.00448202180075e-06,6.38153948258478e-05,0.591410212020508,4.34986679235411,0,40,"KCNH7;GNB2;KCND3;GABBR2;KCNQ5;GNG3;KCND2;KCNJ9;GNB1;KCNC1;KCNMA1;KCNK2;GNG7;KCNK1;KCNH3;KCNA4;KCNAB1;GNG4;KCNB1;GNG2;GABBR1;KCNQ3;KCNA1;KCNQ2;KCNG1;KCNJ4;KCNV1;KCNC3;KCNJ3;KCNS2;KCNMB4;KCNJ2;KCNAB2;KCNF1;HCN2;KCNA5"
"GPCR ligand binding",2.00412850471972e-06,6.38153948258478e-05,0.545977644620263,4.33150322615684,0,47,"PENK;CCK;RAMP1;CX3CL1;GRM5;GNB2;GABBR2;GNG3;CNR1;ADCYAP1R1;GNAS;GNB1;APP;GRM1;NPY;TAC1;HEBP1;GNB5;GNG7;PDYN;SST;GNG4;ADORA2A;GNG2;GABBR1;P2RY1;MCHR1;OPRK1;HTR1B;OPRL1;GRM3;CHRM1;FZD3;ADORA1;ADRA2C;HRH3;GRM4"
"Signal transduction",2.01522299450046e-06,6.38153948258478e-05,0.240293401455298,4.27631305962298,0,284,"ATP2A2;ADCY5;GNAL;CCK;CHN1;BSG;CX3CL1;GRM5;ARHGEF9;GNB2;CALM1;DNM1;DGKB;ATP6V1D;GNAQ;MEF2C;LINGO1;NTRK2;GABBR2;DGKE;GNG3;CNR1;HSP90AA1;ADCYAP1R1;ATP6V0B;ATP6V0A1;CNTN1;ADCY1;DGKG;JUN;CLTA;ARHGEF12;GNAS;GNB1;DNM3;APP;KIDINS220;NGFRAP1;CCND1;BCR;CLTC;GRM1;ARHGAP20;NPY;HBEGF;FGFR1;ERBB4;CAMK4;CDC37;DGKZ;APC;ATP6V1F;ITPR1;BRAF;FKBP1A;MAPK1;MAP2K1;BMPR2;HEBP1;GNB5;GSK3B;ARHGEF25;GNG7;DLC1;CHN2;MIB1;ARHGDIB;MYO9A;ARHGAP10;MAGED1;GNG4;HDAC2;ARHGDIG;ADORA2A;ATP6V1E1;FOXO1;NCOR1;ATP6V1G2;GRB10;FGD4;GNG2;KALRN;GABBR1;FGF9;NRP2;ARHGAP26;ATP6V0D1;EPS15;MCHR1;ARHGAP5;ARHGEF2;MAPKAP1;ARRB2;OPRK1;DNER;HTR1B;AP2A2;JUNB;NRP1;NGEF;OPRL1;AGO2;ABR;GDI2;NEDD4L;ADCY9;CREBBP;ATP6V1A;GRM3;FBXW7;CREB1;EIF4E;MGLL;INSR;CUL5;AP2B1;CHRM1;FZD3;ELK1;ARHGEF7;MEF2A;ARHGAP44;ATP6V0E2;CDC42;ATP6V1G1;ADORA1;DGKH;MAPK8;ITGAV;ADRA2C;DUSP3;ARHGAP32;AMOTL1;GNAO1;ATP6V1B2;HRH3;GRM4;JAK2;HDAC11;ARHGEF17;DGKI;CCNT1;DLK1;ADAM10;NPY1R;ADCY2"
"Cardiac muscle contraction",2.00412448819671e-06,6.38153948258478e-05,0.530754770547924,4.25231414237821,0,48,"ATP2A2;ATP1A1;TPM1;COX6B1;COX6A1;COX8A;COX7C;UQCR10;COX7B;UQCR11;CACNG2;ATP1B1;CACNA2D1;SLC9A6;UQCRC2;UQCRC1;UQCRH;COX5A;ATP1A3;CACNB2;UQCRB;COX7A2L;UQCRQ;COX4I1;CACNA1C;RYR2;CACNB1;CACNG4;FXYD2;UQCRFS1;COX7A2;CYC1;ATP1B2;CACNB4;COX6C;CACNG5;COX5B;CACNA2D3;CACNG7;TPM3;CACNA2D2"
"L1CAM interactions",2.00629575608259e-06,6.38153948258478e-05,0.454645768818971,4.10671177873616,0,62,"SCN8A;ANK2;DNM1;NFASC;SCN3A;DLG4;SCN1B;CNTN1;CLTA;DNM3;ALCAM;NCAM1;CLTC;FGFR1;MAPK1;MAP2K1;CNTN2;CSNK2B;SPTBN1;SCN2B;ANK3;STIP1;NRCAM;CHL1;DLG3;SCN1A;KCNQ3;NRP2;SCN3B;NCAN;L1CAM;AP2A2;NRP1;SH3GL2;KCNQ2;AP2B1;RDX;SPTBN4;PAK1;SPTAN1;ITGAV;DPYSL2;SRC"
"Myometrial relaxation and contraction pathways",2.00714543775842e-06,6.38153948258478e-05,0.388175359585581,4.08256775863032,0,86,"ATP2A2;RGS9;ADCY5;ACTB;CALM2;RAMP1;PRKCA;RGS17;GNB2;CALM1;PRKAR1B;GNAQ;RGS4;YWHAG;GNG3;ADCY1;JUN;GNAS;GNB1;YWHAE;CALM3;DGKZ;ITPR1;PRKCB;GNB5;GNG7;PRKAR1A;YWHAQ;CAMK2B;GNG4;PRKCE;CAMK2A;PDE4B;PRKACA;PRKCH;GNG2;CAMK2D;RGS2;RGS10;ARRB2;RGS20;ADCY9;RYR2;CREB1;GSTO1;IGFBP5;YWHAH;PRKCG;YWHAB;RGS14;PKIA;GUCY1A3;RYR3;ADCY2;ACTG1;YWHAZ;CAMK2G;ADCY3;GRK6;PRKAR2B;PRKCZ;CACNB3;ATF4;IGFBP4"
"G alpha (i) signaling events",2.00458649389804e-06,6.38153948258478e-05,0.516727328957499,4.05739528217372,0,46,"RGS9;ADCY5;PENK;GNB2;RGS8;RGS4;GABBR2;GNG3;CNR1;ADCY1;GNAS;GNB1;APP;NPY;HEBP1;GNB5;GNG7;PDYN;SST;GNG4;GNG2;GABBR1;MCHR1;RGS10;OPRK1;HTR1B;RGS20;OPRL1;ADCY9;ADORA1;ADRA2C;RGS14;HRH3;NPY1R;ADCY2;GNAZ;GNAI1;ADCY3"
"Neuroactive ligand-receptor interaction",2.00269562831571e-06,6.38153948258478e-05,0.465376909919344,3.94098569595964,0,54,"GRIN2B;GABRG1;GRIA2;GRM5;GABRA4;GABBR2;CNR1;ADCYAP1R1;GRIA3;GPR83;GABRG2;GRM1;GABRA1;GABRD;PARD3;GRIK2;GRIK5;GRIN1;ADORA2A;GABRA2;GRIN3A;GABBR1;P2RY1;MCHR1;GLRA2;OPRK1;HTR1B;OPRL1;GRM3;GABRB3;CHRM1;ADORA1;ADRA2C;HRH3;GRIA1;GRM4;GLRB;GABRG3;GABRB1;NPY1R"
"Developmental biology",2.00985229595477e-06,6.38153948258478e-05,0.237111202470444,3.82900824940317,0,225,"SCN8A;HSP90AB1;SRGAP1;ANK2;DNM1;NFASC;SCN3A;MEF2C;PIP5K1C;AGAP2;SRGAP3;DLG4;SCN1B;GPC1;HSP90AA1;SEMA6D;CNTN1;CDK5R1;ROBO2;CLTA;ARHGEF12;DNM3;ALCAM;NCAM1;CLTC;MYH10;NCOA1;FGFR1;LPL;UNC5D;GFRA1;MAPK1;PLXNA4;MAP2K1;SPAG9;CNTN2;PAK3;TCF4;GSK3B;CSNK2B;DPYSL3;PAK7;MED31;SPTBN1;SCN2B;ANK3;STIP1;CACNA1I;NRCAM;ROCK2;PLXND1;CDH2;FOXO1;NCOR1;CHL1;DLG3;CACNB2;MYL12B;SCN1A;SMARCD3;KCNQ3;NRP2;MED1;SCN3B;MYL6;NCAN;CDK19;L1CAM;CAP1;MED30;PITPNA;ACVR1C;AP2A2;PLXNA2;NRP1;SH3GL2;EBF1;KCNQ2;CREBBP;CACNA1C;CRMP1;CACNB1;PFN1;CREB1;AP2B1;ABLIM2;RDX;SPTBN4;MEF2A;PAK1;PPARGC1A;SPTAN1;CDC42;CFL1;ITGAV;SEMA4A;DPYSL2;MED13L;SRC;SLIT3;PLXNC1;KLF5;YWHAB;SMAD4;DRAP1;CACNB4;SPTBN2;UNC5A;SPTB;RHOB;PRNP;TBL1X;MED13;ABL2;SEMA3E;SOS1;ABLIM1;CAP2;CNTNAP1;NCOA2;AGRN;MED27;MAPK14;CTNNB1;AKT2;AP2S1;KRAS;CACNB3;MED6;DCX;AP2M1"
"Opioid signaling",2.00269562831571e-06,6.38153948258478e-05,0.447906435717657,3.79303918752111,0,54,"PPP3CA;PPP1R1B;ADCY5;GNAL;PDE1B;PRKCA;GNB2;CALM1;PRKAR1B;GNG3;ADCY1;PPP1CA;GNB1;CAMK4;ITPR1;MAPK1;PLCB4;GNB5;GNG7;PRKAR1A;PDE1A;PDYN;PDE4A;GNG4;PDE4B;PRKACA;GNG2;PPP3R1;PPP2R5D;PLCB1;ADCY9;CREB1;PPP3CB;PRKCG;GNAO1;ADCY2;GNAZ;GNAI1;PDE1C;ADCY3;PRKAR2B"
"Long-term potentiation",2.0031810515098e-06,6.38153948258478e-05,0.456277732153138,3.76193187388945,0,51,"PPP3CA;CALM2;GRIN2B;PRKCA;GRIA2;GRM5;CALM1;GNAQ;ADCY1;PPP1CA;CALM3;GRM1;CAMK4;ITPR1;BRAF;PRKCB;MAPK1;MAP2K1;PLCB4;GRIN1;CAMK2B;CAMK2A;PRKACA;CAMK2D;PPP3R1;PPP1CB;PLCB1;ARAF;PPP1R1A;PPP1R12A;CREBBP;CACNA1C;PPP3CB;PRKCG"
"G-protein signaling pathways",2.00496429158597e-06,6.38153948258478e-05,0.402035824555882,3.6863035175749,0,64,"PPP3CA;AKAP5;ADCY5;GNAL;CALM2;AKAP9;PDE1B;PRKCA;GNB2;CALM1;PRKAR1B;GNAQ;GNG3;ADCY1;GNAS;GNB1;CALM3;ITPR1;PRKCB;GNB5;GNG7;PRKAR1A;PDE1A;PDE4A;GNG4;PRKCE;PDE4B;PDE7B;PRKACA;PRKCH;ADCY9;AKAP10;AKAP11;AKAP7;PRKCG;AKAP6;GNAO1;KCNJ3;ADCY2;GNAZ;GNAI1;PDE1C;ADCY3;PRKAR2B;PRKCZ;KRAS;PDE8B;NRAS"
"GABA A and B receptor activation",2.00551114462543e-06,6.38153948258478e-05,0.553022474515395,3.6562349313094,0,32,"ADCY5;GNAL;ARHGEF9;GNB2;GABRA4;GABBR2;GNG3;ADCY1;KCNJ9;GABRG2;GNB1;GABRA1;GNG7;GNG4;GABRA2;GNG2;GABBR1;ADCY9;GABRB3;KCNJ4;KCNJ3;KCNJ2;GABRG3;GABRB1;ADCY2;GNAI1;GABRA3;ADCY3"
"Interaction between L1-type proteins and ankyrins",2.00304864003013e-06,6.38153948258478e-05,0.704239401496259,3.5447014623373,0,18,"SCN8A;ANK2;NFASC;SCN3A;SCN1B;SPTBN1;SCN2B;ANK3;NRCAM;SCN1A;KCNQ3;SCN3B;L1CAM;KCNQ2;SPTBN4;SPTAN1;SPTBN2;SPTB"
"Gastric acid secretion",2.00537038188268e-06,6.38153948258478e-05,0.491093497692122,3.47931025683147,0,37,"ADCY5;ACTB;CALM2;ATP1A1;PRKCA;CALM1;GNAQ;ADCY1;GNAS;CALM3;ITPR1;PRKCB;PLCB4;ATP1B1;KCNK2;CAMK2B;SST;CAMK2A;PRKACA;ATP1A3;CAMK2D;PLCB1;ADCY9;PRKCG;ATP1B2;KCNJ2;ADCY2;GNAI1;CAMK2G;ADCY3"
"Vascular smooth muscle contraction",2.0031810515098e-06,6.38153948258478e-05,0.42035582000162,3.46576185117947,0,51,"ADCY5;CALM2;RAMP1;PRKCA;CALM1;GNAQ;ADCY1;PPP1CA;ARHGEF12;GNAS;CALM3;KCNMA1;ITPR1;BRAF;PRKCB;MAPK1;MAP2K1;PLCB4;ADORA2A;ROCK2;PRKCE;PRKACA;PRKCH;PPP1CB;MYL6;PLCB1;ARAF;PPP1R12A;ADCY9;CACNA1C;GUCY1B3;PRKCG"
"G alpha (z) signaling events",2.00483164426267e-06,6.38153948258478e-05,0.556563280851125,3.45381094569294,0,28,"ADCY5;PRKCA;RGS17;GNB2;RGS4;GNG3;ADCY1;GNAS;GNB1;PRKCB;GNB5;GNG7;GNG4;PRKCE;PRKCH;GNG2;RGS20;ADCY9;PRKCG;ADRA2C;ADCY2;GNAZ;GNAI1;ADCY3"
"Activation of kainate receptors upon glutamate binding",2.00304864003013e-06,6.38153948258478e-05,0.669208028215638,3.3683754007286,0,18,"GNB2;CALM1;DLG4;GNG3;GNB1;NCALD;GNB5;GRIK2;GNG7;GRIK5;GNG4;DLG3;GNG2;PLCB1"
"G alpha (s) signaling events",2.00556343296304e-06,6.38153948258478e-05,0.50110729878369,3.36238099563473,0,33,"ADCY5;RAMP1;PDE1B;PDE10A;GNB2;GNG3;ADCYAP1R1;ADCY1;GNAS;GNB1;GNB5;GNG7;PDE1A;PDE4A;GNG4;ADORA2A;PDE2A;PDE4B;PDE7B;GNG2"
