"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"M/G1 Transition Homo sapiens R-HSA-68874",1.33306671998934e-05,0.00024745050989802,0.486955912318054,4.17365826603556,0,77,"UBA52;CDT1;PSME2;PSMB8;PSMA3;PSMA4;PSMB3;PSMB6;PSMA2;PSMD1;RPA3;GMNN;PSMB2;PSMD12;PSME3;PSMB1;UBC;PSMD2;PSMC6;PSMC2;PSMA1;PSMC4;PSMA5;UBB;PSMC1;PSMB7;PSMB5;E2F1;PSMC3;PSMB9;PSMA7;PSMC5;MCM4;CDC6;PRIM1;ORC5;MCM2;ORC1;PSME1;MCM7;DBF4;MCM8;MCM10;PSMF1;PSMD7;MCM6;MCM3;CDK2;PSMD14;PSMD8;PSMA6;POLE;MCM5;CDC45;E2F2;PSMB4;PRIM2;PSMD5;PSMD13;PSMD3;CDC7;ORC6;RPA1;PSMD11;PSMD4;POLA2;PSMD6;POLE2;ORC3"
"S Phase Homo sapiens R-HSA-69242",2.84397929583073e-05,0.000380478311198976,0.42470200152596,4.16569634402868,0,119,"MYC;UBA52;CDT1;PSME2;CDCA5;PSMB8;PSMA3;PSMA4;SKP1;PSMB3;PSMB6;PSMA2;PSMD1;RPA3;PSMB2;PSMD12;PSME3;PSMB1;UBC;PSMD2;PSMC6;PSMC2;PSMA1;WEE1;PSMC4;PSMA5;UBB;PSMC1;CDKN1A;PSMB7;PSMB5;RFC5;POLD2;PSMC3;PSMB9;CCNE2;RFC3;GINS4;STAG2;FEN1;PSMA7;PSMC5;ESCO2;MCM4;CDC6;PRIM1;POLD3;RFC4;ORC5;GINS2;PCNA;MCM2;DNA2;RFC1;ORC1;CDK4;PSME1;RAD21;MCM7;MCM8;GINS3;PSMF1;SMC3;PSMD7;MCM6;CKS1B;MCM3;CDK2;PSMD14;PSMD8;CCNE1;PSMA6;POLE;CCNH;MCM5;SKP2;CDC45;PSMB4;CDC25A;RFC2;PRIM2;PSMD5;MNAT1;PSMD13;CCNA2;PSMD3;LIG1;SMC1A;ORC6;RPA1;PSMD11;PSMD4;POLA2;PDS5B;CUL1;PSMD6;POLE2;GINS1;ORC3"
"ER-Phagosome pathway Homo sapiens R-HSA-1236974",9.41992124945835e-06,0.000243141207571859,0.530473602136353,4.14954331591743,0,59,"SEC61B;UBA52;PSME2;HLA-B;CALR;PSMB8;PSMA3;PSMA4;PSMB3;PSMB6;PSMA2;PSMD1;TAPBP;PSMB2;PSMD12;B2M;PSME3;PSMB1;UBC;PSMD2;SEC61G;PSMC6;PSMC2;PSMA1;PSMC4;TAP2;PSMA5;TAP1;UBB;PSMC1;PSMB7;PSMB5;PSMC3;HLA-A;PSMB9;PSMA7;PSMC5;HLA-F;HLA-C;PSME1;PSMF1;PSMD7;PSMD14;PSMD8;PDIA3;PSMA6;PSMB4;HLA-E;PSMD5;SEC61A1;PSMD13;PSMD3;PSMD11;PSMD4"
"Cell Cycle Checkpoints Homo sapiens R-HSA-69620",5.86544665376268e-05,0.000678652383737935,0.389374397387522,4.13519867141791,0,161,"UBA52;HIST1H2BD;UBE2V2;PSME2;YWHAB;PSMB8;CDC26;PSMA3;PSMA4;PSMB3;PSMB6;PSMA2;PSMD1;RPA3;H2AFX;PSMB2;PSMD12;GTSE1;PSME3;PSMB1;UBC;YWHAZ;PSMD2;PSMC6;CCNB2;PSMC2;PSMA1;ANAPC7;WEE1;PSMC4;CCNB1;HIST2H2BE;PSMA5;YWHAH;UBB;PSMC1;CDKN1A;UBE2E1;ANAPC5;PSMB7;PSMB5;RFC5;PSMC3;HIST1H2BC;PSMB9;CCNE2;RFC3;CDC20;CLSPN;PSMA7;SUMO1;PSMC5;TP53;ANAPC4;MCM4;CDC23;MAD1L1;UBE2D1;CDC6;RAD1;ANAPC11;RFC4;ORC5;PKMYT1;MCM2;DNA2;BUB3;ORC1;BABAM1;PSME1;MCM7;DBF4;TOPBP1;MAD2L1;MCM8;MCM10;PSMF1;PSMD7;MCM6;CDK1;BRIP1;MCM3;CHEK2;CDK2;UBE2C;YWHAG;PSMD14;BLM;RMI2;PSMD8;CCNE1;PSMA6;UBE2N;MCM5;CHEK1;CDC45;HIST1H2BN;PSMB4;CDC25A;RFC2;ANAPC16;PSMD5;PSMD13;CCNA2;SFN;EXO1;HIST1H2BJ;PSMD3;BRCA1;CDC7;ORC6;CDC25C;BARD1;RPA1;PSMD11;PSMD4;YWHAQ"
"G2/M Checkpoints Homo sapiens R-HSA-69481",3.50508236943568e-05,0.000441105704967118,0.408019609248365,4.11119655083607,0,131,"UBA52;HIST1H2BD;UBE2V2;PSME2;YWHAB;PSMB8;PSMA3;PSMA4;PSMB3;PSMB6;PSMA2;PSMD1;RPA3;H2AFX;PSMB2;PSMD12;GTSE1;PSME3;PSMB1;UBC;YWHAZ;PSMD2;PSMC6;CCNB2;PSMC2;PSMA1;WEE1;PSMC4;CCNB1;HIST2H2BE;PSMA5;YWHAH;UBB;PSMC1;PSMB7;PSMB5;RFC5;PSMC3;HIST1H2BC;PSMB9;RFC3;CLSPN;PSMA7;SUMO1;PSMC5;TP53;MCM4;CDC6;RAD1;RFC4;ORC5;PKMYT1;MCM2;DNA2;ORC1;BABAM1;PSME1;MCM7;DBF4;TOPBP1;MCM8;MCM10;PSMF1;PSMD7;MCM6;CDK1;BRIP1;MCM3;CHEK2;CDK2;YWHAG;PSMD14;BLM;RMI2;PSMD8;PSMA6;UBE2N;MCM5;CHEK1;CDC45;HIST1H2BN;PSMB4;CDC25A;RFC2;PSMD5;PSMD13;SFN;EXO1;HIST1H2BJ;PSMD3;BRCA1;CDC7;ORC6;CDC25C;BARD1;RPA1;PSMD11;PSMD4;YWHAQ"
"The role of GTSE1 in G2/M progression after G2 checkpoint Homo sapiens R-HSA-8852276",8.68530533190894e-06,0.000243141207571859,0.5351789213395,4.08067709658401,0,55,"HSP90AB1;UBA52;PSME2;PSMB8;PSMA3;PSMA4;PSMB3;PSMB6;PSMA2;PSMD1;PSMB2;PSMD12;GTSE1;PSME3;PSMB1;UBC;PSMD2;PSMC6;CCNB2;PSMC2;PSMA1;PSMC4;CCNB1;PSMA5;UBB;PLK1;PSMC1;CDKN1A;PSMB7;PSMB5;PSMC3;PSMB9;PSMA7;PSMC5;TP53;PSME1;PSMF1;PSMD7;CDK1;PSMD14;PSMD8;PSMA6;HSP90AA1;PSMB4;MAPRE1;PSMD5;PSMD13;PSMD3;PSMD11;PSMD4"
"Antigen processing-Cross presentation Homo sapiens R-HSA-1236975",1.07757459510135e-05,0.000243141207571859,0.496631813205324,4.04243239623528,0,66,"SEC61B;UBA52;PSME2;HLA-B;CALR;PSMB8;PSMA3;PSMA4;PSMB3;PSMB6;PSMA2;PSMD1;TAPBP;PSMB2;PSMD12;B2M;PSME3;PSMB1;UBC;PSMD2;CYBA;SEC61G;PSMC6;PSMC2;PSMA1;PSMC4;TAP2;PSMA5;TAP1;UBB;PSMC1;PSMB7;PSMB5;PSMC3;HLA-A;PSMB9;PSMA7;PSMC5;HLA-F;HLA-C;PSME1;PSMF1;PSMD7;NCF2;PSMD14;PSMD8;PDIA3;PSMA6;CTSL;PSMB4;HLA-E;PSMD5;SEC61A1;PSMD13;PSMD3;ITGAV;PSMD11;PSMD4"
"Host Interactions of HIV factors Homo sapiens R-HSA-162909",2.55095533277212e-05,0.000357374402751566,0.414011832266508,4.00696367596469,0,113,"HMGA1;SLC25A5;RBX1;AP1S1;SLC25A6;NPM1;UBA52;BANF1;PSME2;PSMB8;PSMA3;PSMA4;SKP1;PPIA;PSMB3;ARF1;PSMB6;PSMA2;PSMD1;AP2B1;PSMB2;PSMD12;B2M;RANBP1;PSME3;PSMB1;UBC;PSMD2;PSMC6;PSMC2;SLC25A4;PSMA1;ATP6V1H;PSMC4;PSMA5;UBB;NUP88;PSMC1;PAK2;PSMB7;RAC1;RAE1;PSMB5;PSMC3;HLA-A;PSMB9;AP2S1;PSMA7;PSMC5;AP2M1;NUP37;PACS1;NUP43;NUP133;RAN;PSME1;RANGAP1;PSMF1;PSIP1;KPNB1;PSMD7;NUP205;CDK9;NUP85;RANBP2;PSMD14;AP1M2;NUPL2;PSMD8;PSMA6;NUP50;NUP153;NUP98;PSMB4;NUP54;PSMD5;AAAS;TPR;NUP155;AP2A2;PSMD13"
"Mitotic G1-G1/S phases Homo sapiens R-HSA-453279",3.37359152553809e-05,0.000428186616702911,0.399071597540031,4.00499832839796,0,129,"MYC;UBA52;CDT1;PSME2;PSMB8;PSMA3;PSMA4;SKP1;PSMB3;PSMB6;PSMA2;PSMD1;RPA3;PSMB2;PSMD12;PSME3;PSMB1;UBC;PSMD2;PSMC6;HDAC1;PSMC2;PSMA1;WEE1;PSMC4;CCNB1;PSMA5;CDK6;UBB;PSMC1;CDKN1A;PSMB7;PSMB5;E2F1;PSMC3;PSMB9;CCNE2;PSMA7;PSMC5;MCM4;CDC6;PRIM1;MYBL2;ORC5;PCNA;PKMYT1;MCM2;ORC1;CDK4;PSME1;TFDP1;MCM7;DBF4;MCM8;MCM10;PSMF1;LIN9;TOP2A;PSMD7;MCM6;CDK1;CKS1B;RRM2;MCM3;CDK2;PPP2R1B;CDKN2C;PSMD14;PSMD8;CCNE1;PSMA6;POLE;CCNH;MCM5;SKP2;CDC45;TYMS;PPP2R1A;E2F2;PSMB4;CDC25A;PRIM2;DHFR;PSMD5;MNAT1;PSMD13;CCNA2;FBXO5;CDKN2D;PPP2CA;PSMD3;CDC7;ORC6;RPA1;RBL1;PSMD11;PSMD4"
"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins Homo sapiens R-HSA-176814",1.16249331566343e-05,0.000243141207571859,0.480357707598589,3.99162891186355,0,70,"UBA52;PSME2;PSMB8;CDC26;PSMA3;PSMA4;PSMB3;PSMB6;PSMA2;PSMD1;PTTG1;PSMB2;PSMD12;PSME3;PSMB1;UBC;PSMD2;PSMC6;PSMC2;PSMA1;ANAPC7;PSMC4;CCNB1;PSMA5;UBB;PLK1;PSMC1;UBE2E1;ANAPC5;PSMB7;PSMB5;PSMC3;PSMB9;CDC20;PSMA7;PSMC5;NEK2;ANAPC4;CDC23;UBE2D1;ANAPC11;BUB3;PSME1;MAD2L1;PSMF1;PSMD7;CDK1;UBE2C;PSMD14;PSMD8;PSMA6;PSMB4;ANAPC16;PSMD5;PSMD13;CCNA2;PSMD3;PSMD11;PSMD4;BUB1B"
