Gene1	Gene2	EdgeWeight
WNT4	DHH	34.150502681794016
WNT4	PGD2	33.54784378578912
DKK1	WNT4	33.54392325047248
FOXL2	DKK1	33.37044454628152
DMRT1	CTNNB1	33.356025340900864
WNT4	WT1pKTS	33.27465329744156
SOX9	RSPO1	33.23102561596755
DMRT1	AMH	33.15813456690761
DMRT1	DHH	33.009664818955024
UGR	NR5A1	32.93358923271633
DMRT1	NR5A1	32.77468408045004
CBX2	CTNNB1	32.76922811693139
NR5A1	FGF9	32.71820009303969
CBX2	FOXL2	32.66757945516902
UGR	DMRT1	31.886408336871945
NR5A1	WT1mKTS	31.24293658759238
GATA4	NR0B1	31.021357109699306
NR5A1	WNT4	30.66852507153651
DKK1	NR5A1	30.560533599890256
WT1mKTS	UGR	30.285141264399382
SRY	CBX2	30.274922560817927
NR0B1	FOXL2	30.259136344288464
FGF9	SRY	30.050546858676807
NR0B1	GATA4	29.86620081745588
CBX2	GATA4	29.818624385068286
WT1mKTS	NR0B1	29.762841251574827
RSPO1	WT1mKTS	29.719459594049923
SOX9	CBX2	29.572858339160533
WNT4	FGF9	29.49352949692504
SRY	GATA4	28.7148594198346
DHH	SRY	28.510234510843592
SRY	SOX9	28.109792820633704
NR5A1	SOX9	28.031361193401644
WT1mKTS	CBX2	27.98713199193875
DHH	NR0B1	27.908574414305722
SRY	RSPO1	27.71910750332586
SRY	AMH	27.456968349804807
NR5A1	PGD2	27.325748975223345
DHH	CBX2	27.24308315284848
CBX2	DKK1	27.17228630666642
DKK1	RSPO1	26.933921083745698
DHH	NR5A1	26.832358055490328
FOXL2	UGR	26.472817785455646
GATA4	UGR	26.47136716530849
NR5A1	SRY	26.340101843373514
NR5A1	AMH	25.968504281211217
FOXL2	NR0B1	25.75825067240342
CBX2	WT1pKTS	25.532102464940053
DMRT1	FOXL2	25.224724371088534
SRY	WNT4	25.143672497126488
RSPO1	SOX9	25.11924680529114
FGF9	CBX2	24.919020391977273
NR0B1	SOX9	24.87137420673778
SRY	WT1mKTS	24.8012066929305
DKK1	FOXL2	24.70421206486512
UGR	CTNNB1	24.582485713254357
NR5A1	DHH	24.501857227073216
NR0B1	SRY	24.498755738780346
FOXL2	DMRT1	24.492418307698674
WNT4	AMH	24.457186451827024
SRY	DHH	23.835393122856768
RSPO1	GATA4	23.651955582151732
RSPO1	DKK1	23.545362023379827
NR5A1	DKK1	23.52100263718027
SOX9	WT1pKTS	23.28560163891983
SOX9	CTNNB1	22.960928229657373
CTNNB1	WT1mKTS	22.878830974917914
DKK1	DHH	22.774349003635674
RSPO1	DMRT1	22.705474139037765
WT1pKTS	UGR	22.58097173336465
NR5A1	GATA4	22.387369378725086
WT1mKTS	WT1pKTS	22.38195022228935
CTNNB1	AMH	22.206896114360962
GATA4	WNT4	21.729836982029983
WT1pKTS	WNT4	21.678810691695706
AMH	CBX2	21.45703887559323
RSPO1	AMH	21.3732886362182
PGD2	CBX2	20.847596821942275
WNT4	SRY	20.845117546659672
GATA4	WT1pKTS	20.74623330680534
FGF9	UGR	20.693541164303387
DMRT1	RSPO1	20.365434233394872
NR5A1	DMRT1	20.248358814967972
SRY	FGF9	20.199638467294047
GATA4	CBX2	20.06898548153134
RSPO1	FGF9	20.015925622420138
CBX2	SRY	19.734786528476032
CBX2	WNT4	19.69714839728073
WT1pKTS	DHH	19.550203795995692
WT1mKTS	WNT4	19.475109755482592
AMH	NR5A1	19.474100509306194
FOXL2	WT1mKTS	19.412693737905094
PGD2	RSPO1	19.216613429227255
PGD2	UGR	18.98796508714821
SRY	NR0B1	18.91385963859591
AMH	RSPO1	18.784600743327136
CTNNB1	PGD2	18.778264822523962
DMRT1	NR0B1	18.06488420913282
CTNNB1	GATA4	17.970016297012144
DHH	WNT4	17.963747694782175
FGF9	CTNNB1	17.651080918853875
SRY	PGD2	17.555569667093977
FGF9	WT1pKTS	17.511913932166276
NR0B1	DKK1	17.49171419619642
WT1pKTS	NR0B1	17.485584708860408
CTNNB1	SOX9	17.40383541839261
CBX2	FGF9	17.084711819617688
UGR	FOXL2	16.66887993103628
DKK1	NR0B1	16.022245816140508
NR0B1	WT1pKTS	16.018232455800884
DKK1	WT1mKTS	15.982915812346725
DMRT1	GATA4	15.951897286709556
CBX2	AMH	15.872641459558736
CBX2	SOX9	15.74007715137882
SOX9	UGR	15.670303595179751
FGF9	RSPO1	15.062386563790312
AMH	CTNNB1	14.789521631657125
DHH	WT1pKTS	14.77132818971491
SOX9	FOXL2	14.620336433952188
GATA4	SRY	14.615954544806945
RSPO1	PGD2	14.604662602524945
UGR	AMH	14.584471033673465
SOX9	WT1mKTS	14.477280910959857
NR0B1	DMRT1	14.268937028209738
WT1mKTS	SRY	14.24899633044626
WT1mKTS	NR5A1	14.09764900224003
CBX2	PGD2	14.061242226297693
DKK1	GATA4	13.77079748384172
DHH	WT1mKTS	13.762411166440016
DHH	RSPO1	13.33023488534092
GATA4	NR5A1	13.298924322563016
FOXL2	GATA4	13.129847781655025
DMRT1	WT1mKTS	12.983491483101945
DHH	CTNNB1	12.87148417891633
FOXL2	FGF9	12.861940908909462
WT1mKTS	RSPO1	12.549792922350367
CTNNB1	FGF9	12.50527886084703
WT1pKTS	SOX9	12.450530786854912
AMH	WT1pKTS	12.156683041249261
CTNNB1	DHH	12.134827881326654
AMH	WT1mKTS	11.46962711067126
UGR	DHH	11.403051984055333
PGD2	WT1mKTS	11.325866462364898
UGR	WT1pKTS	11.290781583466892
WT1pKTS	PGD2	11.037047749411762
CBX2	DHH	10.918424657523248
AMH	UGR	10.753757549415557
WT1mKTS	DKK1	10.618646693687683
PGD2	WT1pKTS	10.560831660231726
WT1mKTS	CTNNB1	10.513270313403787
FOXL2	PGD2	10.468695278951287
UGR	PGD2	10.43905891140801
PGD2	CTNNB1	10.429658681289185
AMH	FOXL2	10.331550757993957
WT1mKTS	DMRT1	10.246279562292855
WT1mKTS	FOXL2	10.13395310873303
RSPO1	DHH	9.951595732193717
GATA4	RSPO1	9.692075466202043
PGD2	GATA4	9.638343987400363
FGF9	GATA4	9.631627550836573
DHH	UGR	9.481728164244464
FOXL2	SOX9	9.443468060933458
FGF9	WT1mKTS	9.310432067716595
WT1pKTS	FGF9	8.784703359303002
AMH	GATA4	8.544828229820766
SOX9	GATA4	8.515085780967441
FGF9	FOXL2	8.473830517288883
WT1mKTS	PGD2	8.20872862560135
UGR	FGF9	8.208705608801408
GATA4	DMRT1	7.997629409697218
GATA4	FOXL2	7.593307612826918
DHH	FOXL2	7.473534164251117
GATA4	CTNNB1	7.2084020314311275
FOXL2	AMH	7.033782783138998
PGD2	FOXL2	6.868257887947036
UGR	SOX9	6.726861010250343
DHH	GATA4	6.722748364778773
GATA4	DKK1	6.347257588125527
WT1mKTS	FGF9	6.2260726101959945
WT1pKTS	AMH	5.797613493467988
FOXL2	DHH	5.78602593129058
GATA4	SOX9	5.455955327914907
GATA4	DHH	4.399102839633128
WT1mKTS	AMH	4.069453576617819
WT1mKTS	SOX9	3.684681430603905
GATA4	PGD2	3.593540809665895
WT1mKTS	DHH	3.562025227548081
GATA4	AMH	2.6484081343234798
GATA4	FGF9	2.4505400876559267
