"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Reactome_2016.3","Unblocking of NMDA receptor, glutamate binding and activation_Homo sapiens_R-HSA-438066","2/17",0.000291692862053019,0.14876335964704,0,0,78.4313725490196,638.416404043489,"CAMK2B;GRIA2"
"KEGG_2019_Mouse.16","Circadian entrainment","2/99",0.00964093370032776,0.182575181949957,0,0,13.4680134680135,62.514980716088,"CAMK2B;GRIA2"
"KEGG_2019_Mouse.17","Pancreatic secretion","2/105",0.0107911299821826,0.192336022623608,0,0,12.6984126984127,57.5115019714026,"ATP2B1;ATP1B1"
"BioPlanet_2019.9","Calcium regulation in the cardiac cell","3/149",0.00141954603460089,0.238168279138595,0,0,13.4228187919463,88.0190356030202,"CAMK2B;ATP2B1;ATP1B1"
"BioPlanet_2019.6","Hypothetical network for drug addiction","2/32",0.00104905815249561,0.264012968378061,0,0,41.6666666666667,285.827604790793,"CAMK2B;GRIA2"
"BioPlanet_2019.8","Activation of NMDA receptor upon glutamate binding and postsynaptic events","2/37",0.00140207172424095,0.264641037950479,0,0,36.036036036036,236.749705699503,"CAMK2B;GRIA2"
"Reactome_2016.6","Cardiac conduction_Homo sapiens_R-HSA-5576891","3/135",0.00106858412075418,0.272488950792316,0,0,14.8148148148148,101.354381606081,"CAMK2B;ATP2B1;ATP1B1"
"BioPlanet_2019.5","Glutamate binding and activation of AMPA receptors and synaptic plasticity","2/30",0.000921756223592396,0.278370379524904,0,0,44.4444444444444,310.632434175192,"CAMK2B;GRIA2"
"BioPlanet_2019.7","Ion transport by P-type ATPases","2/36",0.00132751939454004,0.286364897965066,0,0,37.037037037037,245.349747967848,"ATP2B1;ATP1B1"
"KEGG_2019_Mouse.18","Dopaminergic synapse","2/135",0.0173873450008124,0.292686974180343,0,0,9.87654320987654,40.0198778881543,"CAMK2B;GRIA2"
"Reactome_2016.5","Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity_Homo sapiens_R-HSA-399721","2/31",0.000984408363070054,0.301228959099436,0,0,43.010752688172,297.783644898152,"CAMK2B;GRIA2"
"Reactome_2016.7","Activation of NMDA receptor upon glutamate binding and postsynaptic events_Homo sapiens_R-HSA-442755","2/39",0.00155706106727935,0.340329061848201,0,0,34.1880341880342,221.024108231873,"CAMK2B;GRIA2"
"Reactome_2016.4","Trafficking of AMPA receptors_Homo sapiens_R-HSA-399719","2/31",0.000984408363070054,0.376536198874296,0,0,43.010752688172,297.783644898152,"CAMK2B;GRIA2"
"KEGG_2019_Mouse.19","Cushing syndrome","2/159",0.0236173566502386,0.376634687632752,0,0,8.38574423480084,31.411097576361,"CAMK2B;PBX1"
"KEGG_2019_Mouse.22","Necroptosis","2/176",0.028505412077015,0.392597266333434,0,0,7.57575757575758,26.9519796386109,"CAMK2B;FTH1"
"KEGG_2019_Mouse.25","Huntington disease","2/192",0.0334441341475366,0.405342905868143,0,0,6.94444444444444,23.5963810388414,"ATP6;CYTB"
"KEGG_2019_Mouse.21","Alzheimer disease","2/175",0.0282074387529383,0.406993044863824,0,0,7.61904761904762,27.1860537162528,"ATP6;CYTB"
"KEGG_2019_Mouse.24","Proximal tubule bicarbonate reclamation","1/22",0.0325020152689228,0.41033794277015,0,0,30.3030303030303,103.831914645283,"ATP1B1"
"KEGG_2019_Mouse.20","cGMP-PKG signaling pathway","2/172",0.0273212378649421,0.413916753653873,0,0,7.75193798449612,27.907681670247,"ATP2B1;ATP1B1"
"KEGG_2019_Mouse.23","Calcium signaling pathway","2/189",0.0324939636407943,0.428072651441768,0,0,7.05467372134039,24.1742570795525,"CAMK2B;ATP2B1"
"BioPlanet_2019.10","Ion channel transport","2/61",0.0037674899954355,0.568890989310761,0,0,21.8579234972678,121.996640064671,"ATP2B1;ATP1B1"
"Reactome_2016.9","Ion channel transport_Homo sapiens_R-HSA-983712","3/203",0.00341815228847673,0.581085889041044,0,0,9.85221674876847,55.9473412850388,"CAMK2B;ATP2B1;ATP1B1"
"Reactome_2016.8","Muscle contraction_Homo sapiens_R-HSA-397014","3/196",0.00309672063507248,0.592247821457612,0,0,10.2040816326531,58.9531794599338,"CAMK2B;ATP2B1;ATP1B1"
"BioPlanet_2019.11","Long-term potentiation","2/70",0.00493045637914282,0.676817193864151,0,0,19.047619047619,101.18711854053,"CAMK2B;GRIA2"
"BioPlanet_2019.12","Gastric acid secretion","2/74",0.00549391086102872,0.691317116679447,0,0,18.018018018018,93.7678363283988,"CAMK2B;ATP1B1"
"BioPlanet_2019.13","Cardiac muscle contraction","2/80",0.00639183616065611,0.74243635404544,0,0,16.6666666666667,84.2122283797345,"CYTB;ATP1B1"
"BioPlanet_2019.15","Salivary secretion","2/89",0.00785517246635444,0.79075402827968,0,0,14.9812734082397,72.60798578673,"ATP2B1;ATP1B1"
"BioPlanet_2019.14","FOSB gene expression and drug abuse","1/5",0.00747819282854126,0.806576512221236,0,0,133.333333333333,652.768548886432,"GRIA2"
"BioPlanet_2019.16","Metabolism","7/1615",0.0086140492847348,0.812950901246847,0,0,2.88957688338493,13.7380909788576,"ATP6;ND1;CYTB;ND3;ND2;PISD;ND4"
"BioPlanet_2019.17","Pancreatic secretion","2/101",0.0100178506582506,0.889820852585788,0,0,13.2013201320132,60.7707816699611,"ATP2B1;ATP1B1"
"BioPlanet_2019.18","Prolactin regulation of apoptosis","2/118",0.0134799084994333,1,0,0,11.2994350282486,48.6616379818857,"FTH1;ND4"
"BioPlanet_2019.19","Reduction of cytosolic calcium levels","1/10",0.0149023554252654,1,0,0,66.6666666666667,280.415733086122,"ATP2B1"
"BioPlanet_2019.20","Signal-dependent regulation of myogenesis by corepressor MITR","1/10",0.0149023554252654,1,0,0,66.6666666666667,280.415733086122,"CAMK2B"
"BioPlanet_2019.21","Iron metabolism in placenta","1/12",0.0178569680089386,1,0,0,55.5555555555556,223.63119346014,"FTH1"
"BioPlanet_2019.22","Phosphatidylethanolamine biosynthesis","1/12",0.0178569680089386,1,0,0,55.5555555555556,223.63119346014,"PISD"
"BioPlanet_2019.23","Calcium signaling by HBx of hepatitis B virus","1/15",0.0222728330244506,1,0,0,44.4444444444444,169.083893031578,"CAMK2B"
"BioPlanet_2019.24","GluR2-containing AMPA receptor trafficking","1/16",0.0237405188646142,1,0,0,41.6666666666667,155.857168079406,"GRIA2"
"BioPlanet_2019.25","Transmembrane transport of small molecules","3/432",0.0263892723047159,1,0,0,4.62962962962963,16.8277671458673,"FTH1;ATP2B1;ATP1B1"
"BioPlanet_2019.26","Alzheimer's disease","2/169",0.0264467050992696,1,0,0,7.88954635108481,28.6597530520987,"ATP6;CYTB"
"BioPlanet_2019.27","Platelet calcium homeostasis","1/19",0.0281308104264749,1,0,0,35.0877192982456,125.294380591355,"ATP2B1"
"BioPlanet_2019.28","Ras activation upon calcium influx through NMDA receptor","1/19",0.0281308104264749,1,0,0,35.0877192982456,125.294380591355,"CAMK2B"
"BioPlanet_2019.29","Calcineurin in effects in keratinocyte differentiation","1/19",0.0281308104264749,1,0,0,35.0877192982456,125.294380591355,"CAMK2B"
"BioPlanet_2019.30","Calcium signaling pathway","2/178",0.0291051928134294,1,0,0,7.49063670411985,26.4931735844765,"CAMK2B;ATP2B1"
"BioPlanet_2019.31","Huntington's disease","2/184",0.0309349043297654,1,0,0,7.2463768115942,25.1874648016311,"ATP6;CYTB"
"BioPlanet_2019.32","PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase","1/21",0.0310470628007074,1,0,0,31.7460317460317,110.230192725953,"CAMK2B"
"BioPlanet_2019.33","Nitric oxide signaling pathway","1/22",0.0325020152689228,1,0,0,30.3030303030303,103.831914645283,"CAMK2B"
"BioPlanet_2019.34","Transmission across chemical synapses","2/190",0.0328094674729436,1,0,0,7.01754385964912,23.9792151773577,"CAMK2B;GRIA2"
"BioPlanet_2019.35","Proximal tubule bicarbonate reclamation","1/23",0.0339548558617346,1,0,0,28.9855072463768,98.0499537798404,"ATP1B1"
"BioPlanet_2019.36","Ck1/Cdk5 regulation by type 1 glutamate receptors","1/25",0.0368542132262459,1,0,0,26.6666666666667,88.0209421969235,"CAMK2B"
"BioPlanet_2019.37","Basigin interactions","1/25",0.0368542132262459,1,0,0,26.6666666666667,88.0209421969235,"ATP1B1"
"BioPlanet_2019.38","PGC-1a regulation","1/26",0.0383007358905154,1,0,0,25.6410256410256,83.6483633109883,"CAMK2B"
"BioPlanet_2019.39","Stathmin and breast cancer resistance to antimicrotubule agents","1/31",0.0455019066193127,1,0,0,21.505376344086,66.4516354877852,"CAMK2B"
"BioPlanet_2019.40","Ras family activation regulation","1/31",0.0455019066193127,1,0,0,21.505376344086,66.4516354877852,"CAMK2B"
"BioPlanet_2019.41","N-cadherin signaling events","1/34",0.0497975604232895,1,0,0,19.6078431372549,58.8193977183451,"GRIA2"
"Reactome_2016.10","Transmembrane transport of small molecules_Homo sapiens_R-HSA-382551","4/594",0.0114366115672435,1,0,0,4.48933782267116,20.0715399711714,"CAMK2B;FTH1;ATP2B1;ATP1B1"
"Reactome_2016.11","Reduction of cytosolic Ca++ levels_Homo sapiens_R-HSA-418359","1/12",0.0178569680089386,1,0,0,55.5555555555556,223.63119346014,"ATP2B1"
"Reactome_2016.12","Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell_Homo sapiens_R-HSA-112314","2/142",0.0191203122992009,1,0,0,9.38967136150235,37.1549674915686,"CAMK2B;GRIA2"
"Reactome_2016.13","Synthesis of PE_Homo sapiens_R-HSA-1483213","1/13",0.0193310605643027,1,0,0,51.2820512820513,202.36113441195,"PISD"
"Reactome_2016.14","CREB phosphorylation through the activation of CaMKII_Homo sapiens_R-HSA-442729","1/15",0.0222728330244506,1,0,0,44.4444444444444,169.083893031578,"CAMK2B"
"Reactome_2016.15","Ras activation uopn Ca2+ infux through NMDA receptor_Homo sapiens_R-HSA-442982","1/17",0.0252060750668781,1,0,0,39.2156862745098,144.340009389646,"CAMK2B"
"Reactome_2016.16","Trafficking of GluR2-containing AMPA receptors_Homo sapiens_R-HSA-416993","1/17",0.0252060750668781,1,0,0,39.2156862745098,144.340009389646,"GRIA2"
"Reactome_2016.17","Scavenging by Class A Receptors_Homo sapiens_R-HSA-3000480","1/19",0.0281308104264749,1,0,0,35.0877192982456,125.294380591355,"FTH1"
"Reactome_2016.18","Basigin interactions_Homo sapiens_R-HSA-210991","1/25",0.0368542132262459,1,0,0,26.6666666666667,88.0209421969235,"ATP1B1"
"Reactome_2016.19","Transmission across Chemical Synapses_Homo sapiens_R-HSA-112315","2/211",0.0397108506191021,1,0,0,6.31911532385466,20.3862926590218,"CAMK2B;GRIA2"
"Reactome_2016.20","CREB phosphorylation through the activation of Ras_Homo sapiens_R-HSA-442742","1/27",0.0397451584744872,1,0,0,24.6913580246914,79.6362282638003,"CAMK2B"
"Reactome_2016.21","Platelet calcium homeostasis_Homo sapiens_R-HSA-418360","1/27",0.0397451584744872,1,0,0,24.6913580246914,79.6362282638003,"ATP2B1"
"Reactome_2016.22","HSF1-dependent transactivation_Homo sapiens_R-HSA-3371571","1/34",0.0497975604232895,1,0,0,19.6078431372549,58.8193977183451,"CAMK2B"
