Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Tumor suppressor Arf inhibits ribosomal biogenesis	3/24	4.382232175732551E-4	0.028770306892852836	0	0	20.0	154.65564296483967	MYC;POLR1D;HSPA1A
PERK-regulated gene expression	3/28	6.964849565045396E-4	0.04382051184674395	0	0	17.142857142857142	124.61938909163959	HSPA5;DDIT3;HERPUD1
Gene expression	15/968	0.0010510564238246022	0.06348380799900598	0	0	2.4793388429752063	17.003205378550216	EIF4A2;H3F3A;YBX1;EEF2;EEF1B2;EEF1A1;EEF1D;MYC;POLR1D;POLR2F;SNRPE;SRSF5;SEC61B;HNRNPA1;HSPA1A
HIV factor interactions with host	5/128	0.0012615767199064469	0.07326849411764365	0	0	6.25	41.72120609573911	HMGA1;AP1S1;SLC25A5;RBX1;SLC25A6
Unfolded protein response	4/79	0.0015217005790957596	0.08510251386794804	0	0	8.101265822784809	52.560419382115235	HSPA5;DDIT3;HDGF;HERPUD1
FRA pathway	3/37	0.0015856484609508264	0.085511756286991	0	0	12.972972972972974	83.63366700574527	FOSL1;LIF;FOSL2
HIV infection	6/200	0.0016245281501544254	0.0845875002321787	0	0	4.8	30.82818179760698	HMGA1;AP1S1;POLR2F;SLC25A5;RBX1;SLC25A6
Diabetes pathways	5/137	0.001703848138573755	0.08576035630821233	0	0	5.83941605839416	37.22549474511996	HSPA5;MYC;DDIT3;HDGF;HERPUD1
Messenger RNA processing	6/203	0.0017516572754496455	0.08532266083641822	0	0	4.7290640394088665	30.016281811102704	POLR2F;SNRPE;SRSF5;YBX1;HNRNPA1;PPM1G
Capped intron-containing pre-mRNA processing	5/138	0.0017591926466860015	0.0830119030154957	0	0	5.797101449275362	36.77043651392312	POLR2F;SNRPE;SRSF5;YBX1;HNRNPA1
Protein metabolism	9/442	0.0018529078278016824	0.08478457030244062	0	0	3.257918552036199	20.4955625974905	EIF4A2;EEF1B2;EEF1A1;EEF1D;VDAC1;SEC61B;EEF2;PFDN4;SLC25A6
Nuclear signaling by ErbB4	3/40	0.0019889567000972498	0.08833307697490726	0	0	11.999999999999998	74.64174058838285	EREG;RBX1;HBEGF
Activation of chaperones by ATF6 alpha	2/12	0.002454842331423076	0.10590891201282414	0	0	26.666666666666664	160.25847315335972	HSPA5;DDIT3
Thymic stromal lymphopoietin (TSLP) pathway	4/90	0.0024551300596033754	0.10297906638891935	0	0	7.111111111111111	42.73475940767093	CLDN4;PDCD6;MYC;CLDN1
PI3K events in ERBB2 signaling	3/44	0.002618214810749496	0.10685146930356051	0	0	10.909090909090908	64.85740978243713	RICTOR;EREG;HBEGF
Signaling by ERBB4	4/93	0.002765460062570891	0.10989064985479068	0	0	6.881720430107527	40.53710637377284	RICTOR;EREG;RBX1;HBEGF
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	3/47	0.0031622571369851952	0.12243610966276013	0	0	10.212765957446807	58.78947291070512	HSP90AB1;TXNIP;TXN
TSH regulation of gene expression	4/97	0.0032196556527552037	0.12154200089150895	0	0	6.597938144329897	37.86214179155437	PPP1R15A;VMP1;MYC;ARHGAP29
Sema3A/PAK-dependent axon repulsion	2/15	0.0038578467913376597	0.14208167451024062	0	0	21.333333333333332	118.56311631416692	HSP90AB1;CFL1
Eukaryotic protein translation	2/17	0.004956206857340974	0.1781874370139255	0	0	18.823529411764703	99.89862733773012	EIF4A2;EEF2
Bone remodeling	2/18	0.005553037815703366	0.19500202562121122	0	0	17.777777777777775	92.32729149842963	FOSL1;FOSL2
Nucleotide di- and triphosphate biosynthesis and interconversion	2/18	0.005553037815703366	0.19057016140254734	0	0	17.777777777777775	92.32729149842963	NME4;TXN
Transcription	5/181	0.00562296255883643	0.18868163252984466	0	0	4.41988950276243	22.898990533783824	H3F3A;POLR1D;POLR2F;SNRPE;SRSF5
Clathrin derived vesicle budding	3/61	0.006588222996882166	0.2162655809846102	0	0	7.868852459016393	39.52108814391873	VAMP8;AP1S1;FTL
Spliceosome	4/127	0.008325097503145668	0.26746589850531827	0	0	5.039370078740157	24.130925511028135	SNRPE;SRSF5;HNRNPA1;HSPA1A
Messenger RNA splicing: major pathway	3/68	0.008889101045073762	0.2796363037096121	0	0	7.0588235294117645	33.33832485429531	YBX1;SRSF5;HNRNPA1
RNA polymerase III transcription termination	2/23	0.008997377180866087	0.27726611312464877	0	0	13.91304347826087	65.54187364822897	POLR1D;POLR2F
AP-1 transcription factor network	3/70	0.009622229454816764	0.2905913295354663	0	0	6.857142857142857	31.8423722680795	FOSL1;MYC;FOSL2
Adipogenesis	4/133	0.009753505505526923	0.2887802610459932	0	0	4.81203007518797	22.28031768812101	DDIT3;HMGA1;LIF;MIF
Protein export	2/24	0.00977548477121795	0.28386503854882894	0	0	13.333333333333332	61.705034418359	HSPA5;SEC61B
Lysosome vesicle biogenesis	2/24	0.00977548477121795	0.2785090944252661	0	0	13.333333333333332	61.705034418359	VAMP8;AP1S1
SHC1 events in ERBB2 signaling	2/25	0.010582423915607223	0.29591592801049826	0	0	12.799999999999999	58.22157792304176	EREG;HBEGF
Myc repressed pathway	3/73	0.010786285949095274	0.2961325778751612	0	0	6.575342465753424	29.782880687895776	MYC;DDIT3;DKK1
RANKL regulation of apoptosis and immune response	3/74	0.0111916121084404	0.30177382649544654	0	0	6.486486486486487	29.141128865839043	ITGA3;TXNIP;TXN
Interleukin-9 regulation of target genes	2/26	0.011417809805945029	0.3024718036311753	0	0	12.307692307692308	55.047149279590144	MYC;PIM1
EGF/EGFR signaling pathway	4/141	0.011893256372471234	0.309634777972958	0	0	4.539007092198581	20.11589778557221	ERRFI1;NDUFA13;CFL1;RICTOR
RNA polymerase III transcription initiation from type 2 promoter	2/27	0.012281261243523085	0.31431702504609926	0	0	11.851851851851851	52.14436331152437	POLR1D;POLR2F
TWEAK regulation of gene expression	2/27	0.012281261243523085	0.30907840796199765	0	0	11.851851851851851	52.14436331152437	TNFRSF12A;F3
RNA polymerase III transcription initiation From type 3 promoter	2/28	0.013172400621523325	0.3260709006311512	0	0	11.428571428571427	49.48150286056281	POLR1D;POLR2F
Cardiac muscle contraction	3/80	0.013807454270563697	0.3362783217508255	0	0	5.999999999999999	25.69528000873034	TPM4;UQCRB;COX6C
RNA polymerase	2/29	0.01409085389142898	0.3377331646993295	0	0	11.034482758620689	47.03149630070503	POLR1D;POLR2F
MAPK signaling pathway	6/314	0.0141259243306815	0.33328352717701665	0	0	3.057324840764331	13.023419815797428	DUSP4;HSPA5;MYC;DDIT3;H3F3A;HSPA1A
Antigen processing and presentation	3/81	0.014274321518022938	0.3316034691109944	0	0	5.925925925925926	25.180995875289206	HSP90AB1;HSPA5;HSPA1A
Tight junction interactions	2/30	0.015036250528480738	0.3440111863334229	0	0	10.666666666666666	44.77110710942807	CLDN4;CLDN1
Wnt signaling pathway	5/231	0.015088439310794422	0.3400528859596952	0	0	3.4632034632034627	14.52407424050502	FOSL1;MYC;DKK1;SOX4;RBX1
Response to elevated platelet cytosolic calcium	3/83	0.01523473824220054	0.33830080508415905	0	0	5.783132530120481	24.19765039828982	HSPA5;TMSB4X;CFL1
Small cell lung cancer	3/84	0.015728325056448896	0.34419957732228745	0	0	5.7142857142857135	23.727383133814225	TRAF4;ITGA3;MYC
Cell junction organization	3/84	0.015728325056448896	0.3392824405033976	0	0	5.7142857142857135	23.727383133814225	CLDN4;CLDN1;FERMT2
Interleukin-2 signaling pathway	11/847	0.01716030372466527	0.3649585721724586	0	0	2.0779220779220777	8.447078411441844	DUSP4;PTP4A1;STK17A;MYC;PIM1;LIF;DDX21;TXN;GAPDH;S100A11;FOSL2
Prion diseases	2/35	0.02015465928055242	0.4226879932449188	0	0	9.142857142857142	35.696638057278584	HSPA5;HSPA1A
Fc gamma receptor-mediated phagocytosis	3/94	0.02115800004221252	0.4376517816950809	0	0	5.106382978723404	19.688870769816738	MARCKSL1;CFL1;ASAP1
RNA polymerase I, RNA polymerase III, and mitochondrial transcription	3/95	0.021750545042616663	0.4438286893831238	0	0	5.052631578947368	19.342062125460757	H3F3A;POLR1D;POLR2F
Striated muscle contraction	2/38	0.023526063737922986	0.47365808325684944	0	0	8.421052631578947	31.575969492151483	TPM4;ACTG1
ERBB4 signaling events	2/38	0.023526063737922986	0.46742574005610144	0	0	8.421052631578947	31.575969492151483	EREG;HBEGF
Pyrimidine metabolism	3/100	0.02484876306512575	0.4872939250433751	0	0	4.8	17.735747057902298	POLR1D;POLR2F;NME4
Dilated cardiomyopathy	3/100	0.02484876306512575	0.4810465670299985	0	0	4.8	17.735747057902298	TPM4;ITGA3;ACTG1
RNA polymerase II transcription	3/101	0.0254954941060166	0.48731893797576037	0	0	4.752475247524752	17.43803664549474	POLR2F;SNRPE;SRSF5
Signaling by ERBB2	3/102	0.026151245270693374	0.49360475448433744	0	0	4.705882352941176	17.147569267345002	RICTOR;EREG;HBEGF
Hemostasis pathway	7/468	0.027749080708420165	0.5172976774038821	0	0	2.393162393162393	8.578416399569392	HSPA5;ITGA3;TMSB4X;CFL1;H3F3A;MAFF;F3
Eukaryotic transcription initiation	2/42	0.028352414026816257	0.5220993314694213	0	0	7.619047619047619	27.146995059625052	POLR1D;POLR2F
Messenger RNA splicing: minor pathway	2/42	0.028352414026816257	0.5158089780782235	0	0	7.619047619047619	27.146995059625052	POLR2F;SNRPE
TGF-beta signaling pathway	4/185	0.028941518278053222	0.5202582452364329	0	0	3.4594594594594597	12.255059359810593	PPP1R15A;MYC;LIF;RBX1
Cleavage of growing transcript in the termination region	2/43	0.029615910540003634	0.526117940181241	0	0	7.441860465116279	26.191207767962347	SNRPE;SRSF5
APOBEC3G-mediated resistance to HIV-1 infection	1/5	0.030864668306959317	0.541926152831495	0	0	32.0	111.30058143261216	HMGA1
Coenzyme A biosynthesis	1/5	0.030864668306959317	0.5356971165920525	0	0	32.0	111.30058143261216	COASY
Extrinsic pathway	1/5	0.030864668306959317	0.529609649358052	0	0	32.0	111.30058143261216	F3
Gastrin pathway	2/44	0.030901517771472434	0.5242841779204873	0	0	7.2727272727272725	25.286908927031625	FOSL1;HBEGF
RNA polymerase III transcription	2/45	0.03220891476401382	0.5403940143740097	0	0	7.111111111111111	24.430307617593296	POLR1D;POLR2F
Wnt interactions in lipid metabolism and immune response	2/45	0.03220891476401382	0.5344556186116579	0	0	7.111111111111111	24.430307617593296	MYC;DKK1
mTOR signaling pathway	3/113	0.033957362555601965	0.5573436680321627	0	0	4.2477876106194685	14.368776993207257	EIF4A2;RICTOR;EEF2
Regulation of transcription by NOTCH1 intracellular domain	2/47	0.03488780969720498	0.5664579854062314	0	0	6.8085106382978715	22.84675951070115	MYC;RBX1
Delta Np63 pathway	2/47	0.03488780969720498	0.560431836625314	0	0	6.8085106382978715	22.84675951070115	ITGA3;FOSL2
Fas signaling pathway	3/115	0.035492680238558116	0.5641468122128711	0	0	4.173913043478261	13.93431148893535	PDCD6;PAWR;ACTG1
Activation of chaperones by IRE1 alpha	2/48	0.03625868108239754	0.5703188378585446	0	0	6.666666666666666	22.113842988111063	HSPA5;HDGF
Presenilin action in Notch and Wnt signaling	2/48	0.03625868108239754	0.5644392622105184	0	0	6.666666666666666	22.113842988111063	MYC;DKK1
CXCR4 signaling pathway	3/116	0.03627361515809038	0.5589097845787396	0	0	4.137931034482758	13.724129615783312	ITGA3;CFL1;RICTOR
Jak-STAT signaling pathway	4/199	0.03637260989750605	0.5547741509619609	0	0	3.21608040201005	10.65789511697481	PTP4A1;MYC;PIM1;LIF
Influenza factor interactions with host	1/6	0.036923260264756785	0.5575412299978274	0	0	26.666666666666664	87.97102845467295	SLC25A6
Leukocyte transendothelial migration	3/117	0.037063375176881665	0.554115807099914	0	0	4.102564102564102	13.518465595739457	CLDN4;CLDN1;ACTG1
Ceramide signaling pathway	2/49	0.03765008910712701	0.5573689661937431	0	0	6.530612244897958	21.416620133981215	MYC;PAWR
Interleukin-1 regulation of extracellular matrix	3/120	0.03948539909834612	0.5788636178495402	0	0	4.0	12.927297273958997	FOSL1;LIF;HBEGF
Signaling events mediated by PTP1B	2/52	0.041944490298468085	0.6090017341412193	0	0	6.153846153846154	19.516358119516088	YBX1;TXN
Mitochondrial protein import	2/52	0.041944490298468085	0.6032017176255887	0	0	6.153846153846154	19.516358119516088	VDAC1;SLC25A6
Wnt/LRP6 signaling	1/7	0.042944279518732656	0.61175341578572	0	0	22.857142857142854	71.95089894266827	DKK1
Internal ribosome entry pathway	1/7	0.042944279518732656	0.6060360941428627	0	0	22.857142857142854	71.95089894266827	EIF4A2
Oncostatin M	5/311	0.04580619079992403	0.6404384084063452	0	0	2.5723472668810285	7.931411001138679	CLDN4;HSPA5;MYC;F3;FOSL2
RNA polymerase I transcription	2/55	0.04641289087325389	0.6429675708129667	0	0	5.8181818181818175	17.862854038054653	H3F3A;POLR1D
TAp63 pathway	2/55	0.04641289087325389	0.6371224110783034	0	0	5.8181818181818175	17.862854038054653	TRAF4;ITGA3
Vibrio cholerae infection	2/55	0.04641289087325389	0.6313825695370574	0	0	5.8181818181818175	17.862854038054653	SEC61B;ACTG1
Cell-cell communication	3/129	0.047220689533388704	0.636636082101937	0	0	3.7209302325581395	11.359714027388582	CLDN4;CLDN1;FERMT2
Immune system	11/998	0.048101311155983435	0.6427697331463273	0	0	1.7635270541082164	5.3513273388536495	EIF4A2;DUSP4;HSP90AB1;HSPA5;AP1S1;TXNIP;RICTOR;TXN;SEC61B;DYNLL1;RBX1
Binding of RNA by insulin-like growth factor 2 mRNA binding proteins (IGF2BPs/IMPs/VICKZs)	1/8	0.0489279568229514	0.648080831602251	0	0	20.0	60.348126633936175	MYC
Integration of provirus	1/8	0.0489279568229514	0.6424453461100575	0	0	20.0	60.348126633936175	HMGA1
Pathogenic Escherichia coli infection	2/57	0.049484598939681816	0.6441529689562029	0	0	5.614035087719298	16.876316016005283	CLDN1;ACTG1
Acute myeloid leukemia	2/57	0.049484598939681816	0.6386473880249534	0	0	5.614035087719298	16.876316016005283	MYC;PIM1
Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha	2/57	0.049484598939681816	0.6332351220247419	0	0	5.614035087719298	16.876316016005283	MYC;HSPA1A
Tight junction	3/133	0.050880841489618356	0.6456308457926363	0	0	3.6090225563909772	10.748639355341885	CLDN4;CLDN1;ACTG1
Membrane trafficking	3/133	0.050880841489618356	0.6402505887443642	0	0	3.6090225563909772	10.748639355341885	VAMP8;AP1S1;FTL
Nucleotide excision repair	2/58	0.0510474287390955	0.6370381602978034	0	0	5.517241379310344	16.413793672499448	POLR2F;RBX1
Pathways in cancer	5/325	0.053445327040889896	0.6614954412438012	0	0	2.4615384615384617	7.210082638942398	HSP90AB1;TRAF4;ITGA3;MYC;RBX1
Actin cytoskeleton regulation	4/226	0.053544116919885046	0.6573302158457432	0	0	2.831858407079646	8.289555680180232	ITGA3;TMSB4X;CFL1;ACTG1
Abl role in Robo-Slit signaling	1/9	0.05487452163406052	0.668230061834124	0	0	17.777777777777775	51.60366444443643	ABL2
EGFR transactivation by gastrin	1/9	0.05487452163406052	0.662884221339451	0	0	17.777777777777775	51.60366444443643	HBEGF
West Nile virus infection	1/9	0.05487452163406052	0.6576232354558046	0	0	17.777777777777775	51.60366444443643	EEF1A1
MAP kinase pathway regulation through dual specificity phosphatases	1/9	0.05487452163406052	0.6524450997435542	0	0	17.777777777777775	51.60366444443643	DUSP4
PI3K/AKT signalling	1/9	0.05487452163406052	0.6473478724018077	0	0	17.777777777777775	51.60366444443643	RICTOR
Androgen receptor proteolysis and transcription regulation	2/61	0.05584047025630695	0.6536365123025076	0	0	5.245901639344262	15.135771273799408	PAWR;HNRNPA1
Influenza infection	3/142	0.059603100381419076	0.69231293519956	0	0	3.380281690140845	9.532555559801743	POLR2F;SLC25A6;HSPA1A
Electron transport reaction in mitochondria	1/10	0.06078420207477788	0.7006423292588901	0	0	16.0	44.80680572910739	SLC25A6
Nef-mediated downregulation of MHC class I complex cell surface expression	1/10	0.06078420207477788	0.6953344328251106	0	0	16.0	44.80680572910739	AP1S1
ERK1/ERK2 MAPK pathway	2/65	0.06246497598313584	0.7091888250716927	0	0	4.923076923076923	13.65242714379597	DUSP4;MYC
Semaphorin interactions	2/66	0.06416107332111277	0.7230091098125395	0	0	4.848484848484849	13.315677996331962	HSP90AB1;CFL1
Signaling by TGF-beta receptor complex	2/66	0.06416107332111277	0.7176534867768911	0	0	4.848484848484849	13.315677996331962	PPP1R15A;MYC
Destabilization of mRNA by AUF1 (hnRNP D0)	2/66	0.06416107332111277	0.7123766229035315	0	0	4.848484848484849	13.315677996331962	RBX1;HSPA1A
SLBP-dependent processing of replication-dependent histone pre-mRNAs	1/11	0.06665722494334128	0.734689121638287	0	0	14.545454545454545	39.39188126519242	SNRPE
Telomerase protein component gene hTERT transcriptional regulation	1/11	0.06665722494334128	0.7293652874235169	0	0	14.545454545454545	39.39188126519242	MYC
Vitamin B5 (pantothenate) metabolism	1/11	0.06665722494334128	0.7241180551398945	0	0	14.545454545454545	39.39188126519242	COASY
Vitamin C in the brain	1/11	0.06665722494334128	0.7189457833174666	0	0	14.545454545454545	39.39188126519242	P4HB
Methylation	1/11	0.06665722494334128	0.7138468770528038	0	0	14.545454545454545	39.39188126519242	AHCY
NFAT involvement in hypertrophy of the heart	2/69	0.06934114791307082	0.7373600940051896	0	0	4.63768115942029	12.376657549057764	LIF;HBEGF
Integrated breast cancer pathway	3/152	0.07005960243044385	0.7397902074823091	0	0	3.157894736842105	8.394975587147227	MYC;BACH1;CCNB1IP1
Nucleotide metabolism	2/70	0.0710975888053507	0.745537215944997	0	0	4.571428571428571	12.085494196441646	NME4;TXN
ERK inactivation	1/12	0.07249381569444491	0.7549355979214608	0	0	13.333333333333332	34.99005362034803	DUSP4
Viral myocarditis	2/71	0.07286848827123543	0.7536398444490787	0	0	4.507042253521127	11.80438982793237	ABL2;ACTG1
Signaling by NOTCH1	2/73	0.07645268170890704	0.7853302678942151	0	0	4.383561643835616	11.2705020023107	MYC;RBX1
p27 phosphorylation regulation during cell cycle progression	1/13	0.07829419841546463	0.7988124297794027	0	0	12.307692307692308	31.351160283585173	RBX1
HIV life cycle early phase	1/13	0.07829419841546463	0.793451272532561	0	0	12.307692307692308	31.351160283585173	HMGA1
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	2/75	0.08009179030545761	0.8062573557416066	0	0	4.266666666666667	10.771549539097789	ITGA3;ACTG1
Purine metabolism	3/164	0.0836169368822549	0.8361693688225489	0	0	2.9268292682926824	7.26295371256269	POLR1D;POLR2F;NME4
Mitochondrial pathway of apoptosis: caspases	2/77	0.08378391491215137	0.8323270494562406	0	0	4.1558441558441555	10.304474747319823	HSPE1;HSPA1A
Viral messenger RNA biosynthesis	1/14	0.08405859584406139	0.8295979066962921	0	0	11.428571428571427	28.299898900059777	POLR2F
Interleukin-6 regulation of target genes	1/14	0.08405859584406139	0.8242109073021603	0	0	11.428571428571427	28.299898900059777	SLC38A2
Interleukin-4 regulation of apoptosis	4/267	0.0866471449781649	0.8441108962388968	0	0	2.397003745318352	5.862858336501719	MYC;PAWR;ELL2;F3
Nuclear beta-catenin signaling and target gene transcription regulation	2/80	0.08941744611006713	0.8655150232448806	0	0	4.0	9.657757876785007	MYC;DKK1
AKAP95 role in mitosis and chromosome dynamics	1/15	0.08978722939450845	0.86355870309368	0	0	10.666666666666666	25.710000271247598	H3F3A
Prolactin receptor signaling pathway	1/15	0.08978722939450845	0.8580931416816947	0	0	10.666666666666666	25.710000271247598	RBX1
Spliceosomal assembly	1/15	0.08978722939450845	0.8526963294698602	0	0	10.666666666666666	25.710000271247598	SNRPE
Extrinsic prothrombin activation pathway	1/15	0.08978722939450845	0.8473669774106736	0	0	10.666666666666666	25.710000271247598	F3
PRC2 complex long-term gene silencing through modification of histone tails	1/15	0.08978722939450845	0.842103828482657	0	0	10.666666666666666	25.710000271247598	H3F3A
ATM-dependent DNA damage response	2/82	0.09323405056895534	0.8690334343155713	0	0	3.902439024390244	9.25909180316933	FOSL1;MYC
Pantothenate and CoA biosynthesis	1/16	0.09548031912089057	0.8845109317334034	0	0	10.0	23.488351352371332	COASY
Cell-extracellular matrix interactions	1/16	0.09548031912089057	0.8791175723935656	0	0	10.0	23.488351352371332	FERMT2
Glutamate neurotransmitter release cycle	1/16	0.09548031912089057	0.8737895871063319	0	0	10.0	23.488351352371332	SLC38A2
Hypoxia-inducible factor in the cardivascular system	1/16	0.09548031912089057	0.8685257944129202	0	0	10.0	23.488351352371332	P4HB
C-Myb transcription factor network	2/85	0.09904591133379222	0.8955648270300973	0	0	3.764705882352941	8.704646721883673	MYC;PIM1
TGF-beta regulation of skeletal system development	2/85	0.09904591133379222	0.890234084012061	0	0	3.764705882352941	8.704646721883673	MYC;RBX1
Calcium signaling pathway	3/178	0.1007309605179309	0.9000221916099153	0	0	2.696629213483146	6.1895786251775995	VDAC1;SLC25A5;SLC25A6
Phenylalanine metabolism	1/17	0.10113808374787076	0.898344155642852	0	0	9.411764705882351	21.564880282735327	MIF
Activation of BH3-only proteins	1/17	0.10113808374787076	0.8930906810484494	0	0	9.411764705882351	21.564880282735327	DYNLL1
Cadmium-induced DNA biosynthesis and proliferation in macrophages	1/17	0.10113808374787076	0.8878982933679351	0	0	9.411764705882351	21.564880282735327	MYC
Chylomicron-mediated lipid transport	1/17	0.10113808374787076	0.8827659332906638	0	0	9.411764705882351	21.564880282735327	P4HB
Downregulation of MTA-3 in ER-negative breast tumors	1/18	0.10676074066511165	0.9264868873811414	0	0	8.888888888888888	19.885911260488125	GAPDH
Apoptosis modulation by HSP70	1/19	0.11234850597571036	0.9694071087047008	0	0	8.421052631578947	18.409680660090277	HSPA1A
Class C GPCRs (metabotropic glutamate and pheromone receptors)	1/19	0.11234850597571036	0.9638991137688787	0	0	8.421052631578947	18.409680660090277	GPRC5A
TP53 network	1/19	0.11234850597571036	0.9584533560639698	0	0	8.421052631578947	18.409680660090277	MYC
Telomeres, telomerase, cellular aging, and immortality	1/19	0.11234850597571036	0.9530687866478801	0	0	8.421052631578947	18.409680660090277	MYC
ER-associated degradation (ERAD) pathway	1/19	0.11234850597571036	0.9477443800185623	0	0	8.421052631578947	18.409680660090277	RBX1
Hypoxic and oxygen homeostasis regulation of HIF-1-alpha	1/19	0.11234850597571036	0.9424791334629036	0	0	8.421052631578947	18.409680660090277	RBX1
Lissencephaly gene (LIS1) in neuronal migration and development	1/19	0.11234850597571036	0.937272066427197	0	0	8.421052631578947	18.409680660090277	DYNLL1
RNA polymerase III abortive and retractive initiation	1/20	0.11790159440022063	0.9781945469468855	0	0	8.0	17.103239585628227	POLR2F
Hypertrophy pathway	1/20	0.11790159440022063	0.9728492215537331	0	0	8.0	17.103239585628227	HBEGF
