"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"KEGG_2019_Mouse.20","Rap1 signaling pathway","4/209",0.00123451461832711,0.0187028964676557,0,0,8.50611376927166,56.9661023519652,"GRIN2B;CALM2;ACTB;ADCY5"
"Reactome_2016.3","TP53 Regulates Metabolic Genes_Homo sapiens_R-HSA-5628897","4/84",3.78304020053544e-05,0.0192935050227307,0,0,21.1640211640212,215.500476036981,"COX7B;NDUFA4;COX6A1;COX6B1"
"KEGG_2019_Mouse.22","Circadian entrainment","3/99",0.00143569813184963,0.019773478815929,0,0,13.4680134680135,88.1630174416658,"GRIN2B;CALM2;ADCY5"
"KEGG_2019_Mouse.21","Regulation of actin cytoskeleton","4/217",0.0014175806002834,0.0204536629469462,0,0,8.19252432155658,53.7331585303329,"ARPC2;TMSB4X;BAIAP2;ACTB"
"BioPlanet_2019.12","Metabolism","12/1615",0.000171671414893117,0.0216019863740505,0,0,3.30237358101135,28.631342123524,"COX7B;DGKB;FUT9;NDUFA4;AKAP5;CKB;CYTB;COX6A1;ATP5G1;ADCY5;COX6B1;ND4"
"Reactome_2016.5","RHO GTPases Activate WASPs and WAVEs_Homo sapiens_R-HSA-5663213","3/36",7.21469405972227e-05,0.0220769638227501,0,0,37.037037037037,353.215025074383,"ARPC2;BAIAP2;ACTB"
"KEGG_2019_Mouse.23","Phototransduction","2/27",0.00167639746200947,0.0220847143908204,0,0,32.9218106995885,210.40685286806,"RGS9;CALM2"
"KEGG_2019_Mouse.24","Glutamatergic synapse","3/114",0.00214998105682856,0.0271435108424605,0,0,11.6959064327485,71.8397221948397,"PPP3CA;GRIN2B;ADCY5"
"KEGG_2019_Mouse.25","Oocyte meiosis","3/116",0.00225909884522871,0.027380278004172,0,0,11.4942528735632,70.0320607616729,"PPP3CA;CALM2;ADCY5"
"Reactome_2016.6","EPHB-mediated forward signaling_Homo sapiens_R-HSA-3928662","3/42",0.00011491191718127,0.029302538881224,0,0,31.7460317460317,287.979195575722,"ARPC2;GRIN2B;ACTB"
"BioPlanet_2019.13","Calcium regulation in the cardiac cell","4/149",0.000347630441036416,0.0403786127665376,0,0,11.9313944817301,95.026047349788,"ATP2A2;RGS9;CALM2;ADCY5"
"BioPlanet_2019.15","Long-term potentiation","3/70",0.000524360333973162,0.0527856069532983,0,0,19.0476190476191,143.872979994649,"PPP3CA;GRIN2B;CALM2"
"BioPlanet_2019.14","NFAT involvement in hypertrophy of the heart","3/69",0.000502675932450775,0.0542171898571907,0,0,19.3236714975845,146.774200289408,"PPP3CA;ATP2A2;CALM2"
"KEGG_2019_Mouse.26","Retrograde endocannabinoid signaling","3/150",0.00465955684205505,0.0543017585824108,0,0,8.88888888888889,47.7229771878947,"NDUFA4;ADCY5;ND4"
"BioPlanet_2019.16","Gastric acid secretion","3/74",0.000617071257736804,0.0582360999489108,0,0,18.018018018018,133.162631532758,"CALM2;ACTB;ADCY5"
"BioPlanet_2019.17","Endocytotic role of NDK, phosphins and dynamin","2/17",0.000658898978161778,0.0585257327661344,0,0,52.2875816993464,383.00341599321,"PPP3CA;CALM2"
"BioPlanet_2019.18","Opioid signaling","3/80",0.000774770284481122,0.0649946183092497,0,0,16.6666666666667,119.382399661156,"PPP3CA;PPP1R1B;ADCY5"
"BioPlanet_2019.19","Calcineurin in effects in keratinocyte differentiation","2/19",0.000826101582708724,0.0656533363100091,0,0,46.7836257309942,332.107265989115,"PPP3CA;CALM2"
"KEGG_2019_Mouse.27","Amyotrophic lateral sclerosis (ALS)","2/52",0.00611116703707491,0.068580874527174,0,0,17.0940170940171,87.1391028992549,"PPP3CA;GRIN2B"
"Reactome_2016.7","Assembly Of The HIV Virion_Homo sapiens_R-HSA-175474","2/13",0.000380067195033089,0.083071829771518,0,0,68.3760683760684,538.472649014825,"UBB;PPIA"
"BioPlanet_2019.27","PGC-1a regulation","2/26",0.00155443978832849,0.0869334844583711,0,0,34.1880341880342,221.081711555637,"PPP3CA;CALM2"
"BioPlanet_2019.28","Actin cytoskeleton regulation","4/226",0.00164532752770998,0.0887301631015027,0,0,7.86627335299902,50.4213633006309,"ARPC2;TMSB4X;BAIAP2;ACTB"
"BioPlanet_2019.26","Inhibition of activated T cell apoptosis by neuropeptides VIP and PACAP","2/26",0.00155443978832849,0.0902770800144623,0,0,34.1880341880342,221.081711555637,"PPP3CA;CALM2"
"BioPlanet_2019.20","Visual signal transduction: cones","2/23",0.00121527210637801,0.09175304403154,0,0,38.6473429951691,259.431392131297,"SLC24A2;RGS9"
"BioPlanet_2019.24","Dilated cardiomyopathy","3/100",0.00147778509269015,0.0929773120817552,0,0,13.3333333333333,86.8961449488293,"ATP2A2;ACTB;ADCY5"
"BioPlanet_2019.25","Physiological and pathological hypertrophy  of the heart","2/26",0.00155443978832849,0.0938881632150408,0,0,34.1880341880342,221.081711555637,"PPP3CA;CALM2"
"BioPlanet_2019.31","T cell receptor calcium pathway","2/29",0.00193354739875684,0.0941824700684782,0,0,30.6513409961686,191.521806367275,"PPP3CA;AKAP5"
"BioPlanet_2019.23","DARPP-32 events","2/25",0.00143691984263236,0.094336911407603,0,0,35.5555555555556,232.720122826319,"PPP3CA;PPP1R1B"
"KEGG_2019_Mouse.28","Calcium signaling pathway","3/189",0.00880797197732473,0.095314839611764,0,0,7.05467372134039,33.3834078382325,"PPP3CA;ATP2A2;CALM2"
"BioPlanet_2019.33","Oocyte meiosis","3/113",0.00209668029961216,0.0959390076489201,0,0,11.7994100294985,72.7716813540918,"PPP3CA;CALM2;ADCY5"
"BioPlanet_2019.30","Skeletal myogenesis control by HDAC and calcium/calmodulin-dependent kinase (CaMK)","2/29",0.00193354739875684,0.0973218857374274,0,0,30.6513409961686,191.521806367275,"PPP3CA;CALM2"
"BioPlanet_2019.21","TSH regulation of gene expression","3/97",0.00135380802486833,0.0973452436929132,0,0,13.745704467354,90.7880948212467,"ATP2A2;CKB;CALM2"
"BioPlanet_2019.32","Signaling pathway from G-protein families","2/30",0.00206870052048492,0.0976168058103822,0,0,29.6296296296296,183.135841087861,"PPP3CA;CALM2"
"BioPlanet_2019.22","Ck1/Cdk5 regulation by type 1 glutamate receptors","2/25",0.00143691984263236,0.0986249528352213,0,0,35.5555555555556,232.720122826319,"PPP3CA;PPP1R1B"
"BioPlanet_2019.29","Phototransduction","2/29",0.00193354739875684,0.100677812831821,0,0,30.6513409961686,191.521806367275,"RGS9;CALM2"
"KEGG_2019_Mouse.30","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","2/72",0.011449586253038,0.115640821155684,0,0,12.3456790123457,55.1827368486497,"ATP2A2;ACTB"
"KEGG_2019_Mouse.31","Bacterial invasion of epithelial cells","2/74",0.0120648061586602,0.117923750518517,0,0,12.012012012012,53.0626143718049,"ARPC2;ACTB"
"KEGG_2019_Mouse.34","Salmonella infection","2/78",0.0133378501136602,0.118863781895266,0,0,11.3960113960114,49.198283901738,"ARPC2;ACTB"
"KEGG_2019_Mouse.32","Kaposi sarcoma-associated herpesvirus infection","3/216",0.0126326922414211,0.119615804660956,0,0,6.17283950617284,26.9843654500688,"PPP3CA;UBB;CALM2"
"KEGG_2019_Mouse.29","Adherens junction","2/72",0.011449586253038,0.119628435678294,0,0,12.3456790123457,55.1827368486497,"BAIAP2;ACTB"
"BioPlanet_2019.35","fMLP induced chemokine gene expression in HMC-1 cells","2/35",0.00280947043388264,0.12120858157608,0,0,25.3968253968254,149.200235456251,"PPP3CA;CALM2"
"KEGG_2019_Mouse.33","Salivary secretion","2/78",0.0133378501136602,0.122465714679971,0,0,11.3960113960114,49.198283901738,"CALM2;ADCY5"
"BioPlanet_2019.34","MEF2D role in T cell apoptosis","2/35",0.00280947043388264,0.124773539857729,0,0,25.3968253968254,149.200235456251,"PPP3CA;CALM2"
"KEGG_2019_Mouse.35","Hypertrophic cardiomyopathy (HCM)","2/86",0.0160506176078205,0.138952489576275,0,0,10.3359173126615,42.7080925055134,"ATP2A2;ACTB"
"KEGG_2019_Mouse.36","GnRH signaling pathway","2/90",0.0174882368584573,0.147192660225349,0,0,9.87654320987654,39.9627338625514,"CALM2;ADCY5"
"Reactome_2016.8","Opioid Signalling_Homo sapiens_R-HSA-111885","3/81",0.000803308513157062,0.153632753141288,0,0,16.4609053497942,117.313114684938,"PPP3CA;PPP1R1B;ADCY5"
"KEGG_2019_Mouse.37","Human cytomegalovirus infection","3/255",0.0196077483641072,0.160571560927689,0,0,5.22875816993464,20.5585906727662,"PPP3CA;CALM2;ADCY5"
"BioPlanet_2019.36","Fc epsilon receptor I signaling in mast cells","2/41",0.0038388674215503,0.161019161292804,0,0,21.680216802168,120.597894811732,"PPP3CA;CALM2"
"KEGG_2019_Mouse.41","Glucagon signaling pathway","2/102",0.0221136967469456,0.1634256125445,0,0,8.71459694989107,33.2161925936954,"PPP3CA;CALM2"
"KEGG_2019_Mouse.38","Phosphatidylinositol signaling system","2/98",0.020520787967527,0.163626283004228,0,0,9.0702947845805,35.2500395414048,"DGKB;CALM2"
"KEGG_2019_Mouse.39","Melanogenesis","2/100",0.0213109604144822,0.165569769374054,0,0,8.88888888888889,34.2091890236836,"CALM2;ADCY5"
"KEGG_2019_Mouse.40","Aldosterone synthesis and secretion","2/102",0.0221136967469456,0.167511252858113,0,0,8.71459694989107,33.2161925936954,"CALM2;ADCY5"
"KEGG_2019_Mouse.42","Pancreatic secretion","2/105",0.0233410884774906,0.16838928115904,0,0,8.46560846560847,31.8098625820132,"ATP2A2;ADCY5"
"Reactome_2016.13","Budding and maturation of HIV virion_Homo sapiens_R-HSA-162588","2/25",0.00143691984263236,0.169114412248271,0,0,35.5555555555556,232.720122826319,"UBB;PPIA"
"BioPlanet_2019.37","Insulin secretion regulation by glucagon-like peptide-1","2/43",0.00421539512978378,0.172033693134419,0,0,20.671834625323,113.054510557128,"AKAP5;ADCY5"
"Reactome_2016.12","Regulation of actin dynamics for phagocytic cup formation_Homo sapiens_R-HSA-2029482","3/97",0.00135380802486833,0.172610523170712,0,0,13.745704467354,90.7880948212467,"ARPC2;BAIAP2;ACTB"
"Reactome_2016.9","Transcriptional Regulation by TP53_Homo sapiens_R-HSA-3700989","5/348",0.00106951232765384,0.181817095701153,0,0,6.38569604086845,43.6816890354418,"COX7B;UBB;NDUFA4;COX6A1;COX6B1"
"Reactome_2016.11","DARPP-32 events_Homo sapiens_R-HSA-180024","2/24",0.00132385735201272,0.184136522598133,0,0,37.037037037037,245.452058053458,"PPP3CA;PPP1R1B"
"KEGG_2019_Mouse.43","C-type lectin receptor signaling pathway","2/112",0.0263115406387279,0.185404577058943,0,0,7.93650793650794,28.8710129245246,"PPP3CA;CALM2"
"KEGG_2019_Mouse.44","Thyroid hormone signaling pathway","2/115",0.0276292714466783,0.190265210189626,0,0,7.72946859903382,27.7401314673844,"ATP2A2;ACTB"
"Reactome_2016.10","EPH-Ephrin signaling_Homo sapiens_R-HSA-2682334","3/95",0.00127492749621856,0.19506390692144,0,0,14.0350877192982,93.5419784940295,"ARPC2;GRIN2B;ACTB"
"KEGG_2019_Mouse.45","Platelet activation","2/125",0.0322089147640138,0.216873359411026,0,0,7.11111111111111,24.4303076175933,"ACTB;ADCY5"
"KEGG_2019_Mouse.46","Inflammatory mediator regulation of TRP channels","2/127",0.0331585339465295,0.218413821430401,0,0,6.99912510936133,23.8422058526428,"CALM2;ADCY5"
"Reactome_2016.14","Innate Immune System_Homo sapiens_R-HSA-168249","7/807",0.00201891066481681,0.220638094083552,0,0,3.85515627151315,23.922004854805,"PPP3CA;UBB;ARPC2;BAIAP2;GRIN2B;ACTB;ADCY5"
"KEGG_2019_Mouse.47","Estrogen signaling pathway","2/134",0.0365677958524501,0.235745577516859,0,0,6.6334991708126,21.947511248101,"CALM2;ADCY5"
"KEGG_2019_Mouse.48","Apelin signaling pathway","2/138",0.0385743934055333,0.243500858372429,0,0,6.44122383252818,20.9672567209258,"CALM2;ADCY5"
"KEGG_2019_Mouse.49","Vascular smooth muscle contraction","2/140",0.0395932736295633,0.244831875709341,0,0,6.34920634920635,20.5021970348475,"CALM2;ADCY5"
"KEGG_2019_Mouse.50","Fluid shear stress and atherosclerosis","2/143",0.0411407643573277,0.249313032005406,0,0,6.21600621600622,19.8337579829693,"CALM2;ACTB"
"BioPlanet_2019.38","Amyotrophic lateral sclerosis (ALS)","2/53",0.00634178349522094,0.252002449415358,0,0,16.7714884696017,84.8737147454645,"PPP3CA;GRIN2B"
"Reactome_2016.15","Fcgamma receptor (FCGR) dependent phagocytosis_Homo sapiens_R-HSA-2029480","3/120",0.00248752708846983,0.253727763023922,0,0,11.1111111111111,66.6274022128189,"ARPC2;BAIAP2;ACTB"
"KEGG_2019_Mouse.51","Phospholipase D signaling pathway","2/149",0.0443034278955889,0.263214483379675,0,0,5.96569724086503,18.5932481777284,"DGKB;ADCY5"
"BioPlanet_2019.39","Calcineurin-dependent NFAT signaling role in lymphocytes","2/55",0.0068147831567524,0.26385442478708,0,0,16.1616161616162,80.6248247735729,"PPP3CA;AKAP5"
"BioPlanet_2019.41","Calcium signaling pathway","3/178",0.00747749805232405,0.275390781927056,0,0,7.49063670411985,36.6730863515487,"PPP3CA;ATP2A2;CALM2"
"BioPlanet_2019.40","Pathogenic Escherichia coli infection","2/57",0.00730335187977441,0.275701533461484,0,0,15.5945419103314,76.7161305980085,"ARPC2;ACTB"
"BioPlanet_2019.42","Shigellosis","2/62",0.00859195143492176,0.308901111112663,0,0,14.336917562724,68.1997045676234,"ARPC2;ACTB"
"BioPlanet_2019.43","Transmission across chemical synapses","3/190",0.00893536409321593,0.31377673908735,0,0,7.01754385964912,33.1069360147378,"AKAP5;GRIN2B;ADCY5"
"Reactome_2016.16","DNA Damage Recognition in GG-NER_Homo sapiens_R-HSA-5696394","2/38",0.00330524243155991,0.316063807517917,0,0,23.3918128654971,133.619776734514,"UBB;ACTB"
"BioPlanet_2019.51","FOSB gene expression and drug abuse","1/5",0.0112004940383236,0.331622470546445,0,0,88.8888888888889,399.27087920794,"PPP1R1B"
"BioPlanet_2019.50","APOBEC3G-mediated resistance to HIV-1 infection","1/5",0.0112004940383236,0.338254919957374,0,0,88.8888888888889,399.27087920794,"PPIA"
"Reactome_2016.18","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion_Homo sapiens_R-HSA-381676","2/42",0.00402506602018441,0.342130611715675,0,0,21.1640211640212,116.724105094515,"AKAP5;ADCY5"
"BioPlanet_2019.49","Mitochondrial pathway of apoptosis: multidomain Bcl-2 family","2/71",0.0111473609254622,0.343520714233632,0,0,12.5195618153365,56.2948669469854,"UBB;PPIA"
"BioPlanet_2019.44","G alpha (i) signaling events","3/199",0.0101308254302751,0.347671509084441,0,0,6.7001675041876,30.7683248261458,"PENK;RGS9;ADCY5"
"BioPlanet_2019.52","Adherens junction cell adhesion","2/74",0.0120648061586602,0.350343409607247,0,0,12.012012012012,53.0626143718049,"BAIAP2;ACTB"
"BioPlanet_2019.48","Bacterial invasion of epithelial cells","2/71",0.0111473609254622,0.350677395780166,0,0,12.5195618153365,56.2948669469854,"ARPC2;ACTB"
"BioPlanet_2019.53","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","2/75",0.0123777668781224,0.352649584640845,0,0,11.8518518518519,52.0515959633557,"ATP2A2;ACTB"
"BioPlanet_2019.47","Rac1 cell motility signaling pathway","2/71",0.0111473609254622,0.358138616966978,0,0,12.5195618153365,56.2948669469854,"ARPC2;BAIAP2"
"Reactome_2016.17","Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell_Homo sapiens_R-HSA-112314","3/142",0.00399819337136754,0.359837403423079,0,0,9.38967136150235,51.848945324396,"AKAP5;GRIN2B;ADCY5"
"BioPlanet_2019.46","Platelet activation, signaling and aggregation","3/205",0.0109771677566122,0.36033746331488,0,0,6.50406504065041,29.3459370526061,"DGKB;TMSB4X;PPIA"
"BioPlanet_2019.45","CDC42 signaling events","2/70",0.0108487480123118,0.364035766635351,0,0,12.6984126984127,57.4438805869716,"ARPC2;BAIAP2"
"BioPlanet_2019.54","Phosphatidylinositol signaling system","2/78",0.0133378501136602,0.372965808733831,0,0,11.3960113960114,49.198283901738,"DGKB;CALM2"
"BioPlanet_2019.55","Response to elevated platelet cytosolic calcium","2/83",0.0150076581227873,0.412028432098342,0,0,10.7095046854083,44.9712949573521,"TMSB4X;PPIA"
"BioPlanet_2019.57","MicroRNAs in cardiomyocyte hypertrophy","2/85",0.0156995797883332,0.415901148778651,0,0,10.4575163398693,43.441791707821,"PPP3CA;CALM2"
"BioPlanet_2019.56","Creatine metabolism","1/7",0.0156462838746999,0.421890868764228,0,0,63.4920634920635,263.969640780193,"CKB"
"BioPlanet_2019.61","Downregulation of ERBB4 signaling","1/8",0.0178618448998743,0.442153865554265,0,0,55.5555555555556,223.616022833519,"UBB"
"BioPlanet_2019.58","Salivary secretion","2/89",0.0171238441415083,0.445810425063405,0,0,9.98751560549313,40.6220563545382,"CALM2;ADCY5"
"BioPlanet_2019.60","Binding of RNA by insulin-like growth factor 2 mRNA binding proteins (IGF2BPs/IMPs/VICKZs)","1/8",0.0178618448998743,0.449523096646836,0,0,55.5555555555556,223.616022833519,"ACTB"
"BioPlanet_2019.59","Integration of provirus","1/8",0.0178618448998743,0.457142132183223,0,0,55.5555555555556,223.616022833519,"PPIA"
"BioPlanet_2019.73","Fanconi anemia pathway regulation","1/10",0.0222783509374742,0.460826163227206,0,0,44.4444444444444,169.072883646045,"UBB"
"BioPlanet_2019.72","IRAK2-mediated activation of TAK1 complex","1/10",0.0222783509374742,0.467226526605362,0,0,44.4444444444444,169.072883646045,"UBB"
"Reactome_2016.19","Axon guidance_Homo sapiens_R-HSA-422475","5/515",0.00580660823806675,0.467584768644323,0,0,4.31499460625674,22.2168658408076,"UBB;ARPC2;GRIN2B;SCN4B;ACTB"
"BioPlanet_2019.64","Folding of actin by CCT/TriC","1/9",0.0200725304633906,0.473586265620622,0,0,49.3827160493827,193.007557641413,"ACTB"
"BioPlanet_2019.71","Reduction of cytosolic calcium levels","1/10",0.0222783509374742,0.473807181909662,0,0,44.4444444444444,169.072883646045,"ATP2A2"
"BioPlanet_2019.69","Melanogenesis","2/101",0.0217107658367154,0.475119658165801,0,0,8.8008800880088,33.7069044660567,"CALM2;ADCY5"
"BioPlanet_2019.70","Signaling by ERBB2","2/102",0.0221136967469456,0.477024029826969,0,0,8.71459694989107,33.2161925936954,"UBB;ADCY5"
"BioPlanet_2019.63","Sodium/calcium exchangers","1/9",0.0200725304633906,0.48110350793206,0,0,49.3827160493827,193.007557641413,"SLC24A2"
"BioPlanet_2019.65","Hemostasis pathway","4/468",0.0207134931302052,0.481190378870921,0,0,3.79867046533713,14.7273312403748,"DGKB;TMSB4X;ATP2A2;PPIA"
"BioPlanet_2019.68","GnRH signaling pathway","2/101",0.0217107658367154,0.482106711962357,0,0,8.8008800880088,33.7069044660567,"CALM2;ADCY5"
"BioPlanet_2019.74","ERBB1 downstream pathway","2/106",0.023756367664393,0.484758313151803,0,0,8.38574423480084,31.3618840440433,"ARPC2;BAIAP2"
"BioPlanet_2019.62","Calcium/calmodulin-dependent protein kinase activation","1/9",0.0200725304633906,0.488863241930964,0,0,49.3827160493827,193.007557641413,"CALM2"
"BioPlanet_2019.67","Pancreatic secretion","2/101",0.0217107658367154,0.489302334528959,0,0,8.8008800880088,33.7069044660567,"ATP2A2;ADCY5"
"BioPlanet_2019.66","Signaling by GPCR","6/977",0.0214278289918404,0.490242754207257,0,0,2.7294438758103,10.48942963245,"PPP3CA;DGKB;PENK;PPP1R1B;RGS9;ADCY5"
"BioPlanet_2019.75","G alpha i pathway","2/108",0.024596057572296,0.495200625788893,0,0,8.23045267489712,30.4952190137927,"RGS9;ADCY5"
"Reactome_2016.20","Mitochondrial protein import_Homo sapiens_R-HSA-1268020","2/54",0.00657632821264121,0.503089108267053,0,0,16.4609053497942,82.7041763257993,"CHCHD2;ATP5G1"
"Reactome_2016.21","Signal Transduction_Homo sapiens_R-HSA-162582","12/2465",0.00691839164676766,0.504054248550215,0,0,2.16362407031778,10.7609400023883,"PPP3CA;UBB;ARPC2;DGKB;PENK;PPP1R1B;ATP2A2;BAIAP2;RGS9;GRIN2B;ACTB;ADCY5"
"BioPlanet_2019.77","Signaling by EGFR in cancer","2/111",0.0258781945373217,0.507481477290335,0,0,8.00800800800801,29.2641006977988,"UBB;ADCY5"
