"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Reactome_2016.1","Deadenylation of mRNA_Homo sapiens_R-HSA-429947","2/23",0.00155857794659698,1,0,0,34.1005967604433,220.425624762148,"EIF4E;PAIP1"
"Reactome_2016.2","Transport of Mature mRNA Derived from an Intronless Transcript_Homo sapiens_R-HSA-159231","2/37",0.00401042670494095,1,0,0,21.1976682564918,116.986913261582,"CPSF3;EIF4E"
"Reactome_2016.3","Transport of Mature mRNAs Derived from Intronless Transcripts_Homo sapiens_R-HSA-159234","2/38",0.00422635517856509,1,0,0,20.6398348813209,112.825909541381,"CPSF3;EIF4E"
"Reactome_2016.4","Deadenylation-dependent mRNA decay_Homo sapiens_R-HSA-429914","2/50",0.00722250262714212,1,0,0,15.6862745098039,77.342019794193,"EIF4E;PAIP1"
"Reactome_2016.5","Regulation of RAS by GAPs_Homo sapiens_R-HSA-5658442","2/67",0.0126819574677714,1,0,0,11.7061750073164,51.1275969266333,"PSME1;NF1"
"Reactome_2016.6","NGF-independant TRKA activation_Homo sapiens_R-HSA-187024","1/5",0.0126862849341824,1,0,0,78.4313725490196,342.52814082358,"ADORA2A"
"Reactome_2016.7","Activation of TRKA receptors_Homo sapiens_R-HSA-187015","1/6",0.0152045515346865,1,0,0,65.359477124183,273.605258358337,"ADORA2A"
"Reactome_2016.8","Transport of Mature Transcript to Cytoplasm_Homo sapiens_R-HSA-72202","2/74",0.0153182832101412,1,0,0,10.5988341282459,44.2894349014344,"CPSF3;EIF4E"
"Reactome_2016.9","Transmission across Chemical Synapses_Homo sapiens_R-HSA-112315","3/211",0.0166290403793272,1,0,0,5.57568999163646,22.8413977788226,"GABRB2;RAB3A;GLUL"
"Reactome_2016.10","Glycerophospholipid catabolism_Homo sapiens_R-HSA-6814848","1/7",0.0177165217463899,1,0,0,56.0224089635854,225.952809119309,"GDE1"
"Reactome_2016.11","Inactivation of Cdc42 and Rac_Homo sapiens_R-HSA-428543","1/9",0.0227216338446064,1,0,0,43.5729847494553,164.899249478874,"SRGAP3"
"Reactome_2016.12","SeMet incorporation into proteins_Homo sapiens_R-HSA-2408517","1/11",0.0277017430592619,1,0,0,35.650623885918,127.852404329465,"EEF1E1"
"Reactome_2016.13","Signaling by Activin_Homo sapiens_R-HSA-1502540","1/13",0.0326569711233982,1,0,0,30.1659125188537,103.218610418678,"DRAP1"
"Reactome_2016.14","GABA A receptor activation_Homo sapiens_R-HSA-977441","1/13",0.0326569711233982,1,0,0,30.1659125188537,103.218610418678,"GABRB2"
"Reactome_2016.15","IRS-mediated signalling_Homo sapiens_R-HSA-112399","3/284",0.0357839160307047,1,0,0,4.14250207125104,13.7955955236708,"PSME1;NF1;EIF4E"
"Reactome_2016.16","Insulin receptor signalling cascade_Homo sapiens_R-HSA-74751","3/287",0.0367399794664915,1,0,0,4.0992006558721,13.5433070632602,"PSME1;NF1;EIF4E"
"Reactome_2016.17","IGF1R signaling cascade_Homo sapiens_R-HSA-2428924","3/288",0.0370615922169696,1,0,0,4.08496732026144,13.4606784960246,"PSME1;NF1;EIF4E"
"Reactome_2016.18","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)_Homo sapiens_R-HSA-2404192","3/288",0.0370615922169696,1,0,0,4.08496732026144,13.4606784960246,"PSME1;NF1;EIF4E"
"Reactome_2016.19","IRS-related events triggered by IGF1R_Homo sapiens_R-HSA-2428928","3/288",0.0370615922169696,1,0,0,4.08496732026144,13.4606784960246,"PSME1;NF1;EIF4E"
"Reactome_2016.20","Processing of Intronless Pre-mRNAs_Homo sapiens_R-HSA-77595","1/15",0.0375874394476065,1,0,0,26.1437908496732,85.7800089317738,"CPSF3"
"Reactome_2016.21","Rap1 signalling_Homo sapiens_R-HSA-392517","1/16",0.0400434265231352,1,0,0,24.5098039215686,78.8674203601908,"RAPGEF4"
"Reactome_2016.22","Nucleotide-like (purinergic) receptors_Homo sapiens_R-HSA-418038","1/16",0.0400434265231352,1,0,0,24.5098039215686,78.8674203601908,"ADORA2A"
"Reactome_2016.23","Neuronal System_Homo sapiens_R-HSA-112316","3/301",0.0413749752450706,1,0,0,3.90854016025015,12.4490093554487,"GABRB2;RAB3A;GLUL"
"Reactome_2016.24","Acetylcholine Neurotransmitter Release Cycle_Homo sapiens_R-HSA-264642","1/17",0.042493268979737,1,0,0,23.0680507497116,72.8583527691369,"RAB3A"
"Reactome_2016.25","Signaling by Insulin receptor_Homo sapiens_R-HSA-74752","3/311",0.0448589791754359,1,0,0,3.78286362776622,11.7428844559678,"PSME1;NF1;EIF4E"
"Reactome_2016.26","Serotonin Neurotransmitter Release Cycle_Homo sapiens_R-HSA-181429","1/18",0.0449369818711913,1,0,0,21.7864923747277,67.5924656547874,"RAB3A"
"Reactome_2016.27","Norepinephrine Neurotransmitter Release Cycle_Homo sapiens_R-HSA-181430","1/18",0.0449369818711913,1,0,0,21.7864923747277,67.5924656547874,"RAB3A"
"Reactome_2016.28","GABA synthesis, release, reuptake and degradation_Homo sapiens_R-HSA-888590","1/19",0.0473745801991261,1,0,0,20.6398348813209,62.9446744448086,"RAB3A"
"Reactome_2016.29","Signaling by NODAL_Homo sapiens_R-HSA-1181150","1/19",0.0473745801991261,1,0,0,20.6398348813209,62.9446744448086,"DRAP1"
