"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Reactome_2016.1","IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation_Homo sapiens_R-HSA-975163","2/10",0.00011071162633,0.169388788284899,0,0,125,1138.57271227499,"UBB;MAP3K7"
"Reactome_2016.13","Regulation of TP53 Expression and Degradation_Homo sapiens_R-HSA-6806003","2/36",0.00151025933496257,0.177745906345595,0,0,34.7222222222222,225.537288121301,"UBB;RICTOR"
"BioPlanet_2019.4","Wnt signaling pathway","4/231",0.000483624560480984,0.182568271581572,0,0,10.8225108225108,82.6212300188883,"NFAT5;CHD8;CXXC4;MAP3K7"
"Reactome_2016.12","Toll-Like Receptors Cascades_Homo sapiens_R-HSA-168898","3/140",0.00143505715219731,0.182969786905157,0,0,13.3928571428571,87.6770170077916,"EEA1;UBB;MAP3K7"
"Reactome_2016.10","Signaling by Wnt_Homo sapiens_R-HSA-195721","4/295",0.00120427774335971,0.184254494734035,0,0,8.47457627118644,56.9650447020793,"UBB;CHD8;CXXC4;MAP3K7"
"Reactome_2016.11","Regulation of TP53 Degradation_Homo sapiens_R-HSA-6804757","2/35",0.00142777931374932,0.198591122730587,0,0,35.7142857142857,233.986963185713,"UBB;RICTOR"
"Reactome_2016.15","Deactivation of the beta-catenin transactivating complex_Homo sapiens_R-HSA-3769402","2/42",0.00205171011354824,0.209274431581921,0,0,29.7619047619048,184.198858090888,"UBB;CHD8"
"Reactome_2016.14","TNF signaling_Homo sapiens_R-HSA-75893","2/41",0.00195595849984921,0.213758321769236,0,0,30.4878048780488,190.14862574514,"UBB;MAP3K7"
"Reactome_2016.16","Interleukin-1 signaling_Homo sapiens_R-HSA-446652","2/44",0.0022497705003054,0.215134304091704,0,0,28.4090909090909,173.208155336148,"UBB;MAP3K7"
"BioPlanet_2019.6","Endosomal sorting complex required for transport (ESCRT) pathway","2/28",0.000913416383582455,0.229876456534918,0,0,44.6428571428571,312.424942877435,"UBB;VPS37A"
"Reactome_2016.17","Death Receptor Signalling_Homo sapiens_R-HSA-73887","2/48",0.00267192999477766,0.240473699529989,0,0,26.0416666666667,154.295682896099,"UBB;MAP3K7"
"Reactome_2016.18","Downstream signaling events of B Cell Receptor (BCR)_Homo sapiens_R-HSA-1168372","3/192",0.00351966240733993,0.299171304623894,0,0,9.765625,55.169826181418,"UBB;RICTOR;MAP3K7"
"Reactome_2016.19","TCF dependent signaling in response to WNT_Homo sapiens_R-HSA-201681","3/199",0.00389145185628382,0.313364281058644,0,0,9.42211055276382,52.2830367130733,"UBB;CHD8;CXXC4"
"Reactome_2016.20","MAP kinase activation in TLR cascade_Homo sapiens_R-HSA-450294","2/60",0.00414285210119861,0.316928185741694,0,0,20.8333333333333,114.299391979245,"UBB;MAP3K7"
"Reactome_2016.21","Activation of NF-kappaB in B cells_Homo sapiens_R-HSA-1169091","2/66",0.00499068970772734,0.363607392991563,0,0,18.9393939393939,100.382218954328,"UBB;MAP3K7"
"BioPlanet_2019.7","Signaling by the B cell receptor (BCR)","3/151",0.00178208760159864,0.384421754059135,0,0,12.4172185430464,78.6006182780902,"UBB;RICTOR;MAP3K7"
"BioPlanet_2019.8","Toll receptor cascades","3/159",0.00206475136109615,0.389721819406898,0,0,11.7924528301887,72.9097342696627,"EEA1;UBB;MAP3K7"
"Reactome_2016.23","Signaling by the B Cell Receptor (BCR)_Homo sapiens_R-HSA-983705","3/233",0.00603443745633612,0.401421274269316,0,0,8.04721030042918,41.1234386451905,"UBB;RICTOR;MAP3K7"
"Reactome_2016.31","Toll Like Receptor 7/8 (TLR7/8) Cascade_Homo sapiens_R-HSA-168181","2/85",0.00815079079065355,0.40228096482903,0,0,14.7058823529412,70.7300048074762,"UBB;MAP3K7"
"Reactome_2016.36","Toll Like Receptor 2 (TLR2) Cascade_Homo sapiens_R-HSA-181438","2/92",0.00949101341792833,0.403368070261954,0,0,13.5869565217391,63.2800255989392,"UBB;MAP3K7"
"Reactome_2016.42","Attachment of GPI anchor to uPAR_Homo sapiens_R-HSA-162791","1/7",0.0111479378107246,0.406103448819252,0,0,89.2857142857143,401.473281061796,"PIGT"
"Reactome_2016.41","Downstream TCR signaling_Homo sapiens_R-HSA-202424","2/99",0.0109226594375045,0.40760168144834,0,0,12.6262626262626,57.0317651525629,"UBB;MAP3K7"
"Reactome_2016.22","TRAF6 Mediated Induction of proinflammatory cytokines_Homo sapiens_R-HSA-168180","2/72",0.00591156675299582,0.411122596912891,0,0,17.3611111111111,89.0771593865923,"UBB;MAP3K7"
"Reactome_2016.39","TRIF-mediated TLR3/TLR4 signaling_Homo sapiens_R-HSA-937061","2/97",0.0105044103138559,0.412096096928192,0,0,12.8865979381443,58.7108257746841,"UBB;MAP3K7"
"Reactome_2016.35","Toll Like Receptor TLR6:TLR2 Cascade_Homo sapiens_R-HSA-168188","2/92",0.00949101341792833,0.414892872269439,0,0,13.5869565217391,63.2800255989392,"UBB;MAP3K7"
"Reactome_2016.30","MyD88 dependent cascade initiated on endosome_Homo sapiens_R-HSA-975155","2/85",0.00815079079065355,0.415690330323331,0,0,14.7058823529412,70.7300048074762,"UBB;MAP3K7"
"Reactome_2016.40","CLEC7A (Dectin-1) signaling_Homo sapiens_R-HSA-5607764","2/99",0.0109226594375045,0.417791723484548,0,0,12.6262626262626,57.0317651525629,"UBB;MAP3K7"
"Reactome_2016.29","Negative regulation of TCF-dependent signaling by DVL-interacting proteins_Homo sapiens_R-HSA-5368598","1/5",0.00797514600014876,0.420757702766469,0,0,125,603.928165406265,"CXXC4"
"Reactome_2016.38","Toll Like Receptor 3 (TLR3) Cascade_Homo sapiens_R-HSA-168164","2/97",0.0105044103138559,0.422940731057882,0,0,12.8865979381443,58.7108257746841,"UBB;MAP3K7"
"Reactome_2016.28","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation_Homo sapiens_R-HSA-975138","2/83",0.00778495602193254,0.425392239769885,0,0,15.0602409638554,73.1259355841795,"UBB;MAP3K7"
"Reactome_2016.34","Toll Like Receptor TLR1:TLR2 Cascade_Homo sapiens_R-HSA-168179","2/92",0.00949101341792833,0.427095603806775,0,0,13.5869565217391,63.2800255989392,"UBB;MAP3K7"
"BioPlanet_2019.9","Adaptive immune system","5/606",0.00256821470437012,0.430889355955431,0,0,5.15676567656766,30.7577572660302,"UBB;UBA6;RICTOR;KIF3C;MAP3K7"
"Reactome_2016.27","MyD88 cascade initiated on plasma membrane_Homo sapiens_R-HSA-975871","2/82",0.00760491721130329,0.43094530864052,0,0,15.2439024390244,74.374393893564,"UBB;MAP3K7"
"Reactome_2016.24","Adaptive Immune System_Homo sapiens_R-HSA-1280218","5/762",0.00679043694419521,0.432890355192445,0,0,4.1010498687664,20.4734251490677,"UBB;UBA6;RICTOR;KIF3C;MAP3K7"
"Reactome_2016.37","MyD88-independent TLR3/TLR4 cascade_Homo sapiens_R-HSA-166166","2/97",0.0105044103138559,0.434371561627014,0,0,12.8865979381443,58.7108257746841,"UBB;MAP3K7"
"Reactome_2016.33","MyD88:Mal cascade initiated on plasma membrane_Homo sapiens_R-HSA-166058","2/92",0.00949101341792833,0.440037894831223,0,0,13.5869565217391,63.2800255989392,"UBB;MAP3K7"
"Reactome_2016.32","Oxidative Stress Induced Senescence_Homo sapiens_R-HSA-2559580","2/91",0.00929390692412693,0.444364924809819,0,0,13.7362637362637,64.2636849311667,"UBB;PHC3"
"Reactome_2016.26","Toll Like Receptor 5 (TLR5) Cascade_Homo sapiens_R-HSA-168176","2/82",0.00760491721130329,0.447520128203617,0,0,15.2439024390244,74.374393893564,"UBB;MAP3K7"
"Reactome_2016.43","Downregulation of ERBB4 signaling_Homo sapiens_R-HSA-1253288","1/8",0.0127306462090213,0.452974155809363,0,0,78.125,340.917430079138,"UBB"
"Reactome_2016.25","Toll Like Receptor 10 (TLR10) Cascade_Homo sapiens_R-HSA-168142","2/82",0.00760491721130329,0.465420933331762,0,0,15.2439024390244,74.374393893564,"UBB;MAP3K7"
"Reactome_2016.45","Activated TLR4 signalling_Homo sapiens_R-HSA-166054","2/112",0.013816933315602,0.469775732730469,0,0,11.1607142857143,47.7886203925961,"UBB;MAP3K7"
"Reactome_2016.44","FCERI mediated NF-kB activation_Homo sapiens_R-HSA-2871837","2/111",0.0135836531296088,0.472340665643217,0,0,11.2612612612613,48.4109029837435,"UBB;MAP3K7"
"Reactome_2016.46","PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1_Homo sapiens_R-HSA-8849469","1/9",0.0143109010156188,0.475993012041236,0,0,69.4444444444444,294.912064120938,"UBB"
"Reactome_2016.52","C-type lectin receptors (CLRs)_Homo sapiens_R-HSA-5621481","2/123",0.0164970157446072,0.485392963254788,0,0,10.1626016260163,41.7131684796409,"UBB;MAP3K7"
"Reactome_2016.50","Glycogen storage diseases_Homo sapiens_R-HSA-3229121","1/10",0.0158887058240638,0.486194398216352,0,0,62.5,258.884171730453,"UBB"
"Reactome_2016.51","Toll Like Receptor 4 (TLR4) Cascade_Homo sapiens_R-HSA-166016","2/122",0.0162448410795613,0.487345232386838,0,0,10.2459016393443,42.2129087360482,"UBB;MAP3K7"
"Reactome_2016.49","Myoclonic epilepsy of Lafora_Homo sapiens_R-HSA-3785653","1/10",0.0158887058240638,0.496116732873828,0,0,62.5,258.884171730453,"UBB"
"Reactome_2016.47","TCR signaling_Homo sapiens_R-HSA-202403","2/118",0.0152530893055488,0.496536736967867,0,0,10.5932203389831,44.3111569812681,"UBB;MAP3K7"
"Reactome_2016.48","Diseases of carbohydrate metabolism_Homo sapiens_R-HSA-5663084","1/10",0.0158887058240638,0.506452498142033,0,0,62.5,258.884171730453,"UBB"
"Reactome_2016.53","Late Phase of HIV Life Cycle_Homo sapiens_R-HSA-162599","2/128",0.017783025170898,0.513359028518375,0,0,9.765625,39.3506925661562,"UBB;VPS37A"
"Reactome_2016.73","MAP3K8 (TPL2)-dependent MAPK1/3 activation_Homo sapiens_R-HSA-5684264","1/16",0.0253042872146084,0.530350129292477,0,0,39.0625,143.624275096941,"UBB"
"Reactome_2016.86","Signaling by EGFR in Cancer_Homo sapiens_R-HSA-1643713","1/19",0.0299792961708411,0.533352594667289,0,0,32.8947368421053,115.370008658102,"UBB"
"Reactome_2016.72","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1_Homo sapiens_R-HSA-450321","1/16",0.0253042872146084,0.537716103310429,0,0,39.0625,143.624275096941,"MAP3K7"
"Reactome_2016.85","Signaling by Ligand-Responsive EGFR Variants in Cancer_Homo sapiens_R-HSA-5637815","1/19",0.0299792961708411,0.53962733107514,0,0,32.8947368421053,115.370008658102,"UBB"
"Reactome_2016.76","activated TAK1 mediates p38 MAPK activation_Homo sapiens_R-HSA-450302","1/17",0.0268650433589444,0.540835741305066,0,0,36.7647058823529,132.975343413457,"MAP3K7"
"Reactome_2016.77","Cellular Senescence_Homo sapiens_R-HSA-2559583","2/161",0.027276153285176,0.541980708134016,0,0,7.7639751552795,27.9638390105392,"UBB;PHC3"
"Reactome_2016.80","Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon_Homo sapiens_R-HSA-936964","1/18",0.0284233784701103,0.543597113240859,0,0,34.7222222222222,123.629975238859,"UBB"
"Reactome_2016.71","TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)_Homo sapiens_R-HSA-2173791","1/16",0.0253042872146084,0.545289569554237,0,0,39.0625,143.624275096941,"UBB"
"Reactome_2016.84","Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants_Homo sapiens_R-HSA-1236382","1/19",0.0299792961708411,0.546051465968891,0,0,32.8947368421053,115.370008658102,"UBB"
"Reactome_2016.75","Translesion synthesis by POLI_Homo sapiens_R-HSA-5656121","1/17",0.0268650433589444,0.548046884522467,0,0,36.7647058823529,132.975343413457,"UBB"
"Reactome_2016.81","Membrane Trafficking_Homo sapiens_R-HSA-199991","3/420",0.0290746193671633,0.549187254713085,0,0,4.46428571428571,15.7941503217689,"UBB;VPS37A;KIF3C"
"Reactome_2016.79","Cytosolic sulfonation of small molecules_Homo sapiens_R-HSA-156584","1/18",0.0284233784701103,0.550478089357832,0,0,34.7222222222222,123.629975238859,"SULT4A1"
"Reactome_2016.83","Translesion Synthesis by POLH_Homo sapiens_R-HSA-110320","1/19",0.0299792961708411,0.552630399293818,0,0,32.8947368421053,115.370008658102,"UBB"
"Reactome_2016.70","Spry regulation of FGF signaling_Homo sapiens_R-HSA-1295596","1/16",0.0253042872146084,0.553079420547869,0,0,39.0625,143.624275096941,"UBB"
"Reactome_2016.74","Translesion synthesis by POLK_Homo sapiens_R-HSA-5655862","1/17",0.0268650433589444,0.5554529235025,0,0,36.7647058823529,132.975343413457,"UBB"
"Reactome_2016.78","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha_Homo sapiens_R-HSA-1234176","1/18",0.0284233784701103,0.557535500759855,0,0,34.7222222222222,123.629975238859,"UBB"
"Reactome_2016.65","Regulation of innate immune responses to cytosolic DNA_Homo sapiens_R-HSA-3134975","1/15",0.0237411064214928,0.558829120382831,0,0,41.6666666666667,155.856136878959,"UBB"
"Reactome_2016.82","Regulation of TP53 Activity through Methylation_Homo sapiens_R-HSA-6804760","1/19",0.0299792961708411,0.559369794407157,0,0,32.8947368421053,115.370008658102,"UBB"
"Reactome_2016.69","p75NTR signals via NF-kB_Homo sapiens_R-HSA-193639","1/16",0.0253042872146084,0.561095064323925,0,0,39.0625,143.624275096941,"UBB"
"Reactome_2016.66","Regulation of TP53 Activity_Homo sapiens_R-HSA-5633007","2/151",0.0242208896516864,0.561484260107275,0,0,8.27814569536424,30.7991706078024,"UBB;RICTOR"
"Reactome_2016.56","Downregulation of ERBB2:ERBB3 signaling_Homo sapiens_R-HSA-1358803","1/13",0.0206074563833083,0.563025147615388,0,0,48.0769230769231,186.639534054023,"UBB"
"Reactome_2016.67","Fc epsilon receptor (FCERI) signaling_Homo sapiens_R-HSA-2454202","3/395",0.0248308301770799,0.567032390610929,0,0,4.74683544303797,17.5427337606817,"UBB;RICTOR;MAP3K7"
"Reactome_2016.64","Glycogen synthesis_Homo sapiens_R-HSA-3322077","1/15",0.0237411064214928,0.567560825388813,0,0,41.6666666666667,155.856136878959,"UBB"
"Reactome_2016.68","Translesion synthesis by REV1_Homo sapiens_R-HSA-110312","1/16",0.0253042872146084,0.569346462328689,0,0,39.0625,143.624275096941,"UBB"
"Reactome_2016.57","HIV Life Cycle_Homo sapiens_R-HSA-162587","2/141",0.0213185534337221,0.572234855326224,0,0,8.86524822695035,34.1150490442117,"UBB;VPS37A"
"Reactome_2016.55","NF-kB is activated and signals survival_Homo sapiens_R-HSA-209560","1/13",0.0206074563833083,0.573261968481123,0,0,48.0769230769231,186.639534054023,"UBB"
"Reactome_2016.59","Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor_Homo sapiens_R-HSA-156988","1/14",0.0221754973519546,0.575059507601535,0,0,44.6428571428571,170.034255470513,"UBB"
"Reactome_2016.88","NOTCH2 Activation and Transmission of Signal to the Nucleus_Homo sapiens_R-HSA-2979096","1/21",0.0330838937893812,0.575208607929014,0,0,29.7619047619048,101.449663913377,"UBB"
"Reactome_2016.92","CD28 dependent PI3K/Akt signaling_Homo sapiens_R-HSA-389357","1/22",0.034632580928247,0.575954878480629,0,0,28.4090909090909,95.5386475756602,"RICTOR"
"Reactome_2016.63","NRIF signals cell death from the nucleus_Homo sapiens_R-HSA-205043","1/15",0.0237411064214928,0.576569727379112,0,0,41.6666666666667,155.856136878959,"UBB"
"Reactome_2016.89","Immune System_Homo sapiens_R-HSA-168256","6/1547",0.0337496647337612,0.580190865647805,0,0,2.4240465416936,8.2145720641421,"EEA1;UBB;UBA6;RICTOR;KIF3C;MAP3K7"
"Reactome_2016.87","Regulation of FZD by ubiquitination_Homo sapiens_R-HSA-4641263","1/21",0.0330838937893812,0.5818202011236,0,0,29.7619047619048,101.449663913377,"UBB"
"Reactome_2016.91","Mitophagy_Homo sapiens_R-HSA-5205647","1/22",0.034632580928247,0.582284052969427,0,0,28.4090909090909,95.5386475756602,"UBB"
"Reactome_2016.95","APC/C:Cdc20 mediated degradation of Cyclin B_Homo sapiens_R-HSA-174048","1/23",0.0361788650960567,0.582670143125966,0,0,27.1739130434783,90.1978306460646,"UBB"
"Reactome_2016.107","TNFR1-induced NFkappaB signaling pathway_Homo sapiens_R-HSA-5357956","1/26",0.0408033357136717,0.583449566746895,0,0,24.0384615384615,76.898832769855,"MAP3K7"
"Reactome_2016.54","p75NTR recruits signalling complexes_Homo sapiens_R-HSA-209543","1/13",0.0206074563833083,0.583877930860403,0,0,48.0769230769231,186.639534054023,"UBB"
"Reactome_2016.58","Beta-catenin independent WNT signaling_Homo sapiens_R-HSA-3858494","2/144",0.0221728784846559,0.584905242784889,0,0,8.68055555555556,33.0632415525669,"UBB;MAP3K7"
"Reactome_2016.62","Signaling by NOTCH1 HD Domain Mutants in Cancer_Homo sapiens_R-HSA-2691230","1/15",0.0237411064214928,0.585869239111033,0,0,41.6666666666667,155.856136878959,"UBB"
"Reactome_2016.90","Pink/Parkin Mediated Mitophagy_Homo sapiens_R-HSA-5205685","1/22",0.034632580928247,0.588753875780199,0,0,28.4090909090909,95.5386475756602,"UBB"
"Reactome_2016.94","Downregulation of SMAD2/3:SMAD4 transcriptional activity_Homo sapiens_R-HSA-2173795","1/23",0.0361788650960567,0.588868761669859,0,0,27.1739130434783,90.1978306460646,"UBB"
"Reactome_2016.110","VEGFR2 mediated vascular permeability_Homo sapiens_R-HSA-5218920","1/27",0.0423400439315086,0.588911520138257,0,0,23.1481481481481,73.194953140907,"RICTOR"
"Reactome_2016.106","TAK1 activates NFkB by phosphorylation and activation of IKKs complex_Homo sapiens_R-HSA-445989","1/26",0.0408033357136717,0.58895380794262,0,0,24.0384615384615,76.898832769855,"MAP3K7"
"Reactome_2016.113","Adrenaline,noradrenaline inhibits insulin secretion_Homo sapiens_R-HSA-400042","1/28",0.0438743671245046,0.59405116549108,0,0,22.3214285714286,69.7862728083227,"CACNA1D"
"Reactome_2016.109","EGFR downregulation_Homo sapiens_R-HSA-182971","1/27",0.0423400439315086,0.594314378121176,0,0,23.1481481481481,73.194953140907,"UBB"
"Reactome_2016.105","Attenuation phase_Homo sapiens_R-HSA-3371568","1/26",0.0408033357136717,0.594562891827788,0,0,24.0384615384615,76.898832769855,"UBB"
"Reactome_2016.93","Gap-filling DNA repair synthesis and ligation in GG-NER_Homo sapiens_R-HSA-5696397","1/23",0.0361788650960567,0.595200683838352,0,0,27.1739130434783,90.1978306460646,"UBB"
"Reactome_2016.61","Constitutive Signaling by NOTCH1 HD Domain Mutants_Homo sapiens_R-HSA-2691232","1/15",0.0237411064214928,0.595473652866951,0,0,41.6666666666667,155.856136878959,"UBB"
"Reactome_2016.111","Vesicle-mediated transport_Homo sapiens_R-HSA-5653656","3/492",0.0433207008470333,0.597123173837485,0,0,3.8109756097561,11.963127586163,"UBB;VPS37A;KIF3C"
"Reactome_2016.112","Recognition of DNA damage by PCNA-containing replication complex_Homo sapiens_R-HSA-110314","1/28",0.0438743671245046,0.599355193754393,0,0,22.3214285714286,69.7862728083227,"UBB"
"Reactome_2016.108","Phase 1 - inactivation of fast Na+ channels_Homo sapiens_R-HSA-5576894","1/27",0.0423400439315086,0.599817289029706,0,0,23.1481481481481,73.194953140907,"CACNA1D"
"Reactome_2016.104","Downregulation of TGF-beta receptor signaling_Homo sapiens_R-HSA-2173788","1/26",0.0408033357136717,0.600279842710747,0,0,24.0384615384615,76.898832769855,"UBB"
"Reactome_2016.100","APC-Cdc20 mediated degradation of Nek2A_Homo sapiens_R-HSA-179409","1/25",0.0392642388923452,0.600742855052882,0,0,25,80.9360281553287,"UBB"
"Reactome_2016.96","IKK complex recruitment mediated by RIP1_Homo sapiens_R-HSA-937041","1/24",0.0377227498799882,0.601206326212312,0,0,26.0416666666667,85.3513521207141,"UBB"
"Reactome_2016.127","TGF-beta receptor signaling activates SMADs_Homo sapiens_R-HSA-2173789","1/32",0.049987881166991,0.60221620618501,0,0,19.53125,58.515130460784,"UBB"
"Reactome_2016.115","HSF1 activation_Homo sapiens_R-HSA-3371511","1/29",0.0454063088797546,0.604101326834996,0,0,21.551724137931,66.6401771870699,"UBB"
"Reactome_2016.60","Association of licensing factors with the pre-replicative complex_Homo sapiens_R-HSA-69298","1/15",0.0237411064214928,0.605398213748067,0,0,41.6666666666667,155.856136878959,"UBB"
"Reactome_2016.103","Phase 2 - plateau phase_Homo sapiens_R-HSA-5576893","1/26",0.0408033357136717,0.606107802348716,0,0,24.0384615384615,76.898832769855,"CACNA1D"
"Reactome_2016.99","Constitutive Signaling by AKT1 E17K in Cancer_Homo sapiens_R-HSA-5674400","1/25",0.0392642388923452,0.60681096469988,0,0,25,80.9360281553287,"RICTOR"
"Reactome_2016.126","Negative regulation of FGFR1 signaling_Homo sapiens_R-HSA-5654726","1/32",0.049987881166991,0.606995699884891,0,0,19.53125,58.515130460784,"UBB"
"Reactome_2016.118","RNA Polymerase I Promoter Escape_Homo sapiens_R-HSA-73772","1/30",0.0469358727577944,0.608575299317164,0,0,20.8333333333333,63.7286045486408,"RRN3"
"Reactome_2016.97","Innate Immune System_Homo sapiens_R-HSA-168249","4/807",0.0386189711846399,0.609144597036072,0,0,3.09789343246592,10.0805812942424,"EEA1;UBB;RICTOR;MAP3K7"
"Reactome_2016.114","Negative regulation of FGFR3 signaling_Homo sapiens_R-HSA-5654732","1/29",0.0454063088797546,0.609400461280917,0,0,21.551724137931,66.6401771870699,"UBB"
"Reactome_2016.125","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription_Homo sapiens_R-HSA-2173796","1/32",0.049987881166991,0.61185166548397,0,0,19.53125,58.515130460784,"UBB"
"Reactome_2016.102","Cellular response to hypoxia_Homo sapiens_R-HSA-2262749","1/26",0.0408033357136717,0.612050035705076,0,0,24.0384615384615,76.898832769855,"UBB"
"Reactome_2016.121","Regulation of TNFR1 signaling_Homo sapiens_R-HSA-5357905","1/31",0.0484630623370424,0.612797399798965,0,0,20.1612903225806,61.0272857359355,"UBB"
"Reactome_2016.98","Post-translational modification: synthesis of GPI-anchored proteins_Homo sapiens_R-HSA-163125","1/25",0.0392642388923452,0.613002913319267,0,0,25,80.9360281553287,"PIGT"
"Reactome_2016.122","HIV Infection_Homo sapiens_R-HSA-162906","2/222",0.0489255698209567,0.613574769066097,0,0,5.63063063063063,16.9901752192676,"UBB;VPS37A"
"Reactome_2016.117","Activated NOTCH1 Transmits Signal to the Nucleus_Homo sapiens_R-HSA-2122948","1/30",0.0469358727577944,0.613776797601927,0,0,20.8333333333333,63.7286045486408,"UBB"
"Reactome_2016.124","Oncogene Induced Senescence_Homo sapiens_R-HSA-2559585","1/32",0.049987881166991,0.616785953108841,0,0,19.53125,58.515130460784,"UBB"
"Reactome_2016.120","NOD1/2 Signaling Pathway_Homo sapiens_R-HSA-168638","1/31",0.0484630623370424,0.61790404479729,0,0,20.1612903225806,61.0272857359355,"MAP3K7"
"Reactome_2016.101","Regulation of Hypoxia-inducible Factor (HIF) by oxygen_Homo sapiens_R-HSA-1234174","1/26",0.0408033357136717,0.61810993704869,0,0,24.0384615384615,76.898832769855,"UBB"
"Reactome_2016.116","Termination of translesion DNA synthesis_Homo sapiens_R-HSA-5656169","1/30",0.0469358727577944,0.619067976891598,0,0,20.8333333333333,63.7286045486408,"UBB"
"Reactome_2016.123","Signaling by NOTCH2_Homo sapiens_R-HSA-1980145","1/32",0.049987881166991,0.621800473052815,0,0,19.53125,58.515130460784,"UBB"
"Reactome_2016.119","Negative regulation of FGFR4 signaling_Homo sapiens_R-HSA-5654733","1/31",0.0484630623370424,0.623096515761973,0,0,20.1612903225806,61.0272857359355,"UBB"
"KEGG_2019_Mouse.1","Wnt signaling pathway","3/160",0.00210192920099933,0.636884547902797,0,0,11.71875,72.244918228437,"CHD8;CXXC4;MAP3K7"
"BioPlanet_2019.10","Immune system","6/998",0.00451673812625241,0.682027457064114,0,0,3.75751503006012,20.2904503975671,"EEA1;UBB;UBA6;RICTOR;KIF3C;MAP3K7"
"BioPlanet_2019.12","Mitochondrial pathway of apoptosis: multidomain Bcl-2 family","2/71",0.00575307408446614,0.723928488961989,0,0,17.6056338028169,90.8102278811202,"UBB;BOK"
"BioPlanet_2019.11","Activation of NF-kappaB in B cells","2/68",0.00528960202485264,0.726118096138862,0,0,18.3823529411765,96.3605196238754,"UBB;MAP3K7"
"BioPlanet_2019.23","Fas signaling pathway","2/115",0.0145272300558805,0.953744234103461,0,0,10.8695652173913,45.9970701715492,"NFAT5;MAP3K7"
"BioPlanet_2019.24","HIV life cycle","2/118",0.0152530893055488,0.959673535474115,0,0,10.5932203389831,44.3111569812681,"UBB;VPS37A"
"BioPlanet_2019.25","Fanconi anemia pathway regulation","1/10",0.0158887058240638,0.959677831773452,0,0,62.5,258.884171730453,"UBB"
"BioPlanet_2019.39","p75 neurotrophin receptor signaling via NF-kB","1/16",0.0253042872146084,0.979730094719453,0,0,39.0625,143.624275096941,"UBB"
"BioPlanet_2019.22","PI3K/AKT signalling","1/9",0.0143109010156188,0.982248206072021,0,0,69.4444444444444,294.912064120938,"RICTOR"
