WT1mKTS	NR5A1	1.2281750073824018
NR5A1	WT1mKTS	1.2281750073824018
DHH	SRY	1.2079423687166164
SRY	DHH	1.2079423687166164
FGF9	WNT4	1.1900812281182538
WNT4	FGF9	1.1900812281182538
CBX2	NR5A1	1.1649563699125034
NR5A1	CBX2	1.1649563699125034
WNT4	AMH	1.1339668605560709
AMH	WNT4	1.1339668605560709
NR0B1	GATA4	1.1209276235407648
GATA4	NR0B1	1.1209276235407648
DKK1	WT1pKTS	1.1142675400368993
WT1pKTS	DKK1	1.1142675400368993
DMRT1	WT1pKTS	1.1064495560973218
WT1pKTS	DMRT1	1.1064495560973218
NR5A1	SOX9	1.103313367755633
SOX9	NR5A1	1.103313367755633
DHH	WNT4	1.1000878551177449
WNT4	DHH	1.1000878551177449
PGD2	WNT4	1.0860184345911499
WNT4	PGD2	1.0860184345911499
CBX2	FOXL2	1.0763603417271859
FOXL2	CBX2	1.0763603417271859
RSPO1	UGR	1.0550621922172683
UGR	RSPO1	1.0550621922172683
RSPO1	CBX2	1.0419213253228166
CBX2	RSPO1	1.0419213253228166
DKK1	WNT4	1.031152521812321
WNT4	DKK1	1.031152521812321
CTNNB1	CBX2	1.0253101089501735
CBX2	CTNNB1	1.0253101089501735
DMRT1	FOXL2	1.0208649262520577
FOXL2	DMRT1	1.0208649262520577
DKK1	FOXL2	0.9988725604496193
FOXL2	DKK1	0.9988725604496193
SRY	NR5A1	0.9988022483261161
NR5A1	SRY	0.9988022483261161
WNT4	WT1pKTS	0.9965632642958885
WT1pKTS	WNT4	0.9965632642958885
CBX2	WT1pKTS	0.9478117509261814
WT1pKTS	CBX2	0.9478117509261814
RSPO1	SOX9	0.9470382759422695
SOX9	RSPO1	0.9470382759422695
WT1pKTS	UGR	0.932823709675983
UGR	WT1pKTS	0.932823709675983
DMRT1	WNT4	0.9141091340405672
WNT4	DMRT1	0.9141091340405672
NR0B1	WT1pKTS	0.9123948862055087
WT1pKTS	NR0B1	0.9123948862055087
WT1mKTS	NR0B1	0.9112473116881773
NR0B1	WT1mKTS	0.9112473116881773
CTNNB1	UGR	0.9081776692954259
UGR	CTNNB1	0.9081776692954259
FGF9	NR5A1	0.8736935456639205
NR5A1	FGF9	0.8736935456639205
NR5A1	UGR	0.8717131462666217
UGR	NR5A1	0.8717131462666217
PGD2	NR5A1	0.8691057208341666
NR5A1	PGD2	0.8691057208341666
AMH	NR5A1	0.8612506491611597
NR5A1	AMH	0.8612506491611597
WNT4	UGR	0.8541193871814579
UGR	WNT4	0.8541193871814579
FGF9	RSPO1	0.8218780422294779
RSPO1	FGF9	0.8218780422294779
DHH	NR5A1	0.8141675549567223
NR5A1	DHH	0.8141675549567223
CTNNB1	SOX9	0.8023439621629377
SOX9	CTNNB1	0.8023439621629377
SRY	UGR	0.8014759335155506
UGR	SRY	0.8014759335155506
DKK1	CBX2	0.7533156195411603
CBX2	DKK1	0.7533156195411603
RSPO1	SRY	0.745817463603084
SRY	RSPO1	0.745817463603084
NR0B1	SOX9	0.7412252582929518
SOX9	NR0B1	0.7412252582929518
RSPO1	PGD2	0.7280332638940568
PGD2	RSPO1	0.7280332638940568
WT1pKTS	SOX9	0.7100558383565128
SOX9	WT1pKTS	0.7100558383565128
WNT4	GATA4	0.7093712175986732
GATA4	WNT4	0.7093712175986732
RSPO1	DHH	0.684195948409795
DHH	RSPO1	0.684195948409795
RSPO1	AMH	0.6702471429932625
AMH	RSPO1	0.6702471429932625
DMRT1	CBX2	0.6571565093947114
CBX2	DMRT1	0.6571565093947114
FOXL2	SOX9	0.642518189660559
SOX9	FOXL2	0.642518189660559
FGF9	CTNNB1	0.616113183112764
CTNNB1	FGF9	0.616113183112764
RSPO1	GATA4	0.6075878777235088
GATA4	RSPO1	0.6075878777235088
SRY	WNT4	0.6061451526207962
WNT4	SRY	0.6061451526207962
CTNNB1	GATA4	0.588570364670772
GATA4	CTNNB1	0.588570364670772
FOXL2	UGR	0.583355705921967
UGR	FOXL2	0.583355705921967
CTNNB1	PGD2	0.5629226010394368
PGD2	CTNNB1	0.5629226010394368
DMRT1	UGR	0.5394873827395145
UGR	DMRT1	0.5394873827395145
RSPO1	DKK1	0.5345758681639814
DKK1	RSPO1	0.5345758681639814
CTNNB1	AMH	0.5256397454010803
AMH	CTNNB1	0.5256397454010803
DHH	CTNNB1	0.5251510509738939
CTNNB1	DHH	0.5251510509738939
DKK1	GATA4	0.5039968937144338
GATA4	DKK1	0.5039968937144338
CBX2	SOX9	0.49886638272196915
SOX9	CBX2	0.49886638272196915
PGD2	FOXL2	0.4986731647371835
FOXL2	PGD2	0.4986731647371835
FGF9	FOXL2	0.49858563808156603
FOXL2	FGF9	0.49858563808156603
AMH	FOXL2	0.4906990626404714
FOXL2	AMH	0.4906990626404714
DKK1	UGR	0.48759935751081496
UGR	DKK1	0.48759935751081496
DMRT1	RSPO1	0.48092642932941826
RSPO1	DMRT1	0.48092642932941826
WT1mKTS	WNT4	0.4703145990292361
WNT4	WT1mKTS	0.4703145990292361
PGD2	WT1mKTS	0.4568324078028092
WT1mKTS	PGD2	0.4568324078028092
DHH	FOXL2	0.443322393014168
FOXL2	DHH	0.443322393014168
SRY	CBX2	0.4423991096853367
CBX2	SRY	0.4423991096853367
RSPO1	WT1mKTS	0.4302252853525883
WT1mKTS	RSPO1	0.4302252853525883
WT1mKTS	FOXL2	0.4257225187555936
FOXL2	WT1mKTS	0.4257225187555936
WT1mKTS	DKK1	0.42228203370518186
DKK1	WT1mKTS	0.42228203370518186
AMH	WT1pKTS	0.42162686343873323
WT1pKTS	AMH	0.42162686343873323
WT1mKTS	SOX9	0.39399932540610394
SOX9	WT1mKTS	0.39399932540610394
FGF9	WT1pKTS	0.38864323738199835
WT1pKTS	FGF9	0.38864323738199835
DMRT1	WT1mKTS	0.3675657555675759
WT1mKTS	DMRT1	0.3675657555675759
CTNNB1	WT1mKTS	0.36107006774567935
WT1mKTS	CTNNB1	0.36107006774567935
WT1mKTS	SRY	0.34599576926686715
SRY	WT1mKTS	0.34599576926686715
DHH	WT1pKTS	0.344492664189645
WT1pKTS	DHH	0.344492664189645
PGD2	WT1pKTS	0.3419406536701991
WT1pKTS	PGD2	0.3419406536701991
CBX2	NR0B1	0.3311512740455032
NR0B1	CBX2	0.3311512740455032
CBX2	AMH	0.3281147937795722
AMH	CBX2	0.3281147937795722
FOXL2	GATA4	0.3248478896653927
GATA4	FOXL2	0.3248478896653927
SRY	GATA4	0.32172789690294834
GATA4	SRY	0.32172789690294834
WNT4	CBX2	0.3193483171569621
CBX2	WNT4	0.3193483171569621
FGF9	CBX2	0.3184976991664271
CBX2	FGF9	0.3184976991664271
DHH	CBX2	0.3074371192502421
CBX2	DHH	0.3074371192502421
UGR	SOX9	0.2722022161512478
SOX9	UGR	0.2722022161512478
DMRT1	GATA4	0.2710701441600976
GATA4	DMRT1	0.2710701441600976
DHH	UGR	0.26155447832872575
UGR	DHH	0.26155447832872575
AMH	UGR	0.25821111734364677
UGR	AMH	0.25821111734364677
SRY	NR0B1	0.2314568007588882
NR0B1	SRY	0.2314568007588882
SOX9	GATA4	0.2289278424522504
GATA4	SOX9	0.2289278424522504
DHH	GATA4	0.22348834577678162
GATA4	DHH	0.22348834577678162
FGF9	UGR	0.21418641185105375
UGR	FGF9	0.21418641185105375
DMRT1	NR5A1	0.2032254468509141
NR5A1	DMRT1	0.2032254468509141
PGD2	CBX2	0.19784538061956403
CBX2	PGD2	0.19784538061956403
PGD2	UGR	0.19640999891977082
UGR	PGD2	0.19640999891977082
DKK1	NR5A1	0.17957193199042068
NR5A1	DKK1	0.17957193199042068
DKK1	NR0B1	0.17885075700989744
NR0B1	DKK1	0.17885075700989744
DMRT1	NR0B1	0.16851225407064915
NR0B1	DMRT1	0.16851225407064915
DHH	WT1mKTS	0.14994802186893857
WT1mKTS	DHH	0.14994802186893857
AMH	GATA4	0.13321897969863586
GATA4	AMH	0.13321897969863586
FGF9	GATA4	0.11813539516860937
GATA4	FGF9	0.11813539516860937
FGF9	WT1mKTS	0.10362908251495934
WT1mKTS	FGF9	0.10362908251495934
WT1mKTS	AMH	0.08391266863778926
AMH	WT1mKTS	0.08391266863778926
PGD2	GATA4	0.074404985137721
GATA4	PGD2	0.074404985137721
