1	1	0.6	0.63333	0.7	
2	1	0.05866	0.06704	0	
1	1	0.94653	0.72554	0.47564	
2	1	0.0546	-0.02586	0.01437	
1	1	0.72414	0.79704	0.8	
2	1	0.03852	0.00428	0.01997	
1	1	0.4709	0.42328	0.25661	
2	1	0.08696	0.13959	0.10526	
1	1	0.94333	0.48263	0.21572	
2	1	0.01975	0.0409	0.02116	
1	1	0.85736	0.81927	0.77521	
2	1	1	1	-1	
1	1	0.85209	0.38887	0.08858	
2	1	1	1	0.625	
1	1	1	0.62745	0.01961	
2	1	0	-1	-1	
1	1	0.44444	0.53695	-0.22222	
2	0	0	0	0	
1	1	1	1	0.5	
2	0	-1	1	0	
1	1	1	1	0.66667	
2	0	0	0	0	
1	1	1	1	1	
2	1	0.62121	0	0	
1	1	1	1	1	
2	1	0	-1	1	
1	1	0.91667	0.83333	0.70833	
2	1	0.1859	0	0	
1	1	1	1	0.99246	
2	1	1	-1	-1	
1	1	1	0.99815	0.80244	
2	0	-1	1	0	
1	1	0.92247	0.96419	0.87024	
2	1	-1	-0.50694	1	
1	1	0.84177	0.5	0.09916	
2	1	1	0	1	
1	1	1	1	0.77123	
2	0	-1	-1	0	
1	1	1	1	1	
2	0	-1	0	0	
1	1	0.64947	0.58264	-0.13129	
2	1	0	0	0	
1	1	1	0.99363	0.96142	
2	1	1	-1	-1	
1	1	0.93669	0.60761	0.92314	
2	1	1	1	1	
1	1	1	1	1	
2	1	0.36876	-1	-0.07661	
1	1	0.79847	0.80804	1	
2	0	0	0	0	
1	1	1	1	0.94623	
2	1	0	0	0	
1	1	1	0.95455	0.77273	
2	0	0	-1	1	
1	1	0.91176	0.97059	0.82353	
2	1	-1	-1	0.28354	
1	1	0.47368	0.83781	0.83155	
2	1	-0.00641	0	-0.01923	
1	1	1	1	0.81818	
2	0	-1	1	-1	
1	1	0.45455	0.63636	0.27273	
2	1	-1	0	-1	
1	1	1	1	1	
2	0	1	1	1	
1	1	0.87032	0.53945	0.1038	
2	0	1	1	1	
1	1	0.92657	0.89266	0.86098	
2	0	1	1	1	
1	1	0.93537	0.93716	0.85705	
2	0	1	-1	-1	
1	1	0.80627	0.73061	0.64615	
2	0	1	1	1	
1	1	0.97467	0.9412	0.88783	
2	0	0	1	0	
1	1	0.92308	0.86399	0.72582	
2	0	0	1	1	
1	1	0.88804	0.65926	0.29148	
2	0	1	1	1	
1	1	0.73523	0.80151	0.78826	
2	0	0	0	0	
1	1	0.94649	0.97287	0.98922	
2	0	1	-1	-1	
1	1	0.50466	0.71442	0.71063	
2	1	0.68729	0.91973	0.81773	
1	1	0.76296	1	1	
2	1	0.38521	0.41245	0.26459	
1	1	0.5754	0.75198	0.61508	
2	1	0.06404	-0.04433	0.08374	
1	1	0.61857	0.70694	0.70358	
2	1	0.25316	0	-0.2962	
1	1	0.88103	0.89818	0.94105	
2	1	0.42708	0	0	
1	1	0.88853	0.92007	0.92442	
2	1	0	1	0.88444	
1	1	0.81143	0.85143	0.79	
2	1	0	0	0	
1	1	0.4987	0.43117	0.50649	
2	0	0	0	0	
1	1	1	1	0.25	
2	1	0	0	1	
1	1	0.87048	0.64099	0.31347	
2	1	0	0	0	
1	1	0.88179	0.59573	0.19672	
1	1	0.32834	0.15236	0.14919	
1	1	0.83427	0.5404	0.12326	
1	1	0.62335	0.59085	0.60409	
1	1	0.74449	0.70772	0.72243	
1	1	0.61538	0.78157	0.77486	
1	1	0.68317	0.84803	0.84341	
1	1	0.5	0.38696	0.4913	
1	1	0.7983	0.78129	0.71628	
1	1	1	1	0.9839	
1	1	0.8941	0.87001	0.78896	
1	1	0.94631	0.90946	0.85096	
1	1	0.91767	0.8609	0.72873	
1	1	0.76627	0.63935	0.48409	
1	1	0.5894	0.8543	0.81126	
1	1	1	0.70019	0.81594	
1	1	0.84843	0.80562	0.77031	
1	1	1	0.96775	0.96683	
1	1	0.47938	0.42784	0.70103	
1	1	0.6351	0.7653	0.61432	
1	1	0.50112	0.61124	0.58876	
1	1	0.71521	0.66667	0.63107	
1	1	0.68148	0.77037	0.65185	
1	1	0.60678	0.67119	0.52881	
1	1	0.49515	0.29612	0.34951	
1	1	0.98822	0.93102	0.83904	
1	1	0.97905	0.90112	0.82039	
1	1	0.99701	0.91966	0.76902	
1	1	0.94331	0.96132	0.80514	
1	1	0.93972	0.80486	0.58167	
1	1	0.89835	0.67333	0.43898	
1	1	0.29073	0.23308	0.03759	
1	1	0.58459	1	0.75376	
1	1	0.83609	0.72171	0.65829	
1	1	0.9408	0.85738	0.85124	
1	1	0.87111	0.79946	0.99009	
1	1	0.74916	0.98994	0.75855	
1	1	0.47337	0.06213	0.62316	
1	1	0.59887	0.69868	0.85122	
1	1	0.84713	0.86412	0.81953	
1	1	0.87772	0.83424	0.84783	
1	1	0.74704	0.53755	0.72727	
1	1	0.46785	0.5898	0.55432	
1	1	0.88116	0.72125	0.61559	
1	1	0.93147	0.79917	0.59952	
1	1	0.88241	0.73232	0.34109	
1	1	0.83479	0.69256	0.49234	
1	1	0.9287	0.76168	0.49305	
1	1	0.83367	0.65541	0.34962	
1	1	0.98455	0.98058	1	
1	1	0.94052	0.9417	0.94994	
1	1	0.97032	0.91324	0.96575	
1	1	0.52542	0.94915	0.52542	
1	1	0.33333	0.44444	0.38889	
1	1	0.51207	1	0.71178	
1	1	0.75564	0.8355	0.54916	
1	1	0.83789	0.72113	0.45625	
1	1	0.93658	0.75254	0.45571	
1	1	0.92436	0.71976	0.29303	
1	1	1	1	1	
1	1	0.95559	0.86421	0.94982	
1	1	0.79378	0.64064	0.41319	
1	1	0.88085	0.68389	0.34816	
1	1	0.89589	0.66129	0.29521	
1	1	1	1	0.87342	
1	1	0.7479	0.83312	0.82638	
1	1	0.85013	0.92211	0.92046	
1	1	1	1	1	
1	1	0.89505	0.87525	0.89505	
1	1	0.90071	1	0.90071	
1	1	0.39394	0.62655	0.45455	
1	1	0.86689	0.72014	0.37201	
1	1	0.89563	0.67311	0.35916	
1	1	0.90547	0.65354	0.29921	
1	1	1	0.367	0.12993	
1	1	1	0.45455	0.06061	
1	1	0.8811	0.94817	0.93598	
1	1	0.82624	0.79078	0.90426	
1	1	0.74468	0.88706	0.88542	
1	1	0.87578	0.89951	0.8921	
1	1	0.97513	0.98579	1	
1	1	1	1	1	
1	1	1	1	1	
1	1	0.8842	0.67123	0.39613	
1	1	0.90147	0.64131	0.3044	
1	1	0.32789	0.1597	0.1402	
1	1	0.65845	0.44681	0.05319	
1	1	0.19466	0.04198	-0.10557	
1	1	0.98002	1	0.98982	
1	1	0.82254	0.80462	0.87514	
1	1	0.35346	0.69387	0.68195	
1	1	0.76046	0.86335	0.85821	
1	1	0.66667	0.97404	0.4959	
1	1	0.83508	0.73739	0.84349	
1	1	0.95113	0.95183	0.93438	
1	1	0.94701	0.93207	0.95177	
1	1	0.90608	0.98122	0.95691	
1	1	0.8471	0.73638	0.87873	
